"","Date","Year","Round","Region","wSeed","Winner","WConf","WScore","LSeed","Loser","LConf","LScore","OT","SeD","ScD","Upset"
"1211","16-Mar-91",1991,"32","East",3,"Oklahoma St.","B12",73,6,"North Carolina St.","ACC",64,"",-3,9,"3 over 6"
"1212","16-Mar-17",2017,"64","West",2,"Arizona","P12",100,15,"North Dakota","BSky",82,"",-13,18,"2 over 15"
"1213","22-Mar-14",2014,"32","West",4,"San Diego St.","MWC",63,12,"North Dakota St.","Sum",44,"",-8,19,"4 over 12"
"1214","20-Mar-09",2009,"64","Midwest",3,"Kansas","B12",84,14,"North Dakota St.","Sum",74,"",-11,10,"3 over 14"
"1215","20-Mar-15",2015,"64","South",2,"Gonzaga","WCC",86,15,"North Dakota St.","Sum",76,"",-13,10,"2 over 15"
"1216","18-Mar-15",2015,"Play-in","South",16,"Robert Morris","NEC",81,16,"North Florida","ASun",77,"",0,4,"16 over 16"
"1217","18-Mar-10",2010,"64","West",2,"Kansas St.","B12",82,15,"North Texas","CUSA",62,"",-13,20,"2 over 15"
"1218","16-Mar-07",2007,"64","South",2,"Memphis","Amer",73,15,"North Texas","CUSA",58,"",-13,15,"2 over 15"
"1219","17-Mar-88",1988,"64","West",2,"North Carolina","ACC",83,15,"North Texas","CUSA",65,"",-13,18,"2 over 15"
"1220","15-Mar-85",1985,"64","East",3,"Illinois","B10",76,14,"Northeastern","CAA",57,"",-11,19,"3 over 14"
"1221","15-Mar-91",1991,"64","East",1,"North Carolina","ACC",101,16,"Northeastern","CAA",66,"",-15,35,"1 over 16"
"1222","13-Mar-87",1987,"64","East",3,"Purdue","B10",104,14,"Northeastern","CAA",95,"",-11,9,"3 over 14"
"1223","19-Mar-15",2015,"64","Midwest",3,"Notre Dame","ACC",69,14,"Northeastern","CAA",65,"",-11,4,"3 over 14"
"1224","13-Mar-86",1986,"64","East",4,"Oklahoma","B12",80,13,"Northeastern","CAA",74,"",-9,6,"4 over 13"
"1225","12-Mar-98",1998,"64","West",2,"Cincinnati","Amer",65,15,"Northern Arizona","BSky",62,"",-13,3,"2 over 15"
"1226","16-Mar-00",2000,"64","West",2,"St. John's","BE",61,15,"Northern Arizona","BSky",56,"",-13,5,"2 over 15"
"1227","17-Mar-11",2011,"64","West",2,"San Diego St.","MWC",68,15,"Northern Colorado","BSky",50,"",-13,18,"2 over 15"
"1228","15-Mar-96",1996,"64","East",3,"Texas Tech","B12",74,14,"Northern Illinois","MAC",73,"",-11,1,"3 over 14"
"1229","15-Mar-91",1991,"64","Midwest",4,"St. John's","BE",75,13,"Northern Illinois","MAC",68,"",-9,7,"4 over 13"
"1230","20-Mar-16",2016,"32","West",3,"Texas A&M","SEC",92,11,"Northern Iowa","MVC",88,"2 OT",-8,4,"3 over 11"
"1231","22-Mar-15",2015,"32","East",4,"Louisville","ACC",66,5,"Northern Iowa","MVC",53,"",-1,13,"4 over 5"
"1232","18-Mar-05",2005,"64","East",6,"Wisconsin","B10",57,11,"Northern Iowa","MVC",52,"",-5,5,"6 over 11"
"1233","19-Mar-09",2009,"64","West",5,"Purdue","B10",61,12,"Northern Iowa","MVC",56,"",-7,5,"5 over 12"
"1234","19-Mar-04",2004,"64","Midwest",3,"Georgia Tech","ACC",65,14,"Northern Iowa","MVC",60,"",-11,5,"3 over 14"
"1235","26-Mar-10",2010,"16","Midwest",5,"Michigan St.","B10",59,9,"Northern Iowa","MVC",52,"",-4,7,"5 over 9"
"1236","18-Mar-90",1990,"32","Southeast",6,"Minnesota","B10",81,14,"Northern Iowa","MVC",78,"",-8,3,"6 over 14"
"1237","17-Mar-06",2006,"64","Midwest",7,"Georgetown","BE",54,10,"Northern Iowa","MVC",49,"",-3,5,"7 over 10"
"1238","17-Mar-17",2017,"64","South",2,"Kentucky","SEC",79,15,"Northern Kentucky","Horz",70,"",-13,9,"2 over 15"
"1239","18-Mar-17",2017,"32","West",1,"Gonzaga","WCC",79,8,"Northwestern","B10",73,"",-7,6,"1 over 8"
"1240","22-Mar-13",2013,"64","South",3,"Florida","SEC",79,14,"Northwestern St.","Slnd",47,"",-11,32,"3 over 14"
"1241","16-Mar-01",2001,"64","Midwest",1,"Illinois","B10",96,16,"Northwestern St.","Slnd",54,"",-15,42,"1 over 16"
"1242","19-Mar-06",2006,"32","South",6,"West Virginia","B12",67,14,"Northwestern St.","Slnd",54,"",-8,13,"6 over 14"
"1243","14-Mar-86",1986,"64","Midwest",14,"Arkansas Little Rock","SB",90,3,"Notre Dame","ACC",83,"",11,7,"14 over 3"
"1244","16-Mar-90",1990,"64","Southeast",7,"Virginia","ACC",75,10,"Notre Dame","ACC",67,"",-3,8,"7 over 10"
"1245","27-Mar-16",2016,"8","East",1,"North Carolina","ACC",88,6,"Notre Dame","ACC",74,"",-5,14,"1 over 6"
"1246","20-Mar-11",2011,"32","Southwest",10,"Florida St.","ACC",71,2,"Notre Dame","ACC",57,"",8,14,"10 over 2"
"1247","19-Mar-87",1987,"16","East",1,"North Carolina","ACC",74,5,"Notre Dame","ACC",68,"",-4,6,"1 over 5"
"1248","28-Mar-15",2015,"8","Midwest",1,"Kentucky","SEC",68,3,"Notre Dame","ACC",66,"",-2,2,"1 over 3"
"1249","16-Mar-85",1985,"32","Southeast",2,"North Carolina","ACC",60,7,"Notre Dame","ACC",58,"",-5,2,"2 over 7"
"1250","16-Mar-07",2007,"64","Midwest",11,"Winthrop","BSth",74,6,"Notre Dame","ACC",64,"",5,10,"11 over 6"
"1251","16-Mar-12",2012,"64","South",10,"Xavier","BE",67,7,"Notre Dame","ACC",63,"",3,4,"10 over 7"
"1252","27-Mar-03",2003,"16","West",1,"Arizona","P12",88,5,"Notre Dame","ACC",71,"",-4,17,"1 over 5"
"1253","18-Mar-10",2010,"64","South",11,"Old Dominion","CUSA",51,6,"Notre Dame","ACC",50,"",5,1,"11 over 6"
"1254","22-Mar-13",2013,"64","West",10,"Iowa St.","B12",76,7,"Notre Dame","ACC",58,"",3,18,"10 over 7"
"1255","19-Mar-89",1989,"32","East",1,"Georgetown","BE",81,9,"Notre Dame","ACC",74,"",-8,7,"1 over 9"
"1256","18-Mar-01",2001,"32","Midwest",3,"Mississippi","SEC",59,6,"Notre Dame","ACC",56,"",-3,3,"3 over 6"
"1257","16-Mar-02",2002,"32","South",1,"Duke","ACC",84,8,"Notre Dame","ACC",77,"",-7,7,"1 over 8"
"1258","17-Mar-88",1988,"64","East",7,"SMU","Amer",83,10,"Notre Dame","ACC",75,"",-3,8,"7 over 10"
"1259","18-Mar-17",2017,"32","West",4,"West Virginia","B12",83,5,"Notre Dame","ACC",71,"",-1,12,"4 over 5"
"1260","22-Mar-08",2008,"32","East",4,"Washington St.","P12",61,5,"Notre Dame","ACC",41,"",-1,20,"4 over 5"
"1261","18-Mar-05",2005,"64","East",1,"North Carolina","ACC",96,16,"Oakland","Horz",68,"",-15,28,"1 over 16"
"1262","18-Mar-11",2011,"64","West",4,"Texas","B12",85,13,"Oakland","Horz",81,"",-9,4,"4 over 13"
"1263","19-Mar-10",2010,"64","West",3,"Pittsburgh","ACC",89,14,"Oakland","Horz",66,"",-11,23,"3 over 14"
"1264","18-Mar-05",2005,"64","East",4,"Florida","SEC",67,13,"Ohio","MAC",62,"",-9,5,"4 over 13"
"1265","18-Mar-94",1994,"64","East",5,"Indiana","B10",84,12,"Ohio","MAC",72,"",-7,12,"5 over 12"
"1266","14-Mar-85",1985,"64","Southeast",3,"Kansas","B12",49,14,"Ohio","MAC",38,"",-11,11,"3 over 14"
"1267","23-Mar-12",2012,"16","Midwest",1,"North Carolina","ACC",73,13,"Ohio","MAC",65,"1 OT",-12,8,"1 over 13"
"1268","20-Mar-10",2010,"32","Midwest",6,"Tennessee","SEC",83,14,"Ohio","MAC",68,"",-8,15,"6 over 14"
"1269","29-Mar-92",1992,"8","Southeast",6,"Michigan","B10",75,1,"Ohio St.","B10",71,"1 OT",5,4,"6 over 1"
"1270","22-Mar-91",1991,"16","Midwest",4,"St. John's","BE",91,1,"Ohio St.","B10",74,"",3,17,"4 over 1"
"1271","20-Mar-09",2009,"64","Midwest",9,"Siena","MAAC",74,8,"Ohio St.","B10",72,"2 OT",1,2,"9 over 8"
"1272","26-Mar-10",2010,"16","Midwest",6,"Tennessee","SEC",76,2,"Ohio St.","B10",73,"",4,3,"6 over 2"
"1273","31-Mar-12",2012,"4","Final Four",2,"Kansas","B12",64,2,"Ohio St.","B10",62,"",0,2,"2 over 2"
"1274","27-Mar-99",1999,"4","Final Four",1,"Connecticut","Amer",64,4,"Ohio St.","B10",58,"",-3,6,"1 over 4"
"1275","15-Mar-01",2001,"64","East",12,"Utah St.","MWC",77,5,"Ohio St.","B10",68,"1 OT",7,9,"12 over 5"
"1276","2-Apr-07",2007,"Champ","Championship",1,"Florida","SEC",84,1,"Ohio St.","B10",75,"",0,9,"1 over 1"
"1277","25-Mar-11",2011,"16","East",4,"Kentucky","SEC",62,1,"Ohio St.","B10",60,"",3,2,"4 over 1"
"1278","30-Mar-13",2013,"8","West",9,"Wichita St.","MVC",70,2,"Ohio St.","B10",66,"",7,4,"9 over 2"
"1279","19-Mar-06",2006,"32","Midwest",7,"Georgetown","BE",70,2,"Ohio St.","B10",52,"",5,18,"7 over 2"
"1280","15-Mar-87",1987,"32","Southeast",1,"Georgetown","BE",82,9,"Ohio St.","B10",79,"",-8,3,"1 over 9"
"1281","17-Mar-90",1990,"32","West",1,"UNLV","MWC",76,8,"Ohio St.","B10",65,"",-7,11,"1 over 8"
"1282","20-Mar-14",2014,"64","South",11,"Dayton","A10",60,6,"Ohio St.","B10",59,"",5,1,"11 over 6"
"1283","21-Mar-15",2015,"32","West",2,"Arizona","P12",73,10,"Ohio St.","B10",58,"",-8,15,"2 over 10"
"1284","16-Mar-02",2002,"32","West",12,"Missouri","SEC",83,4,"Ohio St.","B10",67,"",8,16,"12 over 4"
"1285","19-Mar-00",2000,"32","South",6,"Miami FL","ACC",75,3,"Ohio St.","B10",62,"",3,13,"6 over 3"
"1286","16-Mar-85",1985,"32","Midwest",5,"Louisiana Tech","CUSA",79,4,"Ohio St.","B10",67,"",1,12,"5 over 4"
"1287","19-Mar-99",1999,"16","Midwest",1,"Michigan St.","B10",54,13,"Oklahoma","B12",46,"",-12,8,"1 over 13"
"1288","4-Apr-88",1988,"Champ","Championship",6,"Kansas","B12",83,1,"Oklahoma","B12",79,"",5,4,"6 over 1"
"1289","30-Mar-02",2002,"4","Final Four",5,"Indiana","B10",73,2,"Oklahoma","B12",64,"",3,9,"5 over 2"
"1290","20-Mar-87",1987,"16","West",2,"Iowa","B10",93,6,"Oklahoma","B12",91,"1 OT",-4,2,"2 over 6"
"1291","20-Mar-14",2014,"64","West",12,"North Dakota St.","Sum",80,5,"Oklahoma","B12",75,"1 OT",7,5,"12 over 5"
"1292","20-Mar-92",1992,"64","West",13,"Louisiana Lafayette","SB",87,4,"Oklahoma","B12",83,"",9,4,"13 over 4"
"1293","12-Mar-98",1998,"64","East",7,"Indiana","B10",94,10,"Oklahoma","B12",87,"1 OT",-3,7,"7 over 10"
"1294","14-Mar-97",1997,"64","West",6,"Stanford","P12",80,11,"Oklahoma","B12",67,"",-5,13,"6 over 11"
"1295","23-Mar-85",1985,"8","Midwest",2,"Memphis","Amer",63,1,"Oklahoma","B12",61,"",1,2,"2 over 1"
"1296","23-Mar-89",1989,"16","Southeast",5,"Virginia","ACC",86,1,"Oklahoma","B12",80,"",4,6,"5 over 1"
"1297","30-Mar-03",2003,"8","East",3,"Syracuse","ACC",63,1,"Oklahoma","B12",47,"",2,16,"3 over 1"
"1298","15-Mar-96",1996,"64","Southeast",7,"Temple","Amer",61,10,"Oklahoma","B12",43,"",-3,18,"7 over 10"
"1299","16-Mar-95",1995,"64","Southeast",13,"Manhattan","MAAC",77,4,"Oklahoma","B12",67,"",9,10,"13 over 4"
"1300","2-Apr-16",2016,"4","Final Four",2,"Villanova","BE",95,2,"Oklahoma","B12",51,"",0,44,"2 over 2"
"1301","23-Mar-08",2008,"32","East",3,"Louisville","ACC",78,6,"Oklahoma","B12",48,"",-3,30,"3 over 6"
"1302","22-Mar-13",2013,"64","South",7,"San Diego St.","MWC",70,10,"Oklahoma","B12",55,"",-3,15,"7 over 10"
"1303","27-Mar-15",2015,"16","East",7,"Michigan St.","B10",62,3,"Oklahoma","B12",58,"",4,4,"7 over 3"
"1304","16-Mar-06",2006,"64","Midwest",11,"Milwaukee","Horz",82,6,"Oklahoma","B12",74,"",5,8,"11 over 6"
"1305","19-Mar-05",2005,"32","South",6,"Utah","P12",67,3,"Oklahoma","B12",58,"",3,9,"6 over 3"
"1306","16-Mar-01",2001,"64","South",13,"Indiana St.","MVC",70,4,"Oklahoma","B12",68,"1 OT",9,2,"13 over 4"
"1307","15-Mar-86",1986,"32","East",12,"DePaul","BE",74,4,"Oklahoma","B12",69,"",8,5,"12 over 4"
"1308","17-Mar-90",1990,"32","Midwest",8,"North Carolina","ACC",79,1,"Oklahoma","B12",77,"",7,2,"8 over 1"
"1309","18-Mar-00",2000,"32","West",6,"Purdue","B10",66,3,"Oklahoma","B12",62,"",3,4,"6 over 3"
"1310","29-Mar-09",2009,"8","South",1,"North Carolina","ACC",72,2,"Oklahoma","B12",60,"",-1,12,"1 over 2"
"1311","13-Mar-99",1999,"32","South",1,"Auburn","SEC",81,9,"Oklahoma St.","B12",74,"",-8,7,"1 over 9"
"1312","21-Mar-14",2014,"64","West",8,"Gonzaga","WCC",85,9,"Oklahoma St.","B12",77,"",-1,8,"8 over 9"
"1313","22-Mar-09",2009,"32","East",1,"Pittsburgh","ACC",84,8,"Oklahoma St.","B12",76,"",-7,8,"1 over 8"
"1314","3-Apr-04",2004,"4","Final Four",3,"Georgia Tech","ACC",67,2,"Oklahoma St.","B12",65,"",1,2,"3 over 2"
"1315","20-Mar-94",1994,"32","Midwest",12,"Tulsa","Amer",82,4,"Oklahoma St.","B12",80,"",8,2,"12 over 4"
"1316","27-Mar-92",1992,"16","Southeast",6,"Michigan","B10",75,2,"Oklahoma St.","B12",72,"",4,3,"6 over 2"
"1317","23-Mar-03",2003,"32","East",3,"Syracuse","ACC",68,6,"Oklahoma St.","B12",56,"",-3,12,"3 over 6"
"1318","17-Mar-17",2017,"64","Midwest",7,"Michigan","B10",92,10,"Oklahoma St.","B12",91,"",-3,1,"7 over 10"
"1319","14-Mar-02",2002,"64","South",10,"Kent St.","MAC",69,7,"Oklahoma St.","B12",61,"",3,8,"10 over 7"
"1320","24-Mar-05",2005,"16","Midwest",3,"Arizona","P12",79,2,"Oklahoma St.","B12",78,"",1,1,"3 over 2"
"1321","15-Mar-98",1998,"32","South",1,"Duke","ACC",79,8,"Oklahoma St.","B12",73,"",-7,6,"1 over 8"
"1322","15-Mar-01",2001,"64","East",6,"USC","P12",69,11,"Oklahoma St.","B12",54,"",-5,15,"6 over 11"
"1323","22-Mar-91",1991,"16","East",10,"Temple","Amer",72,3,"Oklahoma St.","B12",63,"1 OT",7,9,"10 over 3"
"1324","19-Mar-10",2010,"64","Midwest",10,"Georgia Tech","ACC",64,7,"Oklahoma St.","B12",59,"",3,5,"10 over 7"
"1325","21-Mar-93",1993,"32","Midwest",4,"Louisville","ACC",78,5,"Oklahoma St.","B12",63,"",-1,15,"4 over 5"
"1326","21-Mar-13",2013,"64","Midwest",12,"Oregon","P12",68,5,"Oklahoma St.","B12",55,"",7,13,"12 over 5"
"1327","20-Mar-15",2015,"64","West",8,"Oregon","P12",79,9,"Oklahoma St.","B12",73,"",-1,6,"8 over 9"
"1328","1-Apr-95",1995,"4","Final Four",1,"UCLA","P12",74,4,"Oklahoma St.","B12",61,"",-3,13,"1 over 4"
"1329","26-Mar-00",2000,"8","East",5,"Florida","SEC",77,3,"Oklahoma St.","B12",65,"",2,12,"5 over 3"
"1330","17-Mar-11",2011,"64","Southeast",8,"Butler","BE",60,9,"Old Dominion","CUSA",58,"",-1,2,"8 over 9"
"1331","20-Mar-92",1992,"64","East",2,"Kentucky","SEC",88,15,"Old Dominion","CUSA",69,"",-13,19,"2 over 15"
"1332","14-Mar-97",1997,"64","East",3,"New Mexico","MWC",59,14,"Old Dominion","CUSA",55,"",-11,4,"3 over 14"
"1333","20-Mar-10",2010,"32","South",3,"Baylor","B12",76,11,"Old Dominion","CUSA",68,"",-8,8,"3 over 11"
"1334","14-Mar-85",1985,"64","East",5,"SMU","Amer",85,12,"Old Dominion","CUSA",68,"",-7,17,"5 over 12"
"1335","15-Mar-86",1986,"32","East",1,"Duke","ACC",89,8,"Old Dominion","CUSA",61,"",-7,28,"1 over 8"
"1336","15-Mar-07",2007,"64","Midwest",5,"Butler","BE",57,12,"Old Dominion","CUSA",46,"",-7,11,"5 over 12"
"1337","19-Mar-95",1995,"32","East",6,"Tulsa","Amer",64,14,"Old Dominion","CUSA",52,"",-8,12,"6 over 14"
"1338","18-Mar-05",2005,"64","South",5,"Michigan St.","B10",89,12,"Old Dominion","CUSA",81,"",-7,8,"5 over 12"
"1339","15-Mar-07",2007,"64","East",3,"Washington St.","P12",70,14,"Oral Roberts","Sum",54,"",-11,16,"3 over 14"
"1340","17-Mar-06",2006,"64","West",1,"Memphis","Amer",94,16,"Oral Roberts","Sum",78,"",-15,16,"1 over 16"
"1341","20-Mar-08",2008,"64","South",4,"Pittsburgh","ACC",82,13,"Oral Roberts","Sum",63,"",-9,19,"4 over 13"
"1342","25-Mar-07",2007,"8","Midwest",1,"Florida","SEC",85,3,"Oregon","P12",77,"",-2,8,"1 over 3"
"1343","17-Mar-00",2000,"64","East",10,"Seton Hall","BE",72,7,"Oregon","P12",71,"1 OT",3,1,"10 over 7"
"1344","22-Mar-15",2015,"32","West",1,"Wisconsin","B10",72,8,"Oregon","P12",65,"",-7,7,"1 over 8"
"1345","1-Apr-17",2017,"4","",1,"North Carolina","ACC",77,3,"Oregon","P12",76,"",-2,1,"1 over 3"
"1346","26-Mar-16",2016,"8","West",2,"Oklahoma","B12",80,1,"Oregon","P12",68,"",1,12,"2 over 1"
"1347","21-Mar-03",2003,"64","Midwest",9,"Utah","P12",60,8,"Oregon","P12",58,"",1,2,"9 over 8"
"1348","21-Mar-08",2008,"64","South",8,"Mississippi St.","SEC",76,9,"Oregon","P12",69,"",-1,7,"8 over 9"
"1349","22-Mar-14",2014,"32","West",2,"Wisconsin","B10",85,7,"Oregon","P12",77,"",-5,8,"2 over 7"
"1350","29-Mar-13",2013,"16","Midwest",1,"Louisville","ACC",77,12,"Oregon","P12",69,"",-11,8,"1 over 12"
"1351","24-Mar-02",2002,"8","Midwest",1,"Kansas","B12",104,2,"Oregon","P12",86,"",-1,18,"1 over 2"
"1352","16-Mar-95",1995,"64","West",11,"Texas","B12",90,6,"Oregon","P12",73,"",5,17,"11 over 6"
"1353","14-Mar-85",1985,"64","Southeast",7,"Notre Dame","ACC",79,10,"Oregon St.","P12",70,"",-3,9,"7 over 10"
"1354","18-Mar-16",2016,"64","West",10,"VCU","A10",75,7,"Oregon St.","P12",67,"",3,8,"10 over 7"
"1355","17-Mar-89",1989,"64","West",11,"Evansville","MVC",94,6,"Oregon St.","P12",90,"1 OT",5,4,"11 over 6"
"1356","15-Mar-90",1990,"64","West",12,"Ball St.","MAC",54,5,"Oregon St.","P12",53,"",7,1,"12 over 5"
"1357","17-Mar-88",1988,"64","Southeast",5,"Louisville","ACC",70,12,"Oregon St.","P12",61,"",-7,9,"5 over 12"
"1358","16-Mar-06",2006,"64","Midwest",4,"Boston College","ACC",88,13,"Pacific","WCC",76,"2 OT",-9,12,"4 over 13"
"1359","19-Mar-05",2005,"32","West",1,"Washington","P12",97,8,"Pacific","WCC",79,"",-7,18,"1 over 8"
"1360","22-Mar-13",2013,"64","East",2,"Miami FL","ACC",78,15,"Pacific","WCC",49,"",-13,29,"2 over 15"
"1361","21-Mar-04",2004,"32","Midwest",4,"Kansas","B12",78,12,"Pacific","WCC",63,"",-8,15,"4 over 12"
"1362","13-Mar-97",1997,"64","West",4,"Saint Joseph's","A10",75,13,"Pacific","WCC",65,"",-9,10,"4 over 13"
"1363","15-Mar-85",1985,"64","Midwest",2,"Memphis","Amer",67,15,"Penn","Ivy",55,"",-13,12,"2 over 15"
"1364","15-Mar-07",2007,"64","South",3,"Texas A&M","SEC",68,14,"Penn","Ivy",52,"",-11,16,"3 over 14"
"1365","16-Mar-95",1995,"64","East",5,"Alabama","SEC",91,12,"Penn","Ivy",85,"1 OT",-7,6,"5 over 12"
"1366","19-Mar-94",1994,"32","East",3,"Florida","SEC",70,11,"Penn","Ivy",58,"",-8,12,"3 over 11"
"1367","11-Mar-99",1999,"64","West",6,"Florida","SEC",75,11,"Penn","Ivy",61,"",-5,14,"6 over 11"
"1368","17-Mar-05",2005,"64","Midwest",4,"Boston College","ACC",85,13,"Penn","Ivy",65,"",-9,20,"4 over 13"
"1369","17-Mar-00",2000,"64","East",4,"Illinois","B10",68,13,"Penn","Ivy",58,"",-9,10,"4 over 13"
"1370","19-Mar-93",1993,"64","East",3,"Massachusetts","A10",54,14,"Penn","Ivy",50,"",-11,4,"3 over 14"
"1371","17-Mar-06",2006,"64","South",2,"Texas","B12",60,15,"Penn","Ivy",52,"",-13,8,"2 over 15"
"1372","21-Mar-03",2003,"64","East",6,"Oklahoma St.","B12",77,11,"Penn","Ivy",63,"",-5,14,"6 over 11"
"1373","15-Mar-02",2002,"64","South",6,"California","P12",82,11,"Penn","Ivy",75,"",-5,7,"6 over 11"
"1374","12-Mar-87",1987,"64","East",1,"North Carolina","ACC",113,16,"Penn","Ivy",82,"",-15,31,"1 over 16"
"1375","17-Mar-91",1991,"32","East",12,"Eastern Michigan","MAC",71,13,"Penn St.","B10",68,"1 OT",-1,3,"12 over 13"
"1376","17-Mar-11",2011,"64","West",7,"Temple","Amer",66,10,"Penn St.","B10",64,"",-3,2,"7 over 10"
"1377","14-Mar-96",1996,"64","East",12,"Arkansas","SEC",86,5,"Penn St.","B10",80,"",7,6,"12 over 5"
"1378","23-Mar-01",2001,"16","South",11,"Temple","Amer",84,7,"Penn St.","B10",72,"",4,12,"11 over 7"
"1379","14-Mar-91",1991,"64","West",3,"Seton Hall","BE",71,14,"Pepperdine","WCC",51,"",-11,20,"3 over 14"
"1380","15-Mar-85",1985,"64","Midwest",3,"Duke","ACC",75,14,"Pepperdine","WCC",62,"",-11,13,"3 over 14"
"1381","19-Mar-92",1992,"64","Midwest",6,"Memphis","Amer",80,11,"Pepperdine","WCC",70,"",-5,10,"6 over 11"
"1382","14-Mar-02",2002,"64","Midwest",7,"Wake Forest","ACC",83,10,"Pepperdine","WCC",74,"",-3,9,"7 over 10"
"1383","19-Mar-00",2000,"32","East",3,"Oklahoma St.","B12",75,11,"Pepperdine","WCC",67,"",-8,8,"3 over 11"
"1384","14-Mar-86",1986,"64","West",5,"Maryland","B10",69,12,"Pepperdine","WCC",64,"",-7,5,"5 over 12"
"1385","17-Mar-94",1994,"64","Midwest",3,"Michigan","B10",78,14,"Pepperdine","WCC",74,"1 OT",-11,4,"3 over 14"
"1386","21-Mar-10",2010,"32","West",6,"Xavier","BE",71,3,"Pittsburgh","ACC",68,"",3,3,"6 over 3"
"1387","19-Mar-06",2006,"32","West",13,"Bradley","MVC",72,5,"Pittsburgh","ACC",66,"",8,6,"13 over 5"
"1388","18-Mar-16",2016,"64","East",7,"Wisconsin","B10",47,10,"Pittsburgh","ACC",43,"",-3,4,"7 over 10"
"1389","19-Mar-93",1993,"64","Southeast",8,"Utah","P12",86,9,"Pittsburgh","ACC",85,"",-1,1,"8 over 9"
"1390","16-Mar-91",1991,"32","Southeast",3,"Kansas","B12",77,6,"Pittsburgh","ACC",66,"",-3,11,"3 over 6"
"1391","22-Mar-14",2014,"32","South",1,"Florida","SEC",61,9,"Pittsburgh","ACC",45,"",-8,16,"1 over 9"
"1392","21-Mar-02",2002,"16","South",10,"Kent St.","MAC",78,3,"Pittsburgh","ACC",73,"",7,5,"10 over 3"
"1393","28-Mar-09",2009,"8","East",3,"Villanova","BE",78,1,"Pittsburgh","ACC",76,"",2,2,"3 over 1"
"1394","22-Mar-07",2007,"16","West",2,"UCLA","P12",64,3,"Pittsburgh","ACC",55,"",-1,9,"2 over 3"
"1395","27-Mar-03",2003,"16","Midwest",3,"Marquette","BE",77,2,"Pittsburgh","ACC",74,"",1,3,"3 over 2"
"1396","17-Mar-05",2005,"64","West",8,"Pacific","WCC",79,9,"Pittsburgh","ACC",71,"",-1,8,"8 over 9"
"1397","14-Mar-85",1985,"64","Midwest",5,"Louisiana Tech","CUSA",78,12,"Pittsburgh","ACC",54,"",-7,24,"5 over 12"
"1398","19-Mar-11",2011,"32","Southeast",8,"Butler","BE",71,1,"Pittsburgh","ACC",70,"",7,1,"8 over 1"
"1399","15-Mar-87",1987,"32","West",6,"Oklahoma","B12",96,3,"Pittsburgh","ACC",93,"",3,3,"6 over 3"
"1400","21-Mar-13",2013,"64","West",9,"Wichita St.","MVC",73,8,"Pittsburgh","ACC",55,"",1,18,"9 over 8"
"1401","16-Mar-89",1989,"64","Midwest",9,"Ball St.","MAC",68,8,"Pittsburgh","ACC",64,"",1,4,"9 over 8"
"1402","25-Mar-04",2004,"16","East",2,"Oklahoma St.","B12",63,3,"Pittsburgh","ACC",51,"",-1,12,"2 over 3"
"1403","22-Mar-08",2008,"32","South",5,"Michigan St.","B10",65,4,"Pittsburgh","ACC",54,"",1,11,"5 over 4"
"1404","20-Mar-88",1988,"32","Midwest",7,"Vanderbilt","SEC",80,2,"Pittsburgh","ACC",74,"1 OT",5,6,"7 over 2"
"1405","15-Mar-96",1996,"64","Midwest",3,"Villanova","BE",92,14,"Portland","WCC",58,"",-11,34,"3 over 14"
"1406","20-Mar-09",2009,"64","East",4,"Xavier","BE",77,13,"Portland St.","BSky",59,"",-9,18,"4 over 13"
"1407","20-Mar-08",2008,"64","Midwest",1,"Kansas","B12",85,16,"Portland St.","BSky",61,"",-15,24,"1 over 16"
"1408","13-Mar-98",1998,"64","Midwest",1,"Kansas","B12",110,16,"Prairie View",NA,52,"",-15,58,"1 over 16"
"1409","13-Mar-97",1997,"64","East",5,"California","P12",55,12,"Princeton","Ivy",52,"",-7,3,"5 over 12"
"1410","15-Mar-90",1990,"64","Midwest",4,"Arkansas","SEC",68,13,"Princeton","Ivy",64,"",-9,4,"4 over 13"
"1411","16-Mar-01",2001,"64","South",2,"North Carolina","ACC",70,15,"Princeton","Ivy",48,"",-13,22,"2 over 15"
"1412","18-Mar-04",2004,"64","South",3,"Texas","B12",66,14,"Princeton","Ivy",49,"",-11,17,"3 over 14"
"1413","16-Mar-96",1996,"32","Southeast",5,"Mississippi St.","SEC",63,13,"Princeton","Ivy",41,"",-8,22,"5 over 13"
"1414","17-Mar-11",2011,"64","East",4,"Kentucky","SEC",59,13,"Princeton","Ivy",57,"",-9,2,"4 over 13"
"1415","17-Mar-89",1989,"64","East",1,"Georgetown","BE",50,16,"Princeton","Ivy",49,"",-15,1,"1 over 16"
"1416","15-Mar-91",1991,"64","East",9,"Villanova","BE",50,8,"Princeton","Ivy",48,"",1,2,"9 over 8"
"1417","20-Mar-92",1992,"64","East",6,"Syracuse","ACC",51,11,"Princeton","Ivy",43,"",-5,8,"6 over 11"
"1418","16-Mar-17",2017,"64","West",5,"Notre Dame","ACC",60,12,"Princeton","Ivy",58,"",-7,2,"5 over 12"
"1419","14-Mar-98",1998,"32","East",4,"Michigan St.","B10",63,5,"Princeton","Ivy",56,"",-1,7,"4 over 5"
