"","Date","Year","Round","Region","wSeed","Winner","WConf","WScore","LSeed","Loser","LConf","LScore","OT","SeD","ScD","Upset"
"1000","22-Mar-12",2012,"16","West",4,"Louisville","ACC",57,1,"Michigan St.","B10",44,"",3,13,"4 over 1"
"1001","20-Mar-94",1994,"32","Southeast",2,"Duke","ACC",85,7,"Michigan St.","B10",74,"",-5,11,"2 over 7"
"1002","18-Mar-89",1989,"32","Southeast",5,"Virginia","ACC",104,13,"Middle Tennessee","CUSA",88,"",-8,16,"5 over 13"
"1003","20-Mar-16",2016,"32","Midwest",10,"Syracuse","ACC",75,15,"Middle Tennessee","CUSA",50,"",-5,25,"10 over 15"
"1004","19-Mar-13",2013,"Play-in","Midwest",11,"Saint Mary's","WCC",67,11,"Middle Tennessee","CUSA",54,"",0,13,"11 over 11"
"1005","14-Mar-85",1985,"64","Southeast",2,"North Carolina","ACC",76,15,"Middle Tennessee","CUSA",57,"",-13,19,"2 over 15"
"1006","12-Mar-87",1987,"64","East",5,"Notre Dame","ACC",84,12,"Middle Tennessee","CUSA",71,"",-7,13,"5 over 12"
"1007","18-Mar-17",2017,"32","South",4,"Butler","BE",74,12,"Middle Tennessee","CUSA",65,"",-8,9,"4 over 12"
"1008","20-Mar-03",2003,"64","West",5,"Notre Dame","ACC",70,12,"Milwaukee","Horz",69,"",-7,1,"5 over 12"
"1009","18-Mar-06",2006,"32","Midwest",3,"Florida","SEC",82,11,"Milwaukee","Horz",60,"",-8,22,"3 over 11"
"1010","24-Mar-05",2005,"16","Midwest",1,"Illinois","B10",77,12,"Milwaukee","Horz",63,"",-11,14,"1 over 12"
"1011","20-Mar-14",2014,"64","East",2,"Villanova","BE",73,15,"Milwaukee","Horz",53,"",-13,20,"2 over 15"
"1012","19-Mar-09",2009,"64","East",7,"Texas","B12",76,10,"Minnesota","B10",62,"",-3,14,"7 over 10"
"1013","16-Mar-95",1995,"64","East",9,"Saint Louis","A10",64,8,"Minnesota","B10",61,"1 OT",1,3,"9 over 8"
"1014","16-Mar-17",2017,"64","South",12,"Middle Tennessee","CUSA",81,5,"Minnesota","B10",72,"",7,9,"12 over 5"
"1015","18-Mar-05",2005,"64","East",9,"Iowa St.","B12",64,8,"Minnesota","B10",53,"",1,11,"9 over 8"
"1016","20-Mar-94",1994,"32","West",3,"Louisville","ACC",60,6,"Minnesota","B10",55,"",-3,5,"3 over 6"
"1017","29-Mar-97",1997,"4","Final Four",1,"Kentucky","SEC",78,1,"Minnesota","B10",69,"",0,9,"1 over 1"
"1018","24-Mar-13",2013,"32","South",3,"Florida","SEC",78,11,"Minnesota","B10",64,"",-8,14,"3 over 11"
"1019","24-Mar-89",1989,"16","East",2,"Duke","ACC",87,11,"Minnesota","B10",70,"",-9,17,"2 over 11"
"1020","19-Mar-10",2010,"64","West",6,"Xavier","BE",65,11,"Minnesota","B10",54,"",-5,11,"6 over 11"
"1021","25-Mar-90",1990,"8","Southeast",4,"Georgia Tech","ACC",93,6,"Minnesota","B10",91,"",-2,2,"4 over 6"
"1022","11-Mar-99",1999,"64","West",10,"Gonzaga","WCC",75,7,"Minnesota","B10",63,"",3,12,"10 over 7"
"1023","13-Mar-98",1998,"64","Midwest",13,"Valparaiso","Horz",70,4,"Mississippi","SEC",69,"",9,1,"13 over 4"
"1024","24-Mar-13",2013,"32","West",13,"La Salle","A10",76,12,"Mississippi","SEC",74,"",1,2,"13 over 12"
"1025","19-Mar-15",2015,"64","West",6,"Xavier","BE",76,11,"Mississippi","SEC",57,"",-5,19,"6 over 11"
"1026","14-Mar-97",1997,"64","Midwest",9,"Temple","Amer",62,8,"Mississippi","SEC",40,"",1,22,"9 over 8"
"1027","15-Mar-02",2002,"64","West",8,"UCLA","P12",80,9,"Mississippi","SEC",58,"",-1,22,"8 over 9"
"1028","14-Mar-99",1999,"32","Midwest",1,"Michigan St.","B10",74,9,"Mississippi","SEC",66,"",-8,8,"1 over 9"
"1029","23-Mar-01",2001,"16","Midwest",2,"Arizona","P12",66,3,"Mississippi","SEC",56,"",-1,10,"2 over 3"
"1030","17-Mar-02",2002,"32","Midwest",6,"Texas","B12",68,3,"Mississippi St.","SEC",64,"",3,4,"6 over 3"
"1031","30-Mar-96",1996,"4","Final Four",4,"Syracuse","ACC",77,5,"Mississippi St.","SEC",69,"",-1,8,"4 over 5"
"1032","20-Mar-05",2005,"32","South",1,"Duke","ACC",63,9,"Mississippi St.","SEC",55,"",-8,8,"1 over 9"
"1033","23-Mar-95",1995,"16","West",1,"UCLA","P12",86,5,"Mississippi St.","SEC",67,"",-4,19,"1 over 5"
"1034","23-Mar-08",2008,"32","South",1,"Memphis","Amer",77,8,"Mississippi St.","SEC",74,"",-7,3,"1 over 8"
"1035","21-Mar-04",2004,"32","South",7,"Xavier","BE",89,2,"Mississippi St.","SEC",74,"",5,15,"7 over 2"
"1036","19-Mar-09",2009,"64","West",4,"Washington","P12",71,13,"Mississippi St.","SEC",58,"",-9,13,"4 over 13"
"1037","21-Mar-03",2003,"64","East",12,"Butler","BE",47,5,"Mississippi St.","SEC",46,"",7,1,"12 over 5"
"1038","15-Mar-91",1991,"64","East",12,"Eastern Michigan","MAC",76,5,"Mississippi St.","SEC",56,"",7,20,"12 over 5"
"1039","20-Mar-08",2008,"64","West",1,"UCLA","P12",70,16,"Mississippi Valley",NA,29,"",-15,41,"1 over 16"
"1040","13-Mar-12",2012,"Play-in","South",16,"Western Kentucky","CUSA",59,16,"Mississippi Valley",NA,58,"",0,1,"16 over 16"
"1041","19-Mar-92",1992,"64","Southeast",1,"Ohio St.","B10",83,16,"Mississippi Valley",NA,56,"",-15,27,"1 over 16"
"1042","15-Mar-96",1996,"64","East",2,"Georgetown","BE",93,15,"Mississippi Valley",NA,56,"",-13,37,"2 over 15"
"1043","13-Mar-86",1986,"64","East",1,"Duke","ACC",85,16,"Mississippi Valley",NA,78,"",-15,7,"1 over 16"
"1044","12-Mar-87",1987,"64","Midwest",13,"Xavier","BE",70,4,"Missouri","SEC",69,"",9,1,"13 over 4"
"1045","17-Mar-00",2000,"64","South",8,"North Carolina","ACC",84,9,"Missouri","SEC",70,"",-1,14,"8 over 9"
"1046","21-Mar-92",1992,"32","East",4,"Seton Hall","BE",88,5,"Missouri","SEC",71,"",-1,17,"4 over 5"
"1047","17-Mar-88",1988,"64","East",11,"Rhode Island","A10",87,6,"Missouri","SEC",80,"",5,7,"11 over 6"
"1048","22-Mar-03",2003,"32","Midwest",3,"Marquette","BE",101,6,"Missouri","SEC",92,"1 OT",-3,9,"3 over 6"
"1049","23-Mar-02",2002,"8","West",2,"Oklahoma","B12",81,12,"Missouri","SEC",75,"",-10,6,"2 over 12"
"1050","13-Mar-86",1986,"64","West",6,"UAB","CUSA",66,11,"Missouri","SEC",64,"",-5,2,"6 over 11"
"1051","16-Mar-12",2012,"64","West",15,"Norfolk St.","MEAC",86,2,"Missouri","SEC",84,"",13,2,"15 over 2"
"1052","11-Mar-99",1999,"64","West",9,"New Mexico","MWC",61,8,"Missouri","SEC",59,"",1,2,"9 over 8"
"1053","21-Mar-10",2010,"32","East",2,"West Virginia","B12",68,10,"Missouri","SEC",59,"",-8,9,"2 over 10"
"1054","26-Mar-94",1994,"8","West",2,"Arizona","P12",92,1,"Missouri","SEC",72,"",1,20,"2 over 1"
"1055","17-Mar-11",2011,"64","West",6,"Cincinnati","Amer",78,11,"Missouri","SEC",63,"",-5,15,"6 over 11"
"1056","16-Mar-90",1990,"64","Southeast",14,"Northern Iowa","MVC",74,3,"Missouri","SEC",71,"",11,3,"14 over 3"
"1057","17-Mar-01",2001,"32","East",1,"Duke","ACC",94,9,"Missouri","SEC",81,"",-8,13,"1 over 9"
"1058","19-Mar-95",1995,"32","West",1,"UCLA","P12",75,8,"Missouri","SEC",74,"",-7,1,"1 over 8"
"1059","24-Mar-89",1989,"16","Midwest",2,"Syracuse","ACC",83,3,"Missouri","SEC",80,"",-1,3,"2 over 3"
"1060","21-Mar-13",2013,"64","Midwest",8,"Colorado St.","MWC",84,9,"Missouri","SEC",72,"",-1,12,"8 over 9"
"1061","28-Mar-09",2009,"8","West",1,"Connecticut","Amer",82,3,"Missouri","SEC",75,"",-2,7,"1 over 3"
"1062","18-Mar-93",1993,"64","West",7,"Temple","Amer",75,10,"Missouri","SEC",61,"",-3,14,"7 over 10"
"1063","19-Mar-99",1999,"16","East",1,"Duke","ACC",78,12,"Missouri St.","MVC",61,"",-11,17,"1 over 12"
"1064","20-Mar-92",1992,"64","Midwest",5,"Michigan St.","B10",61,12,"Missouri St.","MVC",54,"",-7,7,"5 over 12"
"1065","15-Mar-90",1990,"64","Midwest",8,"North Carolina","ACC",83,9,"Missouri St.","MVC",70,"",-1,13,"8 over 9"
"1066","15-Mar-87",1987,"32","Southeast",5,"Kansas","B12",67,13,"Missouri St.","MVC",63,"",-8,4,"5 over 13"
"1067","18-Mar-88",1988,"64","West",4,"UNLV","MWC",54,13,"Missouri St.","MVC",50,"",-9,4,"4 over 13"
"1068","17-Mar-89",1989,"64","West",3,"Seton Hall","BE",60,14,"Missouri St.","MVC",51,"",-11,9,"3 over 14"
"1069","15-Mar-01",2001,"64","East",1,"Duke","ACC",95,16,"Monmouth","MAAC",52,"",-15,43,"1 over 16"
"1070","17-Mar-06",2006,"64","Midwest",1,"Villanova","BE",58,16,"Monmouth","MAAC",45,"",-15,13,"1 over 16"
"1071","19-Mar-04",2004,"64","South",2,"Mississippi St.","SEC",85,15,"Monmouth","MAAC",52,"",-13,33,"2 over 15"
"1072","14-Mar-96",1996,"64","East",4,"Marquette","BE",68,13,"Monmouth","MAAC",44,"",-9,24,"4 over 13"
"1073","13-Mar-97",1997,"64","West",1,"Kentucky","SEC",92,16,"Montana","BSky",54,"",-15,38,"1 over 16"
"1074","18-Mar-10",2010,"64","East",3,"New Mexico","MWC",62,14,"Montana","BSky",57,"",-11,5,"3 over 14"
"1075","17-Mar-05",2005,"64","West",1,"Washington","P12",88,16,"Montana","BSky",77,"",-15,11,"1 over 16"
"1076","14-Mar-02",2002,"64","Midwest",2,"Oregon","P12",81,15,"Montana","BSky",62,"",-13,19,"2 over 15"
"1077","15-Mar-12",2012,"64","East",4,"Wisconsin","B10",73,13,"Montana","BSky",49,"",-9,24,"4 over 13"
"1078","19-Mar-92",1992,"64","West",3,"Florida St.","ACC",78,14,"Montana","BSky",68,"",-11,10,"3 over 14"
"1079","15-Mar-91",1991,"64","West",1,"UNLV","MWC",99,16,"Montana","BSky",65,"",-15,34,"1 over 16"
"1080","21-Mar-13",2013,"64","East",4,"Syracuse","ACC",81,13,"Montana","BSky",34,"",-9,47,"4 over 13"
"1081","18-Mar-06",2006,"32","Midwest",4,"Boston College","ACC",69,12,"Montana","BSky",56,"",-8,13,"4 over 12"
"1082","14-Mar-86",1986,"64","West",1,"St. John's","BE",83,16,"Montana St.","BSky",74,"",-15,9,"1 over 16"
"1083","14-Mar-96",1996,"64","West",4,"Syracuse","ACC",88,13,"Montana St.","BSky",55,"",-9,33,"4 over 13"
"1084","20-Mar-09",2009,"64","Midwest",1,"Louisville","ACC",74,16,"Morehead St.","OVC",54,"",-15,20,"1 over 16"
"1085","19-Mar-11",2011,"32","Southwest",12,"Richmond","A10",65,13,"Morehead St.","OVC",48,"",-1,17,"12 over 13"
"1086","19-Mar-10",2010,"64","East",2,"West Virginia","B12",77,15,"Morgan St.","MEAC",50,"",-13,27,"2 over 15"
"1087","19-Mar-09",2009,"64","South",2,"Oklahoma","B12",82,15,"Morgan St.","MEAC",54,"",-13,28,"2 over 15"
"1088","21-Mar-08",2008,"64","East",1,"North Carolina","ACC",113,16,"Mount St. Mary's","NEC",74,"",-15,39,"1 over 16"
"1089","12-Mar-99",1999,"64","Midwest",1,"Michigan St.","B10",76,16,"Mount St. Mary's","NEC",53,"",-15,23,"1 over 16"
"1090","16-Mar-95",1995,"64","Southeast",1,"Kentucky","SEC",113,16,"Mount St. Mary's","NEC",67,"",-15,46,"1 over 16"
"1091","16-Mar-17",2017,"64","East",1,"Villanova","BE",76,16,"Mount St. Mary's","NEC",56,"",-15,20,"1 over 16"
"1092","18-Mar-14",2014,"Play-in","South",16,"Albany","AE",71,16,"Mount St. Mary's","NEC",64,"",0,7,"16 over 16"
"1093","14-Mar-97",1997,"64","Southeast",2,"Duke","ACC",81,15,"Murray St.","OVC",78,"",-13,3,"2 over 15"
"1094","17-Mar-12",2012,"32","West",3,"Marquette","BE",62,6,"Murray St.","OVC",53,"",-3,9,"3 over 6"
"1095","20-Mar-10",2010,"32","West",5,"Butler","BE",54,13,"Murray St.","OVC",52,"",-8,2,"5 over 13"
"1096","11-Mar-99",1999,"64","South",4,"Ohio St.","B10",72,13,"Murray St.","OVC",58,"",-9,14,"4 over 13"
"1097","17-Mar-06",2006,"64","East",3,"North Carolina","ACC",69,14,"Murray St.","OVC",65,"",-11,4,"3 over 14"
"1098","20-Mar-88",1988,"32","Midwest",6,"Kansas","B12",61,14,"Murray St.","OVC",58,"",-8,3,"6 over 14"
"1099","19-Mar-04",2004,"64","South",5,"Illinois","B10",72,12,"Murray St.","OVC",53,"",-7,19,"5 over 12"
"1100","19-Mar-92",1992,"64","Midwest",3,"Arkansas","SEC",80,14,"Murray St.","OVC",69,"",-11,11,"3 over 14"
"1101","15-Mar-02",2002,"64","East",3,"Georgia","SEC",85,14,"Murray St.","OVC",68,"",-11,17,"3 over 14"
"1102","15-Mar-90",1990,"64","Southeast",1,"Michigan St.","B10",75,16,"Murray St.","OVC",71,"1 OT",-15,4,"1 over 16"
"1103","13-Mar-98",1998,"64","Midwest",8,"Rhode Island","A10",97,9,"Murray St.","OVC",74,"",-1,23,"8 over 9"
"1104","17-Mar-95",1995,"64","Southeast",2,"North Carolina","ACC",80,15,"Murray St.","OVC",70,"",-13,10,"2 over 15"
"1105","15-Mar-91",1991,"64","Southeast",4,"Alabama","SEC",89,13,"Murray St.","OVC",79,"",-9,10,"4 over 13"
"1106","14-Mar-97",1997,"64","West",2,"Utah","P12",75,15,"Navy","Pat",61,"",-13,14,"2 over 15"
"1107","12-Mar-98",1998,"64","East",1,"North Carolina","ACC",88,16,"Navy","Pat",52,"",-15,36,"1 over 16"
"1108","23-Mar-86",1986,"8","East",1,"Duke","ACC",71,7,"Navy","Pat",50,"",-6,21,"1 over 7"
"1109","17-Mar-85",1985,"32","Southeast",5,"Maryland","B10",64,13,"Navy","Pat",59,"",-8,5,"5 over 13"
"1110","17-Mar-94",1994,"64","West",1,"Missouri","SEC",76,16,"Navy","Pat",53,"",-15,23,"1 over 16"
"1111","12-Mar-87",1987,"64","East",9,"Michigan","B10",97,8,"Navy","Pat",82,"",1,15,"9 over 8"
"1112","14-Mar-86",1986,"64","Southeast",8,"Western Kentucky","CUSA",67,9,"Nebraska","B10",59,"",-1,8,"8 over 9"
"1113","19-Mar-93",1993,"64","East",7,"New Mexico St.","WAC",93,10,"Nebraska","B10",79,"",-3,14,"7 over 10"
"1114","19-Mar-92",1992,"64","Southeast",9,"Connecticut","Amer",86,8,"Nebraska","B10",65,"",1,21,"9 over 8"
"1115","14-Mar-91",1991,"64","Midwest",14,"Xavier","BE",89,3,"Nebraska","B10",84,"",11,5,"14 over 3"
"1116","12-Mar-98",1998,"64","West",6,"Arkansas","SEC",74,11,"Nebraska","B10",65,"",-5,9,"6 over 11"
"1117","21-Mar-14",2014,"64","West",6,"Baylor","B12",74,11,"Nebraska","B10",60,"",-5,14,"6 over 11"
"1118","17-Mar-94",1994,"64","East",11,"Penn","Ivy",90,6,"Nebraska","B10",80,"",5,10,"11 over 6"
"1119","19-Mar-05",2005,"32","Midwest",1,"Illinois","B10",71,9,"Nevada","MWC",59,"",-8,12,"1 over 9"
"1120","18-Mar-07",2007,"32","South",2,"Memphis","Amer",78,7,"Nevada","MWC",62,"",-5,16,"2 over 7"
"1121","26-Mar-04",2004,"16","Midwest",3,"Georgia Tech","ACC",72,10,"Nevada","MWC",67,"",-7,5,"3 over 10"
"1122","16-Mar-06",2006,"64","Midwest",12,"Montana","BSky",87,5,"Nevada","MWC",79,"",7,8,"12 over 5"
"1123","16-Mar-17",2017,"64","Midwest",5,"Iowa St.","B12",84,12,"Nevada","MWC",73,"",-7,11,"5 over 12"
"1124","15-Mar-85",1985,"64","West",3,"North Carolina St.","ACC",65,14,"Nevada","MWC",56,"",-11,9,"3 over 14"
"1125","13-Mar-99",1999,"32","West",1,"Connecticut","Amer",78,9,"New Mexico","MWC",56,"",-8,22,"1 over 9"
"1126","17-Mar-12",2012,"32","West",4,"Louisville","ACC",59,5,"New Mexico","MWC",56,"",-1,3,"4 over 5"
"1127","19-Mar-93",1993,"64","West",12,"George Washington","A10",82,5,"New Mexico","MWC",68,"",7,14,"12 over 5"
"1128","18-Mar-94",1994,"64","West",7,"Virginia","ACC",57,10,"New Mexico","MWC",54,"",-3,3,"7 over 10"
"1129","15-Mar-98",1998,"32","South",5,"Syracuse","ACC",56,4,"New Mexico","MWC",46,"",1,10,"5 over 4"
"1130","16-Mar-97",1997,"32","East",6,"Louisville","ACC",64,3,"New Mexico","MWC",63,"",3,1,"6 over 3"
"1131","17-Mar-96",1996,"32","East",2,"Georgetown","BE",73,7,"New Mexico","MWC",62,"",-5,11,"2 over 7"
"1132","14-Mar-91",1991,"64","East",3,"Oklahoma St.","B12",67,14,"New Mexico","MWC",54,"",-11,13,"3 over 14"
"1133","21-Mar-13",2013,"64","West",14,"Harvard","Ivy",68,3,"New Mexico","MWC",62,"",11,6,"14 over 3"
"1134","21-Mar-14",2014,"64","South",10,"Stanford","P12",58,7,"New Mexico","MWC",53,"",3,5,"10 over 7"
"1135","18-Mar-05",2005,"64","East",5,"Villanova","BE",55,12,"New Mexico","MWC",47,"",-7,8,"5 over 12"
"1136","20-Mar-10",2010,"32","East",11,"Washington","P12",82,3,"New Mexico","MWC",64,"",8,18,"11 over 3"
"1137","15-Mar-12",2012,"64","South",4,"Indiana","B10",79,13,"New Mexico St.","WAC",66,"",-9,13,"4 over 13"
"1138","12-Mar-99",1999,"64","Midwest",3,"Kentucky","SEC",82,14,"New Mexico St.","WAC",60,"",-11,22,"3 over 14"
"1139","26-Mar-92",1992,"16","West",1,"UCLA","P12",85,12,"New Mexico St.","WAC",78,"",-11,7,"1 over 12"
"1140","16-Mar-07",2007,"64","East",4,"Texas","B12",79,13,"New Mexico St.","WAC",67,"",-9,12,"4 over 13"
"1141","16-Mar-90",1990,"64","West",11,"Loyola Marymount","WCC",111,6,"New Mexico St.","WAC",92,"",5,19,"11 over 6"
"1142","20-Mar-15",2015,"64","Midwest",2,"Kansas","B12",75,15,"New Mexico St.","WAC",56,"",-13,19,"2 over 15"
"1143","20-Mar-14",2014,"64","West",4,"San Diego St.","MWC",73,13,"New Mexico St.","WAC",69,"1 OT",-9,4,"4 over 13"
"1144","17-Mar-17",2017,"64","East",3,"Baylor","B12",91,14,"New Mexico St.","WAC",73,"",-11,18,"3 over 14"
"1145","18-Mar-94",1994,"64","Midwest",4,"Oklahoma St.","B12",65,13,"New Mexico St.","WAC",55,"",-9,10,"4 over 13"
"1146","21-Mar-93",1993,"32","East",2,"Cincinnati","Amer",92,7,"New Mexico St.","WAC",55,"",-5,37,"2 over 7"
"1147","19-Mar-10",2010,"64","Midwest",5,"Michigan St.","B10",70,12,"New Mexico St.","WAC",67,"",-7,3,"5 over 12"
"1148","14-Mar-91",1991,"64","West",11,"Creighton","BE",64,6,"New Mexico St.","WAC",56,"",5,8,"11 over 6"
"1149","21-Mar-13",2013,"64","Midwest",4,"Saint Louis","A10",64,13,"New Mexico St.","WAC",44,"",-9,20,"4 over 13"
"1150","15-Mar-96",1996,"64","East",6,"North Carolina","ACC",83,11,"New Orleans","Slnd",62,"",-5,21,"6 over 11"
"1151","14-Mar-91",1991,"64","Southeast",3,"Kansas","B12",55,14,"New Orleans","Slnd",49,"",-11,6,"3 over 14"
"1152","19-Mar-93",1993,"64","Midwest",9,"Xavier","BE",73,8,"New Orleans","Slnd",55,"",1,18,"9 over 8"
"1153","14-Mar-87",1987,"32","Southeast",2,"Alabama","SEC",101,7,"New Orleans","Slnd",76,"",-5,25,"2 over 7"
"1154","14-Mar-17",2017,"Play-in","East",16,"Mount St. Mary's","NEC",67,16,"New Orleans","Slnd",66,"",0,1,"16 over 16"
"1155","17-Mar-05",2005,"64","South",3,"Oklahoma","B12",84,14,"Niagara","MAAC",67,"",-11,17,"3 over 14"
"1156","16-Mar-07",2007,"64","West",1,"Kansas","B12",107,16,"Niagara","MAAC",67,"",-15,40,"1 over 16"
"1157","16-Mar-95",1995,"64","Midwest",4,"Virginia","ACC",96,13,"Nicholls St.","Slnd",72,"",-9,24,"4 over 13"
"1158","12-Mar-98",1998,"64","West",1,"Arizona","P12",99,16,"Nicholls St.","Slnd",60,"",-15,39,"1 over 16"
"1159","18-Mar-12",2012,"32","West",7,"Florida","SEC",84,15,"Norfolk St.","MEAC",50,"",-8,34,"7 over 15"
"1160","19-Mar-06",2006,"32","East",11,"George Mason","A10",65,3,"North Carolina","ACC",60,"",8,5,"11 over 3"
"1161","27-Mar-88",1988,"8","West",1,"Arizona","P12",70,2,"North Carolina","ACC",52,"",-1,18,"1 over 2"
"1162","24-Mar-85",1985,"8","Southeast",8,"Villanova","BE",56,2,"North Carolina","ACC",44,"",6,12,"8 over 2"
"1163","21-Mar-87",1987,"8","East",2,"Syracuse","ACC",79,1,"North Carolina","ACC",75,"",1,4,"2 over 1"
"1164","28-Mar-98",1998,"4","Final Four",3,"Utah","P12",65,1,"North Carolina","ACC",59,"",2,6,"3 over 1"
"1165","25-Mar-07",2007,"8","East",2,"Georgetown","BE",96,1,"North Carolina","ACC",84,"1 OT",1,12,"2 over 1"
"1166","26-Mar-15",2015,"16","West",1,"Wisconsin","B10",79,4,"North Carolina","ACC",72,"",-3,7,"1 over 4"
"1167","29-Mar-97",1997,"4","Final Four",4,"Arizona","P12",66,1,"North Carolina","ACC",58,"",3,8,"4 over 1"
"1168","27-Mar-11",2011,"8","East",4,"Kentucky","SEC",76,2,"North Carolina","ACC",69,"",2,7,"4 over 2"
"1169","11-Mar-99",1999,"64","West",14,"Weber St.","BSky",76,3,"North Carolina","ACC",74,"",11,2,"14 over 3"
"1170","30-Mar-91",1991,"4","Final Four",3,"Kansas","B12",79,1,"North Carolina","ACC",73,"",2,6,"3 over 1"
"1171","22-Mar-90",1990,"16","Midwest",4,"Arkansas","SEC",96,8,"North Carolina","ACC",73,"",-4,23,"4 over 8"
"1172","20-Mar-86",1986,"16","West",2,"Louisville","ACC",94,3,"North Carolina","ACC",79,"",-1,15,"2 over 3"
"1173","4-Apr-16",2016,"Champ","",2,"Villanova","BE",77,1,"North Carolina","ACC",74,"",1,3,"2 over 1"
"1174","27-Mar-92",1992,"16","Southeast",1,"Ohio St.","B10",80,4,"North Carolina","ACC",73,"",-3,7,"1 over 4"
"1175","18-Mar-01",2001,"32","South",7,"Penn St.","B10",82,2,"North Carolina","ACC",74,"",5,8,"7 over 2"
"1176","20-Mar-04",2004,"32","South",3,"Texas","B12",78,6,"North Carolina","ACC",75,"",-3,3,"3 over 6"
"1177","5-Apr-08",2008,"4","Final Four",1,"Kansas","B12",84,1,"North Carolina","ACC",66,"",0,18,"1 over 1"
"1178","25-Mar-12",2012,"8","Midwest",2,"Kansas","B12",80,1,"North Carolina","ACC",67,"",1,13,"2 over 1"
"1179","20-Mar-94",1994,"32","East",9,"Boston College","ACC",75,1,"North Carolina","ACC",72,"",8,3,"9 over 1"
"1180","1-Apr-00",2000,"4","Final Four",5,"Florida","SEC",71,8,"North Carolina","ACC",59,"",-3,12,"5 over 8"
"1181","23-Mar-14",2014,"32","East",3,"Iowa St.","B12",85,6,"North Carolina","ACC",83,"",-3,2,"3 over 6"
"1182","23-Mar-89",1989,"16","Southeast",3,"Michigan","B10",92,2,"North Carolina","ACC",87,"",1,5,"3 over 2"
"1183","17-Mar-96",1996,"32","East",3,"Texas Tech","B12",92,6,"North Carolina","ACC",73,"",-3,19,"3 over 6"
"1184","1-Apr-95",1995,"4","Final Four",2,"Arkansas","SEC",75,2,"North Carolina","ACC",68,"",0,7,"2 over 2"
"1185","24-Mar-13",2013,"32","South",1,"Kansas","B12",70,8,"North Carolina","ACC",58,"",-7,12,"1 over 8"
"1186","12-Mar-87",1987,"64","Southeast",2,"Alabama","SEC",88,15,"North Carolina A&T","MEAC",71,"",-13,17,"2 over 15"
"1187","17-Mar-88",1988,"64","East",3,"Syracuse","ACC",69,14,"North Carolina A&T","MEAC",55,"",-11,14,"3 over 14"
"1188","13-Mar-86",1986,"64","Midwest",1,"Kansas","B12",71,16,"North Carolina A&T","MEAC",46,"",-15,25,"1 over 16"
"1189","14-Mar-85",1985,"64","Midwest",1,"Oklahoma","B12",96,16,"North Carolina A&T","MEAC",83,"",-15,13,"1 over 16"
"1190","21-Mar-13",2013,"64","Midwest",1,"Louisville","ACC",79,16,"North Carolina A&T","MEAC",48,"",-15,31,"1 over 16"
"1191","16-Mar-95",1995,"64","East",1,"Wake Forest","ACC",79,16,"North Carolina A&T","MEAC",47,"",-15,32,"1 over 16"
"1192","18-Mar-94",1994,"64","Midwest",1,"Arkansas","SEC",94,16,"North Carolina A&T","MEAC",79,"",-15,15,"1 over 16"
"1193","15-Mar-17",2017,"Play-in","Midwest",16,"UC Davis","BW",67,16,"North Carolina Central","MEAC",63,"",0,4,"16 over 16"
"1194","21-Mar-14",2014,"64","East",3,"Iowa St.","B12",93,14,"North Carolina Central","MEAC",75,"",-11,18,"3 over 14"
"1195","15-Mar-96",1996,"64","Southeast",2,"Cincinnati","Amer",66,15,"North Carolina Greensboro",NA,61,"",-13,5,"2 over 15"
"1196","15-Mar-01",2001,"64","West",1,"Stanford","P12",89,16,"North Carolina Greensboro",NA,60,"",-15,29,"1 over 16"
"1197","22-Mar-13",2013,"64","East",9,"Temple","Amer",76,8,"North Carolina St.","ACC",72,"",1,4,"9 over 8"
"1198","27-Mar-15",2015,"16","East",4,"Louisville","ACC",75,8,"North Carolina St.","ACC",65,"",-4,10,"4 over 8"
"1199","24-Mar-85",1985,"8","West",1,"St. John's","BE",69,3,"North Carolina St.","ACC",60,"",-2,9,"1 over 3"
"1200","19-Mar-06",2006,"32","South",2,"Texas","B12",75,10,"North Carolina St.","ACC",54,"",-8,21,"2 over 10"
"1201","25-Mar-05",2005,"16","East",6,"Wisconsin","B10",65,10,"North Carolina St.","ACC",56,"",-4,9,"6 over 10"
"1202","13-Mar-87",1987,"64","East",6,"Florida","SEC",82,11,"North Carolina St.","ACC",70,"",-5,12,"6 over 11"
"1203","21-Mar-04",2004,"32","West",6,"Vanderbilt","SEC",75,3,"North Carolina St.","ACC",73,"",3,2,"6 over 3"
"1204","20-Mar-03",2003,"64","East",8,"California","P12",76,9,"North Carolina St.","ACC",74,"1 OT",-1,2,"8 over 9"
"1205","23-Mar-12",2012,"16","Midwest",2,"Kansas","B12",60,11,"North Carolina St.","ACC",57,"",-9,3,"2 over 11"
"1206","24-Mar-89",1989,"16","East",1,"Georgetown","BE",69,5,"North Carolina St.","ACC",61,"",-4,8,"1 over 5"
"1207","20-Mar-14",2014,"64","Midwest",5,"Saint Louis","A10",83,12,"North Carolina St.","ACC",80,"1 OT",-7,3,"5 over 12"
"1208","23-Mar-86",1986,"8","Midwest",1,"Kansas","B12",75,6,"North Carolina St.","ACC",67,"",-5,8,"1 over 6"
"1209","17-Mar-02",2002,"32","East",2,"Connecticut","Amer",77,7,"North Carolina St.","ACC",74,"",-5,3,"2 over 7"
"1210","18-Mar-88",1988,"64","Midwest",14,"Murray St.","OVC",78,3,"North Carolina St.","ACC",75,"",11,3,"14 over 3"
