Date,Year,Round,Region,wSeed,Winner,WScore,LSeed,Loser,LScore,OT
21-Mar-96,1996,16,East,1,Massachusetts,79,12,Arkansas,63,
21-Mar-96,1996,16,East,2,Georgetown,98,3,Texas Tech,90,
21-Mar-96,1996,16,Midwest,1,Kentucky,101,4,Utah,70,
21-Mar-96,1996,16,Midwest,2,Wake Forest,60,6,Louisville,59,
22-Mar-96,1996,16,Southeast,2,Cincinnati,87,3,Georgia Tech,70,
20-Mar-88,1988,32,Midwest,7,Vanderbilt,80,2,Pittsburgh,74,1 OT
22-Mar-96,1996,16,West,2,Kansas,83,3,Arizona,80,
22-Mar-96,1996,16,West,4,Syracuse,83,8,Georgia,81,1 OT
23-Mar-96,1996,8,East,1,Massachusetts,86,2,Georgetown,62,
23-Mar-96,1996,8,Midwest,1,Kentucky,83,2,Wake Forest,63,
4-Apr-88,1988,Champ,Championship,6,Kansas,83,1,Oklahoma,79,
16-Mar-89,1989,64,East,11,Minnesota,86,6,Kansas St.,75,
30-Mar-96,1996,4,Final Four,1,Kentucky,81,1,Massachusetts,74,
30-Mar-96,1996,4,Final Four,4,Syracuse,77,5,Mississippi St.,69,
1-Apr-96,1996,Champ,Championship,1,Kentucky,76,4,Syracuse,67,
13-Mar-97,1997,64,East,1,North Carolina,82,16,Fairfield,74,
13-Mar-97,1997,64,East,4,Villanova,101,13,Long Island Brooklyn,91,
13-Mar-97,1997,64,East,5,California,55,12,Princeton,52,
17-Mar-89,1989,64,Midwest,11,Texas,76,6,Georgia Tech,70,
13-Mar-97,1997,64,Midwest,2,UCLA,109,15,Charleston Southern,75,
13-Mar-97,1997,64,Midwest,3,Cincinnati,86,14,Butler,69,
13-Mar-97,1997,64,Midwest,6,Iowa St.,69,11,Illinois St.,57,
13-Mar-97,1997,64,Midwest,7,Xavier,80,10,Vanderbilt,68,
13-Mar-97,1997,64,Southeast,1,Kansas,78,16,Jackson St.,64,
13-Mar-97,1997,64,Southeast,4,Arizona,65,13,South Alabama,57,
13-Mar-97,1997,64,Southeast,8,Purdue,83,9,Rhode Island,76,1 OT
17-Mar-89,1989,64,Southeast,11,South Alabama,86,6,Alabama,84,
13-Mar-97,1997,64,West,1,Kentucky,92,16,Montana,54,
13-Mar-97,1997,64,West,4,Saint Joseph's,75,13,Pacific,65,
13-Mar-97,1997,64,West,5,Boston College,73,12,Valparaiso,66,
13-Mar-97,1997,64,West,8,Iowa,73,9,Virginia,60,
14-Mar-97,1997,64,East,3,New Mexico,59,14,Old Dominion,55,
14-Mar-97,1997,64,East,6,Louisville,65,11,Massachusetts,57,
17-Mar-89,1989,64,West,11,Evansville,94,6,Oregon St.,90,1 OT
16-Mar-90,1990,64,West,11,Loyola Marymount,111,6,New Mexico St.,92,
14-Mar-97,1997,64,Midwest,1,Minnesota,78,16,Texas St.,46,
14-Mar-97,1997,64,Midwest,4,Clemson,68,13,Miami OH,56,
14-Mar-97,1997,64,Midwest,5,Tulsa,81,12,Boston University,52,
18-Mar-90,1990,32,East,7,UCLA,71,2,Kansas,70,
14-Mar-97,1997,64,Southeast,2,Duke,81,15,Murray St.,78,
14-Mar-97,1997,64,Southeast,6,Illinois,90,11,USC,77,
18-Mar-90,1990,32,West,7,Alabama,77,2,Arizona,55,
14-Mar-91,1991,64,Midwest,11,Connecticut,79,6,LSU,62,
14-Mar-97,1997,64,West,2,Utah,75,15,Navy,61,
14-Mar-97,1997,64,West,3,Wake Forest,68,14,Saint Mary's,46,
14-Mar-97,1997,64,West,6,Stanford,80,11,Oklahoma,67,
14-Mar-97,1997,64,West,7,Charlotte,79,10,Georgetown,67,
15-Mar-97,1997,32,East,1,North Carolina,73,9,Colorado,56,
14-Mar-91,1991,64,West,11,Creighton,64,6,New Mexico St.,56,
15-Mar-97,1997,32,Midwest,2,UCLA,96,7,Xavier,83,
21-Mar-92,1992,32,Midwest,7,Georgia Tech,79,2,USC,78,
15-Mar-97,1997,32,Southeast,1,Kansas,75,8,Purdue,61,
15-Mar-97,1997,32,Southeast,4,Arizona,73,12,Charleston Southern,69,
15-Mar-97,1997,32,West,1,Kentucky,75,8,Iowa,69,
15-Mar-97,1997,32,West,4,Saint Joseph's,81,5,Boston College,77,1 OT
29-Mar-92,1992,8,Southeast,6,Michigan,75,1,Ohio St.,71,1 OT
16-Mar-97,1997,32,East,10,Texas,82,15,Coppin St.,81,
16-Mar-97,1997,32,Midwest,1,Minnesota,76,9,Temple,57,
16-Mar-97,1997,32,Midwest,4,Clemson,65,5,Tulsa,59,
18-Mar-93,1993,64,Southeast,11,Tulane,55,6,Kansas St.,53,
20-Mar-93,1993,32,Southeast,7,Western Kentucky,72,2,Seton Hall,68,
16-Mar-97,1997,32,West,2,Utah,77,7,Charlotte,58,
17-Mar-94,1994,64,East,11,Penn,90,6,Nebraska,80,
20-Mar-97,1997,16,Midwest,1,Minnesota,90,4,Clemson,84,2 OT
20-Mar-97,1997,16,Midwest,2,UCLA,74,6,Iowa St.,73,1 OT
20-Mar-97,1997,16,West,1,Kentucky,83,4,Saint Joseph's,68,
20-Mar-97,1997,16,West,2,Utah,82,6,Stanford,77,1 OT
21-Mar-97,1997,16,East,1,North Carolina,73,5,California,67,
21-Mar-97,1997,16,East,6,Louisville,78,10,Texas,63,
16-Mar-95,1995,64,West,11,Texas,90,6,Oregon,73,
21-Mar-97,1997,16,Southeast,10,Providence,71,14,Chattanooga,65,
22-Mar-97,1997,8,Midwest,1,Minnesota,80,2,UCLA,72,
22-Mar-97,1997,8,West,1,Kentucky,72,2,Utah,59,
23-Mar-97,1997,8,East,1,North Carolina,97,6,Louisville,74,
23-Mar-97,1997,8,Southeast,4,Arizona,96,10,Providence,92,1 OT
29-Mar-97,1997,4,Final Four,1,Kentucky,78,1,Minnesota,69,
15-Mar-96,1996,64,Southeast,11,Boston College,64,6,Indiana,51,
12-Mar-98,1998,64,East,11,Washington,69,6,Xavier,68,
12-Mar-98,1998,64,East,1,North Carolina,88,16,Navy,52,
12-Mar-98,1998,64,East,2,Connecticut,93,15,Fairleigh Dickinson,85,
12-Mar-98,1998,64,East,4,Michigan St.,83,13,Eastern Michigan,71,
12-Mar-98,1998,64,East,5,Princeton,69,12,UNLV,57,
12-Mar-98,1998,64,East,7,Indiana,94,10,Oklahoma,87,1 OT
12-Mar-98,1998,64,East,8,Charlotte,77,9,Illinois Chicago,62,
13-Mar-98,1998,64,Midwest,11,Western Michigan,75,6,Clemson,72,
17-Mar-00,2000,64,East,11,Pepperdine,77,6,Indiana,57,
12-Mar-98,1998,64,West,1,Arizona,99,16,Nicholls St.,60,
12-Mar-98,1998,64,West,2,Cincinnati,65,15,Northern Arizona,62,
12-Mar-98,1998,64,West,3,Utah,85,14,San Francisco,68,
12-Mar-98,1998,64,West,4,Maryland,82,13,Utah St.,68,
12-Mar-98,1998,64,West,5,Illinois,64,12,South Alabama,51,
12-Mar-98,1998,64,West,6,Arkansas,74,11,Nebraska,65,
19-Mar-00,2000,32,South,7,Tulsa,69,2,Cincinnati,61,
15-Mar-01,2001,64,West,11,Georgia St.,50,6,Wisconsin,49,1 OT
13-Mar-98,1998,64,Midwest,1,Kansas,110,16,Prairie View,52,
13-Mar-98,1998,64,Midwest,2,Purdue,95,15,Delaware,56,
13-Mar-98,1998,64,Midwest,3,Stanford,67,14,Charleston Southern,57,
13-Mar-98,1998,64,Midwest,8,Rhode Island,97,9,Murray St.,74,
16-Mar-01,2001,64,South,11,Temple,79,6,Texas,65,
18-Mar-01,2001,32,South,7,Penn St.,82,2,North Carolina,74,
14-Mar-02,2002,64,West,11,Wyoming,73,6,Gonzaga,66,
15-Mar-02,2002,64,East,11,Southern Illinois,76,6,Texas Tech,68,
13-Mar-98,1998,64,South,1,Duke,99,16,Radford,63,
13-Mar-98,1998,64,South,2,Kentucky,82,15,South Carolina St.,67,
13-Mar-98,1998,64,South,3,Michigan,80,14,Davidson,61,
13-Mar-98,1998,64,South,4,New Mexico,79,13,Butler,62,
13-Mar-98,1998,64,South,5,Syracuse,63,12,Iona,61,
13-Mar-98,1998,64,South,6,UCLA,65,11,Miami FL,62,
13-Mar-98,1998,64,South,8,Oklahoma St.,74,9,George Washington,59,
20-Mar-03,2003,64,West,11,Central Michigan,79,6,Creighton,73,
14-Mar-98,1998,32,East,1,North Carolina,93,8,Charlotte,83,1 OT
14-Mar-98,1998,32,East,2,Connecticut,78,7,Indiana,68,
14-Mar-98,1998,32,East,4,Michigan St.,63,5,Princeton,56,
14-Mar-98,1998,32,East,11,Washington,87,14,Richmond,66,
14-Mar-98,1998,32,West,1,Arizona,82,9,Illinois St.,49,
14-Mar-98,1998,32,West,3,Utah,75,6,Arkansas,69,
14-Mar-98,1998,32,West,4,Maryland,67,5,Illinois,61,
23-Mar-03,2003,32,South,7,Michigan St.,68,2,Florida,46,
15-Mar-98,1998,32,Midwest,2,Purdue,80,10,Detroit,65,
15-Mar-98,1998,32,Midwest,3,Stanford,83,11,Western Michigan,65,
21-Mar-04,2004,32,South,7,Xavier,89,2,Mississippi St.,74,
17-Mar-05,2005,64,Midwest,11,UAB,82,6,LSU,68,
15-Mar-98,1998,32,South,1,Duke,79,8,Oklahoma St.,73,
15-Mar-98,1998,32,South,2,Kentucky,88,10,Saint Louis,61,
19-Mar-05,2005,32,West,7,West Virginia,111,2,Wake Forest,105,2 OT
16-Mar-06,2006,64,Midwest,11,Milwaukee,82,6,Oklahoma,74,
19-Mar-98,1998,16,East,1,North Carolina,73,4,Michigan St.,58,
19-Mar-98,1998,16,East,2,Connecticut,75,11,Washington,74,
19-Mar-98,1998,16,West,1,Arizona,87,4,Maryland,79,
19-Mar-98,1998,16,West,3,Utah,65,10,West Virginia,62,
17-Mar-06,2006,64,East,11,George Mason,75,6,Michigan St.,65,
20-Mar-98,1998,16,Midwest,8,Rhode Island,74,13,Valparaiso,68,
20-Mar-98,1998,16,South,1,Duke,80,5,Syracuse,67,
20-Mar-98,1998,16,South,2,Kentucky,94,6,UCLA,68,
21-Mar-98,1998,8,East,1,North Carolina,75,2,Connecticut,64,
18-Mar-06,2006,32,East,7,Wichita St.,80,2,Tennessee,73,
22-Mar-98,1998,8,Midwest,3,Stanford,79,8,Rhode Island,77,
19-Mar-06,2006,32,Midwest,7,Georgetown,70,2,Ohio St.,52,
28-Mar-98,1998,4,Final Four,2,Kentucky,86,3,Stanford,85,1 OT
15-Mar-07,2007,64,West,11,VCU,79,6,Duke,77,
30-Mar-98,1998,Champ,Championship,2,Kentucky,78,3,Utah,69,
11-Mar-99,1999,64,South,1,Auburn,80,16,Winthrop,41,
11-Mar-99,1999,64,South,2,Maryland,82,15,Valparaiso,60,
11-Mar-99,1999,64,South,3,St. John's,69,14,Samford,43,
11-Mar-99,1999,64,South,4,Ohio St.,72,13,Murray St.,58,
11-Mar-99,1999,64,South,6,Indiana,108,11,George Washington,88,
16-Mar-07,2007,64,Midwest,11,Winthrop,74,6,Notre Dame,64,
18-Mar-07,2007,32,Midwest,7,UNLV,74,2,Wisconsin,68,
20-Mar-08,2008,64,Midwest,11,Kansas St.,80,6,USC,67,
11-Mar-99,1999,64,West,1,Connecticut,91,16,UTSA,66,
11-Mar-99,1999,64,West,2,Stanford,69,15,Alcorn St.,57,
11-Mar-99,1999,64,West,4,Arkansas,94,13,Siena,80,
11-Mar-99,1999,64,West,5,Iowa,77,12,UAB,64,
11-Mar-99,1999,64,West,6,Florida,75,11,Penn,61,
22-Mar-08,2008,32,West,7,West Virginia,73,2,Duke,67,
20-Mar-09,2009,64,Midwest,11,Dayton,68,6,West Virginia,60,
18-Mar-10,2010,64,East,11,Washington,80,6,Marquette,78,
12-Mar-99,1999,64,East,1,Duke,99,16,Florida A&M,58,
12-Mar-99,1999,64,East,2,Miami FL,75,15,Lafayette,54,
12-Mar-99,1999,64,East,3,Cincinnati,72,14,George Mason,48,
12-Mar-99,1999,64,East,4,Tennessee,62,13,Delaware,52,
12-Mar-99,1999,64,East,6,Temple,61,11,Kent St.,54,
18-Mar-10,2010,64,South,11,Old Dominion,51,6,Notre Dame,50,
17-Mar-11,2011,64,Southeast,11,Gonzaga,86,6,St. John's,71,
18-Mar-11,2011,64,East,11,Marquette,66,6,Xavier,55,
12-Mar-99,1999,64,Midwest,1,Michigan St.,76,16,Mount St. Mary's,53,
12-Mar-99,1999,64,Midwest,2,Utah,80,15,Arkansas St.,58,
12-Mar-99,1999,64,Midwest,3,Kentucky,82,14,New Mexico St.,60,
12-Mar-99,1999,64,Midwest,5,Charlotte,81,12,Rhode Island,70,1 OT
12-Mar-99,1999,64,Midwest,6,Kansas,95,11,Evansville,74,
18-Mar-11,2011,64,Southwest,11,VCU,74,6,Georgetown,56,
15-Mar-12,2012,64,South,11,Colorado,68,6,UNLV,64,
16-Mar-12,2012,64,Midwest,11,North Carolina St.,79,6,San Diego St.,65,
13-Mar-99,1999,32,South,1,Auburn,81,9,Oklahoma St.,74,
13-Mar-99,1999,32,South,2,Maryland,75,10,Creighton,63,
13-Mar-99,1999,32,South,3,St. John's,86,6,Indiana,61,
13-Mar-99,1999,32,South,4,Ohio St.,75,12,Detroit,44,
13-Mar-99,1999,32,West,1,Connecticut,78,9,New Mexico,56,
22-Mar-13,2013,64,South,11,Minnesota,83,6,UCLA,63,
13-Mar-99,1999,32,West,6,Florida,82,14,Weber St.,74,1 OT
20-Mar-14,2014,64,South,11,Dayton,60,6,Ohio St.,59,
14-Mar-99,1999,32,East,1,Duke,97,9,Tulsa,56,
21-Mar-14,2014,64,Midwest,11,Tennessee,86,6,Massachusetts,67,
22-Mar-14,2014,32,East,7,Connecticut,77,2,Villanova,65,
19-Mar-15,2015,64,South,11,UCLA,60,6,SMU,59,
14-Mar-99,1999,32,Midwest,1,Michigan St.,74,9,Mississippi,66,
14-Mar-99,1999,32,Midwest,3,Kentucky,92,6,Kansas,88,1 OT
20-Mar-15,2015,64,East,11,Dayton,66,6,Providence,53,
22-Mar-15,2015,32,East,7,Michigan St.,60,2,Virginia,54,
22-Mar-15,2015,32,Midwest,7,Wichita St.,78,2,Kansas,65,
17-Mar-16,2016,64,Midwest,11,Gonzaga,68,6,Seton Hall,52,
18-Mar-99,1999,16,West,1,Connecticut,78,5,Iowa,68,
17-Mar-16,2016,64,South,11,Wichita St.,65,6,Arizona,55,
19-Mar-99,1999,16,East,1,Duke,78,12,Missouri St.,61,
19-Mar-99,1999,16,East,6,Temple,77,10,Purdue,55,
19-Mar-99,1999,16,Midwest,1,Michigan St.,54,13,Oklahoma,46,
19-Mar-99,1999,16,Midwest,3,Kentucky,58,10,Miami OH,43,
18-Mar-16,2016,64,West,11,Northern Iowa,75,6,Texas,72,
20-Mar-99,1999,8,West,1,Connecticut,67,10,Gonzaga,62,
21-Mar-99,1999,8,East,1,Duke,85,6,Temple,64,
21-Mar-99,1999,8,Midwest,1,Michigan St.,73,3,Kentucky,66,
27-Mar-99,1999,4,Final Four,1,Duke,68,1,Michigan St.,62,
27-Mar-99,1999,4,Final Four,1,Connecticut,64,4,Ohio St.,58,
29-Mar-99,1999,Champ,Championship,1,Connecticut,77,1,Duke,74,
16-Mar-00,2000,64,Midwest,1,Michigan St.,65,16,Valparaiso,38,
16-Mar-00,2000,64,Midwest,2,Iowa St.,88,15,Central Connecticut,78,
16-Mar-00,2000,64,Midwest,3,Maryland,74,14,Iona,59,
16-Mar-00,2000,64,Midwest,4,Syracuse,79,13,Samford,65,
16-Mar-00,2000,64,Midwest,5,Kentucky,85,12,St. Bonaventure,80,2 OT
16-Mar-00,2000,64,Midwest,6,UCLA,65,11,Ball St.,57,
16-Mar-00,2000,64,Midwest,7,Auburn,72,10,Creighton,69,
16-Mar-00,2000,64,Midwest,8,Utah,48,9,Saint Louis,45,
16-Mar-00,2000,64,West,1,Arizona,71,16,Jackson St.,47,
16-Mar-00,2000,64,West,2,St. John's,61,15,Northern Arizona,56,
16-Mar-00,2000,64,West,3,Oklahoma,74,14,Winthrop,60,
16-Mar-00,2000,64,West,4,LSU,64,13,Southeast Missouri St.,61,
16-Mar-00,2000,64,West,5,Texas,77,12,Indiana St.,61,
16-Mar-00,2000,64,West,6,Purdue,62,11,Dayton,61,
16-Mar-00,2000,64,West,8,Wisconsin,66,9,Fresno St.,56,
20-Mar-16,2016,32,East,7,Wisconsin,66,2,Xavier,63,
17-Mar-00,2000,64,East,1,Duke,82,16,Lamar,55,
17-Mar-00,2000,64,East,2,Temple,73,15,Lafayette,47,
17-Mar-00,2000,64,East,3,Oklahoma St.,86,14,Hofstra,66,
17-Mar-00,2000,64,East,4,Illinois,68,13,Penn,58,
17-Mar-00,2000,64,East,5,Florida,69,12,Butler,68,1 OT
17-Mar-00,2000,64,East,8,Kansas,81,9,DePaul,77,1 OT
16-Mar-17,2017,64,West,11,Xavier,76,6,Maryland,65,
17-Mar-17,2017,64,East,11,USC,66,6,SMU,65,
17-Mar-00,2000,64,South,1,Stanford,84,16,South Carolina St.,65,
17-Mar-00,2000,64,South,2,Cincinnati,64,15,UNC Wilmington,47,
17-Mar-00,2000,64,South,3,Ohio St.,87,14,Appalachian St.,61,
17-Mar-00,2000,64,South,4,Tennessee,63,13,Louisiana Lafayette,58,
17-Mar-00,2000,64,South,5,Connecticut,75,12,Utah St.,67,
17-Mar-00,2000,64,South,6,Miami FL,75,11,Arkansas,71,
17-Mar-00,2000,64,South,7,Tulsa,89,10,UNLV,62,
17-Mar-00,2000,64,South,8,North Carolina,84,9,Missouri,70,
18-Mar-00,2000,32,Midwest,1,Michigan St.,73,8,Utah,61,
18-Mar-00,2000,32,Midwest,2,Iowa St.,79,7,Auburn,60,
18-Mar-00,2000,32,Midwest,4,Syracuse,52,5,Kentucky,50,
17-Mar-17,2017,64,Midwest,11,Rhode Island,84,6,Creighton,72,
18-Mar-00,2000,32,West,4,LSU,72,5,Texas,67,
19-Mar-17,2017,32,Midwest,7,Michigan,73,2,Louisville,69,
19-Mar-17,2017,32,East,7,South Carolina,88,2,Duke,81,
20-Mar-86,1986,16,West,8,Auburn,70,4,UNLV,63,
19-Mar-00,2000,32,East,1,Duke,69,8,Kansas,64,
19-Mar-00,2000,32,East,3,Oklahoma St.,75,11,Pepperdine,67,
19-Mar-87,1987,16,Southeast,6,Providence,103,2,Alabama,82,
24-Mar-88,1988,16,Southeast,6,Villanova,80,2,Kentucky,74,
19-Mar-00,2000,32,South,4,Tennessee,65,5,Connecticut,51,
2-Apr-88,1988,4,Final Four,6,Kansas,66,2,Duke,59,
23-Mar-89,1989,16,Southeast,5,Virginia,86,1,Oklahoma,80,
22-Mar-90,1990,16,Midwest,10,Texas,102,6,Xavier,89,
23-Mar-00,2000,16,Midwest,1,Michigan St.,75,4,Syracuse,58,
23-Mar-00,2000,16,Midwest,2,Iowa St.,80,6,UCLA,56,
23-Mar-00,2000,16,West,6,Purdue,75,10,Gonzaga,66,
23-Mar-90,1990,16,Southeast,6,Minnesota,82,2,Syracuse,75,
24-Mar-00,2000,16,East,3,Oklahoma St.,68,10,Seton Hall,66,
23-Mar-90,1990,16,West,11,Loyola Marymount,62,7,Alabama,60,
27-Mar-92,1992,16,Southeast,6,Michigan,75,2,Oklahoma St.,72,
26-Mar-93,1993,16,West,7,Temple,67,3,Vanderbilt,59,
25-Mar-00,2000,8,Midwest,1,Michigan St.,75,2,Iowa St.,64,
25-Mar-94,1994,16,East,9,Boston College,77,5,Indiana,68,
22-Mar-96,1996,16,Southeast,5,Mississippi St.,60,1,Connecticut,55,
18-Mar-99,1999,16,West,10,Gonzaga,73,6,Florida,72,
1-Apr-00,2000,4,Final Four,1,Michigan St.,53,8,Wisconsin,41,
1-Apr-00,2000,4,Final Four,5,Florida,71,8,North Carolina,59,
3-Apr-00,2000,Champ,Championship,1,Michigan St.,89,5,Florida,76,
13-Mar-01,2001,Play-in,Midwest,16,Northwestern St.,71,16,Winthrop,67,
15-Mar-01,2001,64,East,1,Duke,95,16,Monmouth,52,
15-Mar-01,2001,64,East,2,Kentucky,72,15,Holy Cross,68,
15-Mar-01,2001,64,East,3,Boston College,68,14,Southern Utah,65,
15-Mar-01,2001,64,East,4,UCLA,61,13,Hofstra,48,
15-Mar-01,2001,64,East,6,USC,69,11,Oklahoma St.,54,
15-Mar-01,2001,64,East,7,Iowa,69,10,Creighton,56,
23-Mar-00,2000,16,West,8,Wisconsin,61,4,LSU,48,
24-Mar-00,2000,16,East,5,Florida,87,1,Duke,78,
15-Mar-01,2001,64,West,1,Stanford,89,16,North Carolina Greensboro,60,
15-Mar-01,2001,64,West,3,Maryland,83,14,George Mason,80,
15-Mar-01,2001,64,West,5,Cincinnati,84,12,BYU,59,
24-Mar-00,2000,16,South,8,North Carolina,74,4,Tennessee,69,
22-Mar-01,2001,16,East,6,USC,80,2,Kentucky,76,
23-Mar-01,2001,16,South,11,Temple,84,7,Penn St.,72,
21-Mar-02,2002,16,South,5,Indiana,74,1,Duke,73,
21-Mar-02,2002,16,West,12,Missouri,82,8,UCLA,73,
16-Mar-01,2001,64,Midwest,1,Illinois,96,16,Northwestern St.,54,
16-Mar-01,2001,64,Midwest,2,Arizona,101,15,Eastern Illinois,76,
16-Mar-01,2001,64,Midwest,3,Mississippi,72,14,Iona,70,
16-Mar-01,2001,64,Midwest,4,Kansas,99,13,Cal St. Northridge,75,
16-Mar-01,2001,64,Midwest,5,Syracuse,79,12,Hawaii,69,
16-Mar-01,2001,64,Midwest,6,Notre Dame,83,11,Xavier,71,
26-Mar-04,2004,16,South,7,Xavier,79,3,Texas,71,
25-Mar-05,2005,16,South,5,Michigan St.,78,1,Duke,68,
16-Mar-01,2001,64,South,1,Michigan St.,69,16,Alabama St.,35,
16-Mar-01,2001,64,South,2,North Carolina,70,15,Princeton,48,
16-Mar-01,2001,64,South,3,Florida,69,14,Western Kentucky,56,
16-Mar-01,2001,64,South,7,Penn St.,69,10,Providence,59,
24-Mar-06,2006,16,East,11,George Mason,63,7,Wichita St.,55,
25-Mar-10,2010,16,West,5,Butler,63,1,Syracuse,59,
26-Mar-10,2010,16,Midwest,6,Tennessee,76,2,Ohio St.,73,
24-Mar-11,2011,16,Southeast,8,Butler,61,4,Wisconsin,54,
17-Mar-01,2001,32,East,1,Duke,94,9,Missouri,81,
17-Mar-01,2001,32,East,2,Kentucky,92,7,Iowa,79,
17-Mar-01,2001,32,East,4,UCLA,75,12,Utah St.,70,
24-Mar-11,2011,16,West,5,Arizona,93,1,Duke,77,
17-Mar-01,2001,32,West,1,Stanford,90,9,Saint Joseph's,83,
17-Mar-01,2001,32,West,3,Maryland,79,11,Georgia St.,60,
17-Mar-01,2001,32,West,5,Cincinnati,66,13,Kent St.,43,
17-Mar-01,2001,32,West,10,Georgetown,76,15,Hampton,57,
18-Mar-01,2001,32,Midwest,1,Illinois,79,9,Charlotte,61,
18-Mar-01,2001,32,Midwest,2,Arizona,73,10,Butler,52,
18-Mar-01,2001,32,Midwest,3,Mississippi,59,6,Notre Dame,56,
18-Mar-01,2001,32,Midwest,4,Kansas,87,5,Syracuse,58,
18-Mar-01,2001,32,South,1,Michigan St.,81,9,Fresno St.,65,
22-Mar-12,2012,16,West,7,Florida,68,3,Marquette,58,
28-Mar-14,2014,16,East,7,Connecticut,81,3,Iowa St.,76,
18-Mar-01,2001,32,South,12,Gonzaga,85,13,Indiana St.,68,
22-Mar-01,2001,16,East,1,Duke,76,4,UCLA,63,
28-Mar-14,2014,16,Midwest,8,Kentucky,74,4,Louisville,69,
22-Mar-01,2001,16,West,1,Stanford,78,5,Cincinnati,65,
22-Mar-01,2001,16,West,3,Maryland,76,10,Georgetown,66,
23-Mar-01,2001,16,Midwest,1,Illinois,80,4,Kansas,64,
23-Mar-01,2001,16,Midwest,2,Arizona,66,3,Mississippi,56,
23-Mar-01,2001,16,South,1,Michigan St.,77,12,Gonzaga,62,
27-Mar-15,2015,16,East,7,Michigan St.,62,3,Oklahoma,58,
24-Mar-01,2001,8,East,1,Duke,79,6,USC,69,
24-Mar-17,2017,16,East,7,South Carolina,70,3,Baylor,50,
22-Mar-85,1985,16,Southeast,8,Villanova,46,5,Maryland,43,
25-Mar-01,2001,8,South,1,Michigan St.,69,11,Temple,62,
31-Mar-01,2001,4,Final Four,1,Duke,95,3,Maryland,84,
13-Mar-86,1986,64,Southeast,10,Villanova,71,7,Virginia Tech,62,
2-Apr-01,2001,Champ,Championship,1,Duke,82,2,Arizona,72,
12-Mar-02,2002,Play-in,East,16,Siena,81,16,Alcorn St.,77,
14-Mar-02,2002,64,East,4,Kentucky,83,13,Valparaiso,68,
13-Mar-87,1987,64,East,10,Western Kentucky,64,7,West Virginia,62,
14-Mar-02,2002,64,Midwest,1,Kansas,70,16,Holy Cross,59,
14-Mar-02,2002,64,Midwest,2,Oregon,81,15,Montana,62,
14-Mar-02,2002,64,Midwest,7,Wake Forest,83,10,Pepperdine,74,
14-Mar-02,2002,64,Midwest,8,Stanford,84,9,Western Kentucky,68,
14-Mar-02,2002,64,South,1,Duke,84,16,Winthrop,37,
14-Mar-02,2002,64,South,2,Alabama,86,15,Florida Atlantic,78,
14-Mar-02,2002,64,South,5,Indiana,75,12,Utah,56,
14-Mar-02,2002,64,South,8,Notre Dame,82,9,Charlotte,63,
13-Mar-87,1987,64,Midwest,10,LSU,85,7,Georgia Tech,79,
15-Mar-87,1987,32,East,6,Florida,85,3,Purdue,66,
14-Mar-02,2002,64,West,3,Arizona,86,14,UC Santa Barbara,81,
14-Mar-02,2002,64,West,4,Ohio St.,69,13,Davidson,64,
15-Mar-87,1987,32,West,6,Oklahoma,96,3,Pittsburgh,93,
17-Mar-88,1988,64,West,10,Loyola Marymount,119,7,Wyoming,115,
15-Mar-02,2002,64,East,1,Maryland,85,16,Siena,70,
15-Mar-02,2002,64,East,2,Connecticut,78,15,Hampton,67,
15-Mar-02,2002,64,East,3,Georgia,85,14,Murray St.,68,
15-Mar-02,2002,64,East,7,North Carolina St.,69,10,Michigan St.,58,
15-Mar-02,2002,64,East,8,Wisconsin,80,9,St. John's,70,
20-Mar-88,1988,32,Southeast,6,Villanova,66,3,Illinois,63,
15-Mar-02,2002,64,Midwest,3,Mississippi St.,70,14,McNeese St.,58,
15-Mar-02,2002,64,Midwest,4,Illinois,93,13,San Diego St.,64,
15-Mar-02,2002,64,Midwest,6,Texas,70,11,Boston College,57,
25-Mar-88,1988,16,Midwest,4,Kansas St.,73,1,Purdue,70,
15-Mar-02,2002,64,South,3,Pittsburgh,71,14,Central Connecticut,54,
15-Mar-02,2002,64,South,6,California,82,11,Penn,75,
15-Mar-02,2002,64,West,1,Cincinnati,90,16,Boston University,52,
15-Mar-02,2002,64,West,2,Oklahoma,71,15,Illinois Chicago,63,
15-Mar-02,2002,64,West,7,Xavier,70,10,Hawaii,58,
15-Mar-02,2002,64,West,8,UCLA,80,9,Mississippi,58,
16-Mar-02,2002,32,East,4,Kentucky,87,12,Tulsa,82,
16-Mar-02,2002,32,Midwest,1,Kansas,86,8,Stanford,63,
16-Mar-02,2002,32,Midwest,2,Oregon,92,7,Wake Forest,87,
16-Mar-02,2002,32,South,1,Duke,84,8,Notre Dame,77,
16-Mar-02,2002,32,South,5,Indiana,76,13,UNC Wilmington,67,
17-Mar-89,1989,64,Midwest,10,Colorado St.,68,7,Florida,46,
16-Mar-02,2002,32,West,3,Arizona,68,11,Wyoming,60,
23-Mar-89,1989,16,West,4,UNLV,68,1,Arizona,67,
17-Mar-02,2002,32,East,1,Maryland,87,8,Wisconsin,57,
17-Mar-02,2002,32,East,2,Connecticut,77,7,North Carolina St.,74,
16-Mar-90,1990,64,Midwest,10,Texas,100,7,Georgia,88,
17-Mar-02,2002,32,Midwest,4,Illinois,72,12,Creighton,60,
18-Mar-90,1990,32,Midwest,6,Xavier,74,3,Georgetown,71,
