Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT,SeD,ScD,Upset
1210,18-Mar-04,2004,64,Midwest,10,Nevada,MWC,72,7,Michigan St.,B10,66,,3,6,10 over 7
1211,18-Mar-04,2004,64,South,3,Texas,B12,66,14,Princeton,Ivy,49,,-11,17,3 over 14
1212,18-Mar-04,2004,64,West,8,Alabama,SEC,65,9,Southern Illinois,MVC,64,,-1,1,8 over 9
1213,18-Mar-04,2004,64,West,4,Maryland,B10,86,13,UTEP,CUSA,83,,-9,3,4 over 13
1214,18-Mar-04,2004,64,West,1,Stanford,P12,71,16,UTSA,CUSA,45,,-15,26,1 over 16
1215,18-Mar-04,2004,64,Midwest,2,Gonzaga,WCC,76,15,Valparaiso,Horz,49,,-13,27,2 over 15
1216,18-Mar-04,2004,64,East,4,Wake Forest,ACC,79,13,VCU,A10,78,,-9,1,4 over 13
1217,18-Mar-04,2004,64,West,2,Connecticut,Amer,70,15,Vermont,AE,53,,-13,17,2 over 15
1218,19-Mar-04,2004,64,South,4,Cincinnati,Amer,80,13,East Tennessee St.,SC,77,,-9,3,4 over 13
1219,19-Mar-04,2004,64,East,2,Oklahoma St.,B12,75,15,Eastern Washington,BSky,56,,-13,19,2 over 15
1220,19-Mar-04,2004,64,Midwest,1,Kentucky,SEC,96,16,Florida A&M,MEAC,76,,-15,20,1 over 16
1221,19-Mar-04,2004,64,Midwest,4,Kansas,B12,78,13,Illinois Chicago,Horz,53,,-9,25,4 over 13
1222,19-Mar-04,2004,64,West,3,North Carolina St.,ACC,61,14,Louisiana Lafayette,SB,52,,-11,9,3 over 14
1223,19-Mar-04,2004,64,South,7,Xavier,BE,80,10,Louisville,ACC,70,,-3,10,7 over 10
1224,19-Mar-04,2004,64,South,2,Mississippi St.,SEC,85,15,Monmouth,MAAC,52,,-13,33,2 over 15
1225,19-Mar-04,2004,64,South,5,Illinois,B10,72,12,Murray St.,OVC,53,,-7,19,5 over 12
1226,19-Mar-04,2004,64,Midwest,3,Georgia Tech,ACC,65,14,Northern Iowa,MVC,60,,-11,5,3 over 14
1227,19-Mar-04,2004,64,Midwest,12,Pacific,WCC,66,5,Providence,BE,58,,7,8,12 over 5
1228,19-Mar-04,2004,64,East,6,Wisconsin,B10,76,11,Richmond,A10,64,,-5,12,6 over 11
1229,19-Mar-04,2004,64,East,7,Memphis,Amer,59,10,South Carolina,SEC,43,,-3,16,7 over 10
1230,19-Mar-04,2004,64,East,3,Pittsburgh,ACC,53,14,UCF,Amer,44,,-11,9,3 over 14
1231,19-Mar-04,2004,64,Midwest,6,Boston College,ACC,58,11,Utah,P12,51,,-5,7,6 over 11
1232,19-Mar-04,2004,64,Midwest,9,UAB,CUSA,102,8,Washington,P12,100,,1,2,9 over 8
1233,19-Mar-04,2004,64,West,6,Vanderbilt,SEC,71,11,Western Michigan,MAC,58,,-5,13,6 over 11
1234,20-Mar-04,2004,32,West,2,Connecticut,Amer,72,7,DePaul,BE,55,,-5,17,2 over 7
1235,20-Mar-04,2004,32,Midwest,10,Nevada,MWC,91,2,Gonzaga,WCC,72,,8,19,10 over 2
1236,20-Mar-04,2004,32,East,4,Wake Forest,ACC,84,12,Manhattan,MAAC,80,,-8,4,4 over 12
1237,20-Mar-04,2004,32,West,5,Syracuse,ACC,72,4,Maryland,B10,70,,1,2,5 over 4
1238,20-Mar-04,2004,32,South,3,Texas,B12,78,6,North Carolina,ACC,75,,-3,3,3 over 6
1239,20-Mar-04,2004,32,South,1,Duke,ACC,90,8,Seton Hall,BE,62,,-7,28,1 over 8
1240,20-Mar-04,2004,32,West,8,Alabama,SEC,70,1,Stanford,P12,67,,7,3,8 over 1
1241,20-Mar-04,2004,32,East,1,Saint Joseph's,A10,70,8,Texas Tech,B12,65,,-7,5,1 over 8
1242,21-Mar-04,2004,32,Midwest,3,Georgia Tech,ACC,57,6,Boston College,ACC,54,,-3,3,3 over 6
1243,21-Mar-04,2004,32,South,5,Illinois,B10,92,4,Cincinnati,Amer,68,,1,24,5 over 4
1244,21-Mar-04,2004,32,Midwest,9,UAB,CUSA,76,1,Kentucky,SEC,75,,8,1,9 over 1
1245,21-Mar-04,2004,32,East,2,Oklahoma St.,B12,70,7,Memphis,Amer,53,,-5,17,2 over 7
1246,21-Mar-04,2004,32,South,7,Xavier,BE,89,2,Mississippi St.,SEC,74,,5,15,7 over 2
1247,21-Mar-04,2004,32,West,6,Vanderbilt,SEC,75,3,North Carolina St.,ACC,73,,3,2,6 over 3
1248,21-Mar-04,2004,32,Midwest,4,Kansas,B12,78,12,Pacific,WCC,63,,-8,15,4 over 12
1249,21-Mar-04,2004,32,East,3,Pittsburgh,ACC,59,6,Wisconsin,B10,55,,-3,4,3 over 6
1250,25-Mar-04,2004,16,East,2,Oklahoma St.,B12,63,3,Pittsburgh,ACC,51,,-1,12,2 over 3
1251,25-Mar-04,2004,16,West,8,Alabama,SEC,80,5,Syracuse,ACC,71,,3,9,8 over 5
1252,25-Mar-04,2004,16,West,2,Connecticut,Amer,73,6,Vanderbilt,SEC,53,,-4,20,2 over 6
1253,25-Mar-04,2004,16,East,1,Saint Joseph's,A10,84,4,Wake Forest,ACC,80,,-3,4,1 over 4
1254,26-Mar-04,2004,16,South,1,Duke,ACC,72,5,Illinois,B10,62,,-4,10,1 over 5
1255,26-Mar-04,2004,16,Midwest,3,Georgia Tech,ACC,72,10,Nevada,MWC,67,,-7,5,3 over 10
1256,26-Mar-04,2004,16,South,7,Xavier,BE,79,3,Texas,B12,71,,4,8,7 over 3
1257,26-Mar-04,2004,16,Midwest,4,Kansas,B12,100,9,UAB,CUSA,74,,-5,26,4 over 9
1258,27-Mar-04,2004,8,West,2,Connecticut,Amer,87,8,Alabama,SEC,71,,-6,16,2 over 8
1259,27-Mar-04,2004,8,East,2,Oklahoma St.,B12,64,1,Saint Joseph's,A10,62,,1,2,2 over 1
1260,28-Mar-04,2004,8,Midwest,3,Georgia Tech,ACC,79,4,Kansas,B12,71,1 OT,-1,8,3 over 4
1261,28-Mar-04,2004,8,South,1,Duke,ACC,66,7,Xavier,BE,63,,-6,3,1 over 7
1262,3-Apr-04,2004,4,Final Four,2,Connecticut,Amer,79,1,Duke,ACC,78,,1,1,2 over 1
1263,3-Apr-04,2004,4,Final Four,3,Georgia Tech,ACC,67,2,Oklahoma St.,B12,65,,1,2,3 over 2
1264,5-Apr-04,2004,Champ,Championship,2,Connecticut,Amer,82,3,Georgia Tech,ACC,73,,-1,9,2 over 3
1265,15-Mar-05,2005,Play-in,East,16,Oakland,Horz,79,16,Alabama A&M,SWAC,69,,0,10,16 over 16
1266,17-Mar-05,2005,64,Midwest,12,Milwaukee,Horz,83,5,Alabama,SEC,73,,7,10,12 over 5
1267,17-Mar-05,2005,64,West,2,Wake Forest,ACC,70,15,Chattanooga,SC,54,,-13,16,2 over 15
1268,17-Mar-05,2005,64,West,7,West Virginia,B12,63,10,Creighton,BE,61,,-3,2,7 over 10
1269,17-Mar-05,2005,64,South,2,Kentucky,SEC,72,15,Eastern Kentucky,OVC,64,,-13,8,2 over 15
1270,17-Mar-05,2005,64,Midwest,1,Illinois,B10,67,16,Fairleigh Dickinson,NEC,55,,-15,12,1 over 16
1271,17-Mar-05,2005,64,South,7,Cincinnati,Amer,76,10,Iowa,B10,64,,-3,12,7 over 10
1272,17-Mar-05,2005,64,Midwest,11,UAB,CUSA,82,6,LSU,SEC,68,,5,14,11 over 6
1273,17-Mar-05,2005,64,West,1,Washington,P12,88,16,Montana,BSky,77,,-15,11,1 over 16
1274,17-Mar-05,2005,64,South,3,Oklahoma,B12,84,14,Niagara,MAAC,67,,-11,17,3 over 14
1275,17-Mar-05,2005,64,Midwest,4,Boston College,ACC,85,13,Penn,Ivy,65,,-9,20,4 over 13
1276,17-Mar-05,2005,64,West,8,Pacific,WCC,79,9,Pittsburgh,ACC,71,,-1,8,8 over 9
1277,17-Mar-05,2005,64,Midwest,9,Nevada,MWC,61,8,Texas,B12,57,,1,4,9 over 8
1278,17-Mar-05,2005,64,West,6,Texas Tech,B12,78,11,UCLA,P12,66,,-5,12,6 over 11
1279,17-Mar-05,2005,64,Midwest,3,Arizona,P12,66,14,Utah St.,MWC,53,,-11,13,3 over 14
1280,17-Mar-05,2005,64,South,6,Utah,P12,60,11,UTEP,CUSA,54,,-5,6,6 over 11
1281,17-Mar-05,2005,64,West,3,Gonzaga,WCC,74,14,Winthrop,BSth,64,,-11,10,3 over 14
1282,18-Mar-05,2005,64,East,10,North Carolina St.,ACC,75,7,Charlotte,CUSA,63,,3,12,10 over 7
1283,18-Mar-05,2005,64,South,1,Duke,ACC,57,16,Delaware St.,MEAC,46,,-15,11,1 over 16
1284,18-Mar-05,2005,64,West,5,Georgia Tech,ACC,80,12,George Washington,A10,68,,-7,12,5 over 12
1285,18-Mar-05,2005,64,East,14,Bucknell,Pat,64,3,Kansas,B12,63,,11,1,14 over 3
1286,18-Mar-05,2005,64,West,4,Louisville,ACC,68,13,Louisiana Lafayette,SB,62,,-9,6,4 over 13
1287,18-Mar-05,2005,64,East,9,Iowa St.,B12,64,8,Minnesota,B10,53,,1,11,9 over 8
1288,18-Mar-05,2005,64,East,5,Villanova,BE,55,12,New Mexico,MWC,47,,-7,8,5 over 12
1289,18-Mar-05,2005,64,East,6,Wisconsin,B10,57,11,Northern Iowa,MVC,52,,-5,5,6 over 11
1290,18-Mar-05,2005,64,East,1,North Carolina,ACC,96,16,Oakland,Horz,68,,-15,28,1 over 16
1291,18-Mar-05,2005,64,East,4,Florida,SEC,67,13,Ohio,MAC,62,,-9,5,4 over 13
1292,18-Mar-05,2005,64,South,5,Michigan St.,B10,89,12,Old Dominion,CUSA,81,,-7,8,5 over 12
1293,18-Mar-05,2005,64,Midwest,7,Southern Illinois,MVC,65,10,Saint Mary's,WCC,56,,-3,9,7 over 10
1294,18-Mar-05,2005,64,Midwest,2,Oklahoma St.,B12,63,15,Southeastern Louisiana,Slnd,50,,-13,13,2 over 15
1295,18-Mar-05,2005,64,South,9,Mississippi St.,SEC,93,8,Stanford,P12,70,,1,23,9 over 8
1296,18-Mar-05,2005,64,South,13,Vermont,AE,60,4,Syracuse,ACC,57,1 OT,9,3,13 over 4
1297,18-Mar-05,2005,64,East,2,Connecticut,Amer,77,15,UCF,Amer,71,,-13,6,2 over 15
1298,19-Mar-05,2005,32,Midwest,12,Milwaukee,Horz,83,4,Boston College,ACC,75,,8,8,12 over 4
1299,19-Mar-05,2005,32,South,2,Kentucky,SEC,69,7,Cincinnati,Amer,60,,-5,9,2 over 7
1300,19-Mar-05,2005,32,West,6,Texas Tech,B12,71,3,Gonzaga,WCC,69,,3,2,6 over 3
1301,19-Mar-05,2005,32,Midwest,1,Illinois,B10,71,9,Nevada,MWC,59,,-8,12,1 over 9
1302,19-Mar-05,2005,32,South,6,Utah,P12,67,3,Oklahoma,B12,58,,3,9,6 over 3
1303,19-Mar-05,2005,32,West,1,Washington,P12,97,8,Pacific,WCC,79,,-7,18,1 over 8
1304,19-Mar-05,2005,32,Midwest,3,Arizona,P12,85,11,UAB,CUSA,63,,-8,22,3 over 11
1305,19-Mar-05,2005,32,West,7,West Virginia,B12,111,2,Wake Forest,ACC,105,2 OT,5,6,7 over 2
1306,20-Mar-05,2005,32,East,6,Wisconsin,B10,71,14,Bucknell,Pat,62,,-8,9,6 over 14
1307,20-Mar-05,2005,32,East,10,North Carolina St.,ACC,65,2,Connecticut,Amer,62,,8,3,10 over 2
1308,20-Mar-05,2005,32,East,5,Villanova,BE,76,4,Florida,SEC,65,,1,11,5 over 4
1309,20-Mar-05,2005,32,West,4,Louisville,ACC,76,5,Georgia Tech,ACC,54,,-1,22,4 over 5
1310,20-Mar-05,2005,32,East,1,North Carolina,ACC,92,9,Iowa St.,B12,65,,-8,27,1 over 9
1311,20-Mar-05,2005,32,South,1,Duke,ACC,63,9,Mississippi St.,SEC,55,,-8,8,1 over 9
1312,20-Mar-05,2005,32,Midwest,2,Oklahoma St.,B12,85,7,Southern Illinois,MVC,77,,-5,8,2 over 7
1313,20-Mar-05,2005,32,South,5,Michigan St.,B10,72,13,Vermont,AE,61,,-8,11,5 over 13
1314,24-Mar-05,2005,16,Midwest,1,Illinois,B10,77,12,Milwaukee,Horz,63,,-11,14,1 over 12
1315,24-Mar-05,2005,16,Midwest,3,Arizona,P12,79,2,Oklahoma St.,B12,78,,1,1,3 over 2
1316,24-Mar-05,2005,16,West,7,West Virginia,B12,65,6,Texas Tech,B12,60,,1,5,7 over 6
1317,24-Mar-05,2005,16,West,4,Louisville,ACC,93,1,Washington,P12,79,,3,14,4 over 1
1318,25-Mar-05,2005,16,South,5,Michigan St.,B10,78,1,Duke,ACC,68,,4,10,5 over 1
1319,25-Mar-05,2005,16,East,6,Wisconsin,B10,65,10,North Carolina St.,ACC,56,,-4,9,6 over 10
1320,25-Mar-05,2005,16,South,2,Kentucky,SEC,62,6,Utah,P12,52,,-4,10,2 over 6
1321,25-Mar-05,2005,16,East,1,North Carolina,ACC,67,5,Villanova,BE,66,,-4,1,1 over 5
1322,26-Mar-05,2005,8,Midwest,1,Illinois,B10,90,3,Arizona,P12,89,1 OT,-2,1,1 over 3
1323,26-Mar-05,2005,8,West,4,Louisville,ACC,93,7,West Virginia,B12,85,1 OT,-3,8,4 over 7
1324,27-Mar-05,2005,8,South,5,Michigan St.,B10,94,2,Kentucky,SEC,88,2 OT,3,6,5 over 2
1325,27-Mar-05,2005,8,East,1,North Carolina,ACC,88,6,Wisconsin,B10,82,,-5,6,1 over 6
1326,2-Apr-05,2005,4,Final Four,1,Illinois,B10,72,4,Louisville,ACC,57,,-3,15,1 over 4
1327,2-Apr-05,2005,4,Final Four,1,North Carolina,ACC,87,5,Michigan St.,B10,71,,-4,16,1 over 5
1328,4-Apr-05,2005,Champ,Championship,1,North Carolina,ACC,75,1,Illinois,B10,70,,0,5,1 over 1
1329,14-Mar-06,2006,Play-in,Midwest,16,Monmouth,MAAC,71,16,Hampton,MEAC,49,,0,22,16 over 16
1330,16-Mar-06,2006,64,East,4,Illinois,B10,78,13,Air Force,MWC,69,,-9,9,4 over 13
1331,16-Mar-06,2006,64,West,2,UCLA,P12,78,15,Belmont,OVC,44,,-13,34,2 over 15
1332,16-Mar-06,2006,64,South,4,LSU,SEC,80,13,Iona,MAAC,64,,-9,16,4 over 13
1333,16-Mar-06,2006,64,West,10,Alabama,SEC,90,7,Marquette,BE,85,,3,5,10 over 7
1334,16-Mar-06,2006,64,Midwest,12,Montana,BSky,87,5,Nevada,MWC,79,,7,8,12 over 5
1335,16-Mar-06,2006,64,Midwest,11,Milwaukee,Horz,82,6,Oklahoma,B12,74,,5,8,11 over 6
1336,16-Mar-06,2006,64,Midwest,4,Boston College,ACC,88,13,Pacific,WCC,76,2 OT,-9,12,4 over 13
1337,16-Mar-06,2006,64,West,6,Indiana,B10,87,11,San Diego St.,MWC,83,,-5,4,6 over 11
1338,16-Mar-06,2006,64,East,7,Wichita St.,MVC,86,10,Seton Hall,BE,66,,-3,20,7 over 10
1339,16-Mar-06,2006,64,Midwest,3,Florida,SEC,76,14,South Alabama,SB,50,,-11,26,3 over 14
1340,16-Mar-06,2006,64,South,1,Duke,ACC,70,16,Southern,SWAC,54,,-15,16,1 over 16
1341,16-Mar-06,2006,64,South,12,Texas A&M,SEC,66,5,Syracuse,ACC,58,,7,8,12 over 5
1342,16-Mar-06,2006,64,South,8,George Washington,A10,88,9,UNC Wilmington,CAA,85,1 OT,-1,3,8 over 9
1343,16-Mar-06,2006,64,East,5,Washington,P12,75,12,Utah St.,MWC,61,,-7,14,5 over 12
1344,16-Mar-06,2006,64,East,2,Tennessee,SEC,63,15,Winthrop,BSth,61,,-13,2,2 over 15
1345,16-Mar-06,2006,64,West,3,Gonzaga,WCC,79,14,Xavier,BE,75,,-11,4,3 over 14
1346,17-Mar-06,2006,64,East,1,Connecticut,Amer,72,16,Albany,AE,59,,-15,13,1 over 16
1347,17-Mar-06,2006,64,West,9,Bucknell,Pat,59,8,Arkansas,SEC,55,,1,4,9 over 8
1348,17-Mar-06,2006,64,South,10,North Carolina St.,ACC,58,7,California,P12,52,,3,6,10 over 7
1349,17-Mar-06,2006,64,Midwest,2,Ohio St.,B10,70,15,Davidson,A10,62,,-13,8,2 over 15
1350,17-Mar-06,2006,64,South,14,Northwestern St.,Slnd,64,3,Iowa,B10,63,,11,1,14 over 3
1351,17-Mar-06,2006,64,West,13,Bradley,MVC,77,4,Kansas,B12,73,,9,4,13 over 4
1352,17-Mar-06,2006,64,West,5,Pittsburgh,ACC,79,12,Kent St.,MAC,64,,-7,15,5 over 12
1353,17-Mar-06,2006,64,East,11,George Mason,A10,75,6,Michigan St.,B10,65,,5,10,11 over 6
1354,17-Mar-06,2006,64,Midwest,1,Villanova,BE,58,16,Monmouth,MAAC,45,,-15,13,1 over 16
1355,17-Mar-06,2006,64,East,3,North Carolina,ACC,69,14,Murray St.,OVC,65,,-11,4,3 over 14
1356,17-Mar-06,2006,64,Midwest,7,Georgetown,BE,54,10,Northern Iowa,MVC,49,,-3,5,7 over 10
1357,17-Mar-06,2006,64,West,1,Memphis,Amer,94,16,Oral Roberts,Sum,78,,-15,16,1 over 16
1358,17-Mar-06,2006,64,South,2,Texas,B12,60,15,Penn,Ivy,52,,-13,8,2 over 15
1359,17-Mar-06,2006,64,South,6,West Virginia,B12,64,11,Southern Illinois,MVC,46,,-5,18,6 over 11
1360,17-Mar-06,2006,64,East,8,Kentucky,SEC,69,9,UAB,CUSA,64,,-1,5,8 over 9
1361,17-Mar-06,2006,64,Midwest,8,Arizona,P12,94,9,Wisconsin,B10,75,,-1,19,8 over 9
1362,18-Mar-06,2006,32,West,2,UCLA,P12,62,10,Alabama,SEC,59,,-8,3,2 over 10
1363,18-Mar-06,2006,32,South,1,Duke,ACC,74,8,George Washington,A10,61,,-7,13,1 over 8
1364,18-Mar-06,2006,32,East,5,Washington,P12,67,4,Illinois,B10,64,,1,3,5 over 4
1365,18-Mar-06,2006,32,West,3,Gonzaga,WCC,90,6,Indiana,B10,80,,-3,10,3 over 6
1366,18-Mar-06,2006,32,Midwest,3,Florida,SEC,82,11,Milwaukee,Horz,60,,-8,22,3 over 11
1367,18-Mar-06,2006,32,Midwest,4,Boston College,ACC,69,12,Montana,BSky,56,,-8,13,4 over 12
1368,18-Mar-06,2006,32,East,7,Wichita St.,MVC,80,2,Tennessee,SEC,73,,5,7,7 over 2
1369,18-Mar-06,2006,32,South,4,LSU,SEC,58,12,Texas A&M,SEC,57,,-8,1,4 over 12
1370,19-Mar-06,2006,32,Midwest,1,Villanova,BE,82,8,Arizona,P12,78,,-7,4,1 over 8
1371,19-Mar-06,2006,32,West,1,Memphis,Amer,72,9,Bucknell,Pat,56,,-8,16,1 over 9
1372,19-Mar-06,2006,32,East,1,Connecticut,Amer,87,8,Kentucky,SEC,83,,-7,4,1 over 8
1373,19-Mar-06,2006,32,East,11,George Mason,A10,65,3,North Carolina,ACC,60,,8,5,11 over 3
1374,19-Mar-06,2006,32,South,2,Texas,B12,75,10,North Carolina St.,ACC,54,,-8,21,2 over 10
1375,19-Mar-06,2006,32,South,6,West Virginia,B12,67,14,Northwestern St.,Slnd,54,,-8,13,6 over 14
1376,19-Mar-06,2006,32,Midwest,7,Georgetown,BE,70,2,Ohio St.,B10,52,,5,18,7 over 2
1377,19-Mar-06,2006,32,West,13,Bradley,MVC,72,5,Pittsburgh,ACC,66,,8,6,13 over 5
1378,23-Mar-06,2006,16,West,1,Memphis,Amer,80,13,Bradley,MVC,64,,-12,16,1 over 13
1379,23-Mar-06,2006,16,South,4,LSU,SEC,62,1,Duke,ACC,54,,3,8,4 over 1
1380,23-Mar-06,2006,16,West,2,UCLA,P12,73,3,Gonzaga,WCC,71,,-1,2,2 over 3
1381,23-Mar-06,2006,16,South,2,Texas,B12,74,6,West Virginia,B12,71,,-4,3,2 over 6
1382,24-Mar-06,2006,16,Midwest,1,Villanova,BE,60,4,Boston College,ACC,59,1 OT,-3,1,1 over 4
1383,24-Mar-06,2006,16,Midwest,3,Florida,SEC,57,7,Georgetown,BE,53,,-4,4,3 over 7
1384,24-Mar-06,2006,16,East,1,Connecticut,Amer,98,5,Washington,P12,92,1 OT,-4,6,1 over 5
1385,24-Mar-06,2006,16,East,11,George Mason,A10,63,7,Wichita St.,MVC,55,,4,8,11 over 7
1386,25-Mar-06,2006,8,West,2,UCLA,P12,50,1,Memphis,Amer,45,,1,5,2 over 1
1387,25-Mar-06,2006,8,South,4,LSU,SEC,70,2,Texas,B12,60,1 OT,2,10,4 over 2
1388,26-Mar-06,2006,8,East,11,George Mason,A10,86,1,Connecticut,Amer,84,1 OT,10,2,11 over 1
1389,26-Mar-06,2006,8,Midwest,3,Florida,SEC,75,1,Villanova,BE,62,,2,13,3 over 1
1390,1-Apr-06,2006,4,Final Four,3,Florida,SEC,73,11,George Mason,A10,58,,-8,15,3 over 11
1391,1-Apr-06,2006,4,Final Four,2,UCLA,P12,59,4,LSU,SEC,45,,-2,14,2 over 4
1392,3-Apr-06,2006,Champ,Championship,3,Florida,SEC,73,2,UCLA,P12,57,,1,16,3 over 2
1393,13-Mar-07,2007,Play-in,West,16,Niagara,MAAC,77,16,Florida A&M,MEAC,69,,0,8,16 over 16
1394,15-Mar-07,2007,64,East,2,Georgetown,BE,80,15,Belmont,OVC,55,,-13,25,2 over 15
1395,15-Mar-07,2007,64,South,9,Xavier,BE,79,8,BYU,WCC,77,,1,2,9 over 8
1396,15-Mar-07,2007,64,South,1,Ohio St.,B10,78,16,Central Connecticut,NEC,57,,-15,21,1 over 16
1397,15-Mar-07,2007,64,Midwest,4,Maryland,B10,82,13,Davidson,A10,70,,-9,12,4 over 13
1398,15-Mar-07,2007,64,West,11,VCU,A10,79,6,Duke,ACC,77,,5,2,11 over 6
1399,15-Mar-07,2007,64,East,1,North Carolina,ACC,86,16,Eastern Kentucky,OVC,65,,-15,21,1 over 16
1400,15-Mar-07,2007,64,East,6,Vanderbilt,SEC,77,11,George Washington,A10,44,,-5,33,6 over 11
1401,15-Mar-07,2007,64,West,7,Indiana,B10,70,10,Gonzaga,WCC,57,,-3,13,7 over 10
1402,15-Mar-07,2007,64,East,9,Michigan St.,B10,61,8,Marquette,BE,49,,1,12,9 over 8
1403,15-Mar-07,2007,64,Midwest,5,Butler,BE,57,12,Old Dominion,CUSA,46,,-7,11,5 over 12
1404,15-Mar-07,2007,64,East,3,Washington St.,P12,70,14,Oral Roberts,Sum,54,,-11,16,3 over 14
1405,15-Mar-07,2007,64,South,3,Texas A&M,SEC,68,14,Penn,Ivy,52,,-11,16,3 over 14
1406,15-Mar-07,2007,64,South,6,Louisville,ACC,78,11,Stanford,P12,58,,-5,20,6 over 11
1407,15-Mar-07,2007,64,East,7,Boston College,ACC,84,10,Texas Tech,B12,75,,-3,9,7 over 10
1408,15-Mar-07,2007,64,West,2,UCLA,P12,70,15,Weber St.,BSky,42,,-13,28,2 over 15
1409,15-Mar-07,2007,64,West,3,Pittsburgh,ACC,79,14,Wright St.,Horz,58,,-11,21,3 over 14
1410,16-Mar-07,2007,64,South,4,Virginia,ACC,84,13,Albany,AE,57,,-9,27,4 over 13
1411,16-Mar-07,2007,64,Midwest,9,Purdue,B10,72,8,Arizona,P12,63,,1,9,9 over 8
1412,16-Mar-07,2007,64,East,5,USC,P12,77,12,Arkansas,SEC,60,,-7,17,5 over 12
1413,16-Mar-07,2007,64,South,7,Nevada,MWC,77,10,Creighton,BE,71,1 OT,-3,6,7 over 10
1414,16-Mar-07,2007,64,Midwest,7,UNLV,MWC,67,10,Georgia Tech,ACC,63,,-3,4,7 over 10
1415,16-Mar-07,2007,64,West,4,Southern Illinois,MVC,61,13,Holy Cross,Pat,51,,-9,10,4 over 13
1416,16-Mar-07,2007,64,West,5,Virginia Tech,ACC,54,12,Illinois,B10,52,,-7,2,5 over 12
1417,16-Mar-07,2007,64,Midwest,1,Florida,SEC,112,16,Jackson St.,SWAC,69,,-15,43,1 over 16
1418,16-Mar-07,2007,64,South,5,Tennessee,SEC,121,12,Long Beach St.,BW,86,,-7,35,5 over 12
1419,16-Mar-07,2007,64,Midwest,3,Oregon,P12,58,14,Miami OH,MAC,56,,-11,2,3 over 14
1420,16-Mar-07,2007,64,East,4,Texas,B12,79,13,New Mexico St.,WAC,67,,-9,12,4 over 13
1421,16-Mar-07,2007,64,West,1,Kansas,B12,107,16,Niagara,MAAC,67,,-15,40,1 over 16
1422,16-Mar-07,2007,64,South,2,Memphis,Amer,73,15,North Texas,CUSA,58,,-13,15,2 over 15
1423,16-Mar-07,2007,64,Midwest,11,Winthrop,BSth,74,6,Notre Dame,ACC,64,,5,10,11 over 6
1424,16-Mar-07,2007,64,Midwest,2,Wisconsin,B10,76,15,Texas A&M Corpus Christi,NA,63,,-13,13,2 over 15
1425,16-Mar-07,2007,64,West,8,Kentucky,SEC,67,9,Villanova,BE,58,,-1,9,8 over 9
1426,17-Mar-07,2007,32,East,2,Georgetown,BE,62,7,Boston College,ACC,55,,-5,7,2 over 7
1427,17-Mar-07,2007,32,West,2,UCLA,P12,54,7,Indiana,B10,49,,-5,5,2 over 7
1428,17-Mar-07,2007,32,South,3,Texas A&M,SEC,72,6,Louisville,ACC,69,,-3,3,3 over 6
1429,17-Mar-07,2007,32,Midwest,5,Butler,BE,62,4,Maryland,B10,59,,1,3,5 over 4
1430,17-Mar-07,2007,32,East,1,North Carolina,ACC,81,9,Michigan St.,B10,67,,-8,14,1 over 9
1431,17-Mar-07,2007,32,West,3,Pittsburgh,ACC,84,11,VCU,A10,79,1 OT,-8,5,3 over 11
1432,17-Mar-07,2007,32,East,6,Vanderbilt,SEC,78,3,Washington St.,P12,74,2 OT,3,4,6 over 3
1433,17-Mar-07,2007,32,South,1,Ohio St.,B10,78,9,Xavier,BE,71,1 OT,-8,7,1 over 9
1434,18-Mar-07,2007,32,West,1,Kansas,B12,88,8,Kentucky,SEC,76,,-7,12,1 over 8
1435,18-Mar-07,2007,32,South,2,Memphis,Amer,78,7,Nevada,MWC,62,,-5,16,2 over 7
1436,18-Mar-07,2007,32,Midwest,1,Florida,SEC,74,9,Purdue,B10,67,,-8,7,1 over 9
1437,18-Mar-07,2007,32,East,5,USC,P12,87,4,Texas,B12,68,,1,19,5 over 4
1438,18-Mar-07,2007,32,South,5,Tennessee,SEC,77,4,Virginia,ACC,74,,1,3,5 over 4
1439,18-Mar-07,2007,32,West,4,Southern Illinois,MVC,63,5,Virginia Tech,ACC,48,,-1,15,4 over 5
1440,18-Mar-07,2007,32,Midwest,3,Oregon,P12,75,11,Winthrop,BSth,61,,-8,14,3 over 11
1441,18-Mar-07,2007,32,Midwest,7,UNLV,MWC,74,2,Wisconsin,B10,68,,5,6,7 over 2
1442,22-Mar-07,2007,16,West,2,UCLA,P12,64,3,Pittsburgh,ACC,55,,-1,9,2 over 3
1443,22-Mar-07,2007,16,West,1,Kansas,B12,61,4,Southern Illinois,MVC,58,,-3,3,1 over 4
1444,22-Mar-07,2007,16,South,1,Ohio St.,B10,85,5,Tennessee,SEC,84,,-4,1,1 over 5
1445,22-Mar-07,2007,16,South,2,Memphis,Amer,65,3,Texas A&M,SEC,64,,-1,1,2 over 3
1446,23-Mar-07,2007,16,Midwest,1,Florida,SEC,65,5,Butler,BE,57,,-4,8,1 over 5
1447,23-Mar-07,2007,16,Midwest,3,Oregon,P12,76,7,UNLV,MWC,72,,-4,4,3 over 7
1448,23-Mar-07,2007,16,East,1,North Carolina,ACC,74,5,USC,P12,64,,-4,10,1 over 5
1449,23-Mar-07,2007,16,East,2,Georgetown,BE,66,6,Vanderbilt,SEC,65,,-4,1,2 over 6
