Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT,SeD,ScD,Upset
483,22-Mar-92,1992,32,East,2,Kentucky,SEC,106,10,Iowa St.,B12,98,,-8,8,2 over 10
484,22-Mar-92,1992,32,Midwest,9,UTEP,CUSA,66,1,Kansas,B12,60,,8,6,9 over 1
485,22-Mar-92,1992,32,West,12,New Mexico St.,WAC,81,13,Louisiana Lafayette,SB,73,,-1,8,12 over 13
486,22-Mar-92,1992,32,West,1,UCLA,P12,85,8,Louisville,ACC,69,,-7,16,1 over 8
487,22-Mar-92,1992,32,Midwest,4,Cincinnati,Amer,77,5,Michigan St.,B10,65,,-1,12,4 over 5
488,22-Mar-92,1992,32,East,3,Massachusetts,A10,77,6,Syracuse,ACC,71,1 OT,-3,6,3 over 6
489,22-Mar-92,1992,32,Southeast,2,Oklahoma St.,B12,87,10,Tulane,Amer,71,,-8,16,2 over 10
490,26-Mar-92,1992,16,West,2,Indiana,B10,85,3,Florida St.,ACC,74,,-1,11,2 over 3
491,26-Mar-92,1992,16,East,2,Kentucky,SEC,87,3,Massachusetts,A10,77,,-1,10,2 over 3
492,26-Mar-92,1992,16,West,1,UCLA,P12,85,12,New Mexico St.,WAC,78,,-11,7,1 over 12
493,26-Mar-92,1992,16,East,1,Duke,ACC,81,4,Seton Hall,BE,69,,-3,12,1 over 4
494,27-Mar-92,1992,16,Midwest,6,Memphis,Amer,83,7,Georgia Tech,ACC,79,1 OT,-1,4,6 over 7
495,27-Mar-92,1992,16,Southeast,1,Ohio St.,B10,80,4,North Carolina,ACC,73,,-3,7,1 over 4
496,27-Mar-92,1992,16,Southeast,6,Michigan,B10,75,2,Oklahoma St.,B12,72,,4,3,6 over 2
497,27-Mar-92,1992,16,Midwest,4,Cincinnati,Amer,69,9,UTEP,CUSA,67,,-5,2,4 over 9
498,28-Mar-92,1992,8,East,1,Duke,ACC,104,2,Kentucky,SEC,103,1 OT,-1,1,1 over 2
499,28-Mar-92,1992,8,West,2,Indiana,B10,106,1,UCLA,P12,79,,1,27,2 over 1
500,29-Mar-92,1992,8,Midwest,4,Cincinnati,Amer,88,6,Memphis,Amer,57,,-2,31,4 over 6
501,29-Mar-92,1992,8,Southeast,6,Michigan,B10,75,1,Ohio St.,B10,71,1 OT,5,4,6 over 1
502,4-Apr-92,1992,4,Final Four,6,Michigan,B10,76,4,Cincinnati,Amer,72,,2,4,6 over 4
503,4-Apr-92,1992,4,Final Four,1,Duke,ACC,81,2,Indiana,B10,78,,-1,3,1 over 2
504,6-Apr-92,1992,Champ,Championship,1,Duke,ACC,71,6,Michigan,B10,51,,-5,20,1 over 6
505,18-Mar-93,1993,64,West,15,Santa Clara,WCC,64,2,Arizona,P12,61,,13,3,15 over 2
506,18-Mar-93,1993,64,Midwest,2,Kansas,B12,94,15,Ball St.,MAC,72,,-13,22,2 over 15
507,18-Mar-93,1993,64,West,3,Vanderbilt,SEC,92,14,Boise St.,MWC,72,,-11,20,3 over 14
508,18-Mar-93,1993,64,East,1,North Carolina,ACC,85,16,East Carolina,Amer,65,,-15,20,1 over 16
509,18-Mar-93,1993,64,Southeast,3,Florida St.,ACC,82,14,Evansville,MVC,70,,-11,12,3 over 14
510,18-Mar-93,1993,64,East,4,Arkansas,SEC,94,13,Holy Cross,Pat,64,,-9,30,4 over 13
511,18-Mar-93,1993,64,Southeast,11,Tulane,Amer,55,6,Kansas St.,B12,53,,5,2,11 over 6
512,18-Mar-93,1993,64,West,6,Illinois,B10,75,11,Long Beach St.,BW,72,,-5,3,6 over 11
513,18-Mar-93,1993,64,Midwest,6,California,P12,66,11,LSU,SEC,64,,-5,2,6 over 11
514,18-Mar-93,1993,64,Southeast,7,Western Kentucky,CUSA,55,10,Memphis,Amer,52,,-3,3,7 over 10
515,18-Mar-93,1993,64,West,7,Temple,Amer,75,10,Missouri,SEC,61,,-3,14,7 over 10
516,18-Mar-93,1993,64,East,8,Rhode Island,A10,74,9,Purdue,B10,68,,-1,6,8 over 9
517,18-Mar-93,1993,64,Midwest,7,BYU,WCC,80,10,SMU,Amer,71,,-3,9,7 over 10
518,18-Mar-93,1993,64,Midwest,3,Duke,ACC,105,14,Southern Illinois,MVC,70,,-11,35,3 over 14
519,18-Mar-93,1993,64,Southeast,2,Seton Hall,BE,81,15,Tennessee St.,OVC,59,,-13,22,2 over 15
520,18-Mar-93,1993,64,East,5,St. John's,BE,85,12,Texas Tech,B12,67,,-7,18,5 over 12
521,19-Mar-93,1993,64,Southeast,5,Wake Forest,ACC,81,12,Chattanooga,SC,58,,-7,23,5 over 12
522,19-Mar-93,1993,64,West,1,Michigan,B10,84,16,Coastal Carolina,SB,53,,-15,31,1 over 16
523,19-Mar-93,1993,64,East,2,Cincinnati,Amer,93,15,Coppin St.,MEAC,66,,-13,27,2 over 15
524,19-Mar-93,1993,64,Midwest,4,Louisville,ACC,76,13,Delaware,CAA,70,,-9,6,4 over 13
525,19-Mar-93,1993,64,West,13,Southern,SWAC,93,4,Georgia Tech,ACC,78,,9,15,13 over 4
526,19-Mar-93,1993,64,West,9,UCLA,P12,81,8,Iowa St.,B12,70,,1,11,9 over 8
527,19-Mar-93,1993,64,Southeast,4,Iowa,B10,82,13,Louisiana Monroe,SB,69,,-9,13,4 over 13
528,19-Mar-93,1993,64,East,6,Virginia,ACC,78,11,Manhattan,MAAC,66,,-5,12,6 over 11
529,19-Mar-93,1993,64,Midwest,5,Oklahoma St.,B12,74,12,Marquette,BE,62,,-7,12,5 over 12
530,19-Mar-93,1993,64,East,7,New Mexico St.,WAC,93,10,Nebraska,B10,79,,-3,14,7 over 10
531,19-Mar-93,1993,64,West,12,George Washington,A10,82,5,New Mexico,MWC,68,,7,14,12 over 5
532,19-Mar-93,1993,64,Midwest,9,Xavier,BE,73,8,New Orleans,Slnd,55,,1,18,9 over 8
533,19-Mar-93,1993,64,East,3,Massachusetts,A10,54,14,Penn,Ivy,50,,-11,4,3 over 14
534,19-Mar-93,1993,64,Southeast,8,Utah,P12,86,9,Pittsburgh,ACC,85,,-1,1,8 over 9
535,19-Mar-93,1993,64,Southeast,1,Kentucky,SEC,96,16,Rider,MAAC,52,,-15,44,1 over 16
536,19-Mar-93,1993,64,Midwest,1,Indiana,B10,97,16,Wright St.,Horz,54,,-15,43,1 over 16
537,20-Mar-93,1993,32,Midwest,2,Kansas,B12,90,7,BYU,WCC,76,,-5,14,2 over 7
538,20-Mar-93,1993,32,Midwest,6,California,P12,82,3,Duke,ACC,77,,3,5,6 over 3
539,20-Mar-93,1993,32,West,3,Vanderbilt,SEC,85,6,Illinois,B10,68,,-3,17,3 over 6
540,20-Mar-93,1993,32,East,1,North Carolina,ACC,112,8,Rhode Island,A10,67,,-7,45,1 over 8
541,20-Mar-93,1993,32,West,7,Temple,Amer,68,15,Santa Clara,WCC,57,,-8,11,7 over 15
542,20-Mar-93,1993,32,Southeast,7,Western Kentucky,CUSA,72,2,Seton Hall,BE,68,,5,4,7 over 2
543,20-Mar-93,1993,32,East,4,Arkansas,SEC,80,5,St. John's,BE,74,,-1,6,4 over 5
544,20-Mar-93,1993,32,Southeast,3,Florida St.,ACC,94,11,Tulane,Amer,63,,-8,31,3 over 11
545,21-Mar-93,1993,32,Southeast,5,Wake Forest,ACC,84,4,Iowa,B10,78,,1,6,5 over 4
546,21-Mar-93,1993,32,East,6,Virginia,ACC,71,3,Massachusetts,A10,56,,3,15,6 over 3
547,21-Mar-93,1993,32,East,2,Cincinnati,Amer,92,7,New Mexico St.,WAC,55,,-5,37,2 over 7
548,21-Mar-93,1993,32,Midwest,4,Louisville,ACC,78,5,Oklahoma St.,B12,63,,-1,15,4 over 5
549,21-Mar-93,1993,32,West,12,George Washington,A10,90,13,Southern,SWAC,80,,-1,10,12 over 13
550,21-Mar-93,1993,32,West,1,Michigan,B10,86,9,UCLA,P12,84,1 OT,-8,2,1 over 9
551,21-Mar-93,1993,32,Southeast,1,Kentucky,SEC,83,8,Utah,P12,62,,-7,21,1 over 8
552,21-Mar-93,1993,32,Midwest,1,Indiana,B10,73,9,Xavier,BE,70,,-8,3,1 over 9
553,25-Mar-93,1993,16,Midwest,2,Kansas,B12,93,6,California,P12,76,,-4,17,2 over 6
554,25-Mar-93,1993,16,Midwest,1,Indiana,B10,82,4,Louisville,ACC,69,,-3,13,1 over 4
555,25-Mar-93,1993,16,Southeast,1,Kentucky,SEC,103,5,Wake Forest,ACC,69,,-4,34,1 over 5
556,25-Mar-93,1993,16,Southeast,3,Florida St.,ACC,81,7,Western Kentucky,CUSA,78,1 OT,-4,3,3 over 7
557,26-Mar-93,1993,16,East,1,North Carolina,ACC,80,4,Arkansas,SEC,74,,-3,6,1 over 4
558,26-Mar-93,1993,16,West,1,Michigan,B10,72,12,George Washington,A10,64,,-11,8,1 over 12
559,26-Mar-93,1993,16,West,7,Temple,Amer,67,3,Vanderbilt,SEC,59,,4,8,7 over 3
560,26-Mar-93,1993,16,East,2,Cincinnati,Amer,71,6,Virginia,ACC,54,,-4,17,2 over 6
561,27-Mar-93,1993,8,Southeast,1,Kentucky,SEC,106,3,Florida St.,ACC,81,,-2,25,1 over 3
562,27-Mar-93,1993,8,Midwest,2,Kansas,B12,83,1,Indiana,B10,77,,1,6,2 over 1
563,28-Mar-93,1993,8,East,1,North Carolina,ACC,75,2,Cincinnati,Amer,68,1 OT,-1,7,1 over 2
564,28-Mar-93,1993,8,West,1,Michigan,B10,77,7,Temple,Amer,72,,-6,5,1 over 7
565,3-Apr-93,1993,4,Final Four,1,North Carolina,ACC,78,2,Kansas,B12,68,,-1,10,1 over 2
566,3-Apr-93,1993,4,Final Four,1,Michigan,B10,81,1,Kentucky,SEC,78,1 OT,0,3,1 over 1
567,5-Apr-93,1993,Champ,Championship,1,North Carolina,ACC,77,1,Michigan,B10,71,,0,6,1 over 1
568,17-Mar-94,1994,64,West,12,Green Bay,Horz,61,5,California,P12,57,,7,4,12 over 5
569,17-Mar-94,1994,64,Southeast,5,Wake Forest,ACC,68,12,Charleston Southern,BSth,58,,-7,10,5 over 12
570,17-Mar-94,1994,64,Southeast,4,Kansas,B12,102,13,Chattanooga,SC,73,,-9,29,4 over 13
571,17-Mar-94,1994,64,West,9,Wisconsin,B10,80,8,Cincinnati,Amer,72,,1,8,9 over 8
572,17-Mar-94,1994,64,West,4,Syracuse,ACC,92,13,Hawaii,BW,78,,-9,14,4 over 13
573,17-Mar-94,1994,64,East,3,Florida,SEC,64,14,James Madison,CAA,62,,-11,2,3 over 14
574,17-Mar-94,1994,64,West,1,Missouri,SEC,76,16,Navy,Pat,53,,-15,23,1 over 16
575,17-Mar-94,1994,64,East,11,Penn,Ivy,90,6,Nebraska,B10,80,,5,10,11 over 6
576,17-Mar-94,1994,64,Midwest,3,Michigan,B10,78,14,Pepperdine,WCC,74,1 OT,-11,4,3 over 14
577,17-Mar-94,1994,64,Southeast,9,Alabama,SEC,76,8,Providence,BE,70,,1,6,9 over 8
578,17-Mar-94,1994,64,East,2,Connecticut,Amer,64,15,Rider,MAAC,46,,-13,18,2 over 15
579,17-Mar-94,1994,64,Midwest,10,Maryland,B10,74,7,Saint Louis,A10,66,,3,8,10 over 7
580,17-Mar-94,1994,64,Midwest,2,Massachusetts,A10,78,15,Texas St.,SB,60,,-13,18,2 over 15
581,17-Mar-94,1994,64,East,10,George Washington,A10,51,7,UAB,CUSA,46,,3,5,10 over 7
582,17-Mar-94,1994,64,Southeast,1,Purdue,B10,98,16,UCF,Amer,67,,-15,31,1 over 16
583,17-Mar-94,1994,64,Midwest,6,Texas,B12,91,11,Western Kentucky,CUSA,77,,-5,14,6 over 11
584,18-Mar-94,1994,64,West,3,Louisville,ACC,67,14,Boise St.,MWC,58,,-11,9,3 over 14
585,18-Mar-94,1994,64,East,4,Temple,Amer,61,13,Drexel,CAA,39,,-9,22,4 over 13
586,18-Mar-94,1994,64,Midwest,9,Georgetown,BE,84,8,Illinois,B10,77,,1,7,9 over 8
587,18-Mar-94,1994,64,East,1,North Carolina,ACC,71,16,Liberty,BSth,51,,-15,20,1 over 16
588,18-Mar-94,1994,64,Southeast,6,Marquette,BE,81,11,Louisiana Lafayette,SB,59,,-5,22,6 over 11
589,18-Mar-94,1994,64,West,2,Arizona,P12,81,15,"Loyola, Maryland",NA,55,,-13,26,2 over 15
590,18-Mar-94,1994,64,West,7,Virginia,ACC,57,10,New Mexico,MWC,54,,-3,3,7 over 10
591,18-Mar-94,1994,64,Midwest,4,Oklahoma St.,B12,65,13,New Mexico St.,WAC,55,,-9,10,4 over 13
592,18-Mar-94,1994,64,Midwest,1,Arkansas,SEC,94,16,North Carolina A&T,MEAC,79,,-15,15,1 over 16
593,18-Mar-94,1994,64,East,5,Indiana,B10,84,12,Ohio,MAC,72,,-7,12,5 over 12
594,18-Mar-94,1994,64,Southeast,7,Michigan St.,B10,84,10,Seton Hall,BE,73,,-3,11,7 over 10
595,18-Mar-94,1994,64,West,6,Minnesota,B10,74,11,Southern Illinois,MVC,60,,-5,14,6 over 11
596,18-Mar-94,1994,64,Southeast,3,Kentucky,SEC,83,14,Tennessee St.,OVC,70,,-11,13,3 over 14
597,18-Mar-94,1994,64,Southeast,2,Duke,ACC,82,15,Texas Southern,SWAC,70,,-13,12,2 over 15
598,18-Mar-94,1994,64,Midwest,12,Tulsa,Amer,112,5,UCLA,P12,102,,7,10,12 over 5
599,18-Mar-94,1994,64,East,9,Boston College,ACC,67,8,Washington St.,P12,64,,1,3,9 over 8
600,19-Mar-94,1994,32,Southeast,1,Purdue,B10,83,9,Alabama,SEC,73,,-8,10,1 over 9
601,19-Mar-94,1994,32,East,2,Connecticut,Amer,75,10,George Washington,A10,63,,-8,12,2 over 10
602,19-Mar-94,1994,32,West,4,Syracuse,ACC,64,12,Green Bay,Horz,59,,-8,5,4 over 12
603,19-Mar-94,1994,32,Midwest,10,Maryland,B10,95,2,Massachusetts,A10,87,,8,8,10 over 2
604,19-Mar-94,1994,32,East,3,Florida,SEC,70,11,Penn,Ivy,58,,-8,12,3 over 11
605,19-Mar-94,1994,32,Midwest,3,Michigan,B10,84,6,Texas,B12,79,,-3,5,3 over 6
606,19-Mar-94,1994,32,Southeast,4,Kansas,B12,69,5,Wake Forest,ACC,58,,-1,11,4 over 5
607,19-Mar-94,1994,32,West,1,Missouri,SEC,109,9,Wisconsin,B10,96,,-8,13,1 over 9
608,20-Mar-94,1994,32,Midwest,1,Arkansas,SEC,85,9,Georgetown,BE,73,,-8,12,1 over 9
609,20-Mar-94,1994,32,Southeast,6,Marquette,BE,75,3,Kentucky,SEC,63,,3,12,6 over 3
610,20-Mar-94,1994,32,Southeast,2,Duke,ACC,85,7,Michigan St.,B10,74,,-5,11,2 over 7
611,20-Mar-94,1994,32,West,3,Louisville,ACC,60,6,Minnesota,B10,55,,-3,5,3 over 6
612,20-Mar-94,1994,32,East,9,Boston College,ACC,75,1,North Carolina,ACC,72,,8,3,9 over 1
613,20-Mar-94,1994,32,Midwest,12,Tulsa,Amer,82,4,Oklahoma St.,B12,80,,8,2,12 over 4
614,20-Mar-94,1994,32,East,5,Indiana,B10,67,4,Temple,Amer,58,,1,9,5 over 4
615,20-Mar-94,1994,32,West,2,Arizona,P12,71,7,Virginia,ACC,58,,-5,13,2 over 7
616,24-Mar-94,1994,16,Southeast,1,Purdue,B10,83,4,Kansas,B12,78,,-3,5,1 over 4
617,24-Mar-94,1994,16,West,2,Arizona,P12,82,3,Louisville,ACC,70,,-1,12,2 over 3
618,24-Mar-94,1994,16,Southeast,2,Duke,ACC,59,6,Marquette,BE,49,,-4,10,2 over 6
619,24-Mar-94,1994,16,West,1,Missouri,SEC,98,4,Syracuse,ACC,88,1 OT,-3,10,1 over 4
620,25-Mar-94,1994,16,East,3,Florida,SEC,69,2,Connecticut,Amer,60,1 OT,1,9,3 over 2
621,25-Mar-94,1994,16,East,9,Boston College,ACC,77,5,Indiana,B10,68,,4,9,9 over 5
622,25-Mar-94,1994,16,Midwest,3,Michigan,B10,78,10,Maryland,B10,71,,-7,7,3 over 10
623,25-Mar-94,1994,16,Midwest,1,Arkansas,SEC,103,12,Tulsa,Amer,84,,-11,19,1 over 12
624,26-Mar-94,1994,8,West,2,Arizona,P12,92,1,Missouri,SEC,72,,1,20,2 over 1
625,26-Mar-94,1994,8,Southeast,2,Duke,ACC,69,1,Purdue,B10,60,,1,9,2 over 1
626,27-Mar-94,1994,8,East,3,Florida,SEC,74,9,Boston College,ACC,66,,-6,8,3 over 9
627,27-Mar-94,1994,8,Midwest,1,Arkansas,SEC,76,3,Michigan,B10,68,,-2,8,1 over 3
628,2-Apr-94,1994,4,Final Four,1,Arkansas,SEC,91,2,Arizona,P12,82,,-1,9,1 over 2
629,2-Apr-94,1994,4,Final Four,2,Duke,ACC,70,3,Florida,SEC,65,,-1,5,2 over 3
630,4-Apr-94,1994,Champ,Championship,1,Arkansas,SEC,76,2,Duke,ACC,72,,-1,4,1 over 2
631,16-Mar-95,1995,64,Midwest,12,Miami OH,MAC,71,5,Arizona,P12,62,,7,9,12 over 5
632,16-Mar-95,1995,64,Southeast,5,Arizona St.,P12,81,12,Ball St.,MAC,66,,-7,15,5 over 12
633,16-Mar-95,1995,64,Southeast,9,Tulane,Amer,76,8,BYU,WCC,70,,1,6,9 over 8
634,16-Mar-95,1995,64,West,2,Connecticut,Amer,100,15,Chattanooga,SC,71,,-13,29,2 over 15
635,16-Mar-95,1995,64,Midwest,1,Kansas,B12,82,16,Colgate,Pat,68,,-15,14,1 over 16
636,16-Mar-95,1995,64,East,4,Oklahoma St.,B12,73,13,Drexel,CAA,49,,-9,24,4 over 13
637,16-Mar-95,1995,64,West,3,Maryland,B10,87,14,Gonzaga,WCC,63,,-11,24,3 over 14
638,16-Mar-95,1995,64,Midwest,8,Western Kentucky,CUSA,82,9,Michigan,B10,76,1 OT,-1,6,8 over 9
639,16-Mar-95,1995,64,East,9,Saint Louis,A10,64,8,Minnesota,B10,61,1 OT,1,3,9 over 8
640,16-Mar-95,1995,64,Southeast,1,Kentucky,SEC,113,16,Mount St. Mary's,NEC,67,,-15,46,1 over 16
641,16-Mar-95,1995,64,Midwest,4,Virginia,ACC,96,13,Nicholls St.,Slnd,72,,-9,24,4 over 13
642,16-Mar-95,1995,64,East,1,Wake Forest,ACC,79,16,North Carolina A&T,MEAC,47,,-15,32,1 over 16
643,16-Mar-95,1995,64,Southeast,13,Manhattan,MAAC,77,4,Oklahoma,B12,67,,9,10,13 over 4
644,16-Mar-95,1995,64,West,11,Texas,B12,90,6,Oregon,P12,73,,5,17,11 over 6
645,16-Mar-95,1995,64,East,5,Alabama,SEC,91,12,Penn,Ivy,85,1 OT,-7,6,5 over 12
646,16-Mar-95,1995,64,West,7,Cincinnati,Amer,77,10,Temple,Amer,71,,-3,6,7 over 10
647,17-Mar-95,1995,64,East,10,Stanford,P12,70,7,Charlotte,CUSA,68,,3,2,10 over 7
648,17-Mar-95,1995,64,Southeast,7,Iowa St.,B12,64,10,Florida,SEC,61,,-3,3,7 over 10
649,17-Mar-95,1995,64,West,1,UCLA,P12,92,16,Florida International,NA,56,,-15,36,1 over 16
650,17-Mar-95,1995,64,Midwest,3,Purdue,B10,49,14,Green Bay,Horz,48,,-11,1,3 over 14
651,17-Mar-95,1995,64,East,6,Tulsa,Amer,68,11,Illinois,B10,62,,-5,6,6 over 11
652,17-Mar-95,1995,64,West,8,Missouri,SEC,65,9,Indiana,B10,60,,-1,5,8 over 9
653,17-Mar-95,1995,64,West,4,Utah,P12,76,13,Long Beach St.,BW,64,,-9,12,4 over 13
654,17-Mar-95,1995,64,Midwest,6,Memphis,Amer,77,11,Louisville,ACC,56,,-5,21,6 over 11
655,17-Mar-95,1995,64,Southeast,14,Weber St.,BSky,79,3,Michigan St.,B10,72,,11,7,14 over 3
656,17-Mar-95,1995,64,Southeast,2,North Carolina,ACC,80,15,Murray St.,OVC,70,,-13,10,2 over 15
657,17-Mar-95,1995,64,West,5,Mississippi St.,SEC,75,12,Santa Clara,WCC,67,,-7,8,5 over 12
658,17-Mar-95,1995,64,Midwest,7,Syracuse,ACC,96,10,Southern Illinois,MVC,92,,-3,4,7 over 10
659,17-Mar-95,1995,64,East,2,Massachusetts,A10,68,15,St. Peter's,NA,51,,-13,17,2 over 15
660,17-Mar-95,1995,64,Midwest,2,Arkansas,SEC,79,15,Texas Southern,SWAC,78,,-13,1,2 over 15
661,17-Mar-95,1995,64,East,14,Old Dominion,CUSA,89,3,Villanova,BE,81,3 OT,11,8,14 over 3
662,17-Mar-95,1995,64,Southeast,6,Georgetown,BE,68,11,Xavier,BE,63,,-5,5,6 over 11
663,18-Mar-95,1995,32,East,4,Oklahoma St.,B12,66,5,Alabama,SEC,52,,-1,14,4 over 5
664,18-Mar-95,1995,32,West,2,Connecticut,Amer,96,7,Cincinnati,Amer,91,,-5,5,2 over 7
665,18-Mar-95,1995,32,Southeast,5,Arizona St.,P12,64,13,Manhattan,MAAC,54,,-8,10,5 over 13
666,18-Mar-95,1995,32,Midwest,4,Virginia,ACC,60,12,Miami OH,MAC,54,1 OT,-8,6,4 over 12
667,18-Mar-95,1995,32,East,1,Wake Forest,ACC,64,9,Saint Louis,A10,59,,-8,5,1 over 9
668,18-Mar-95,1995,32,West,3,Maryland,B10,82,11,Texas,B12,68,,-8,14,3 over 11
669,18-Mar-95,1995,32,Southeast,1,Kentucky,SEC,82,9,Tulane,Amer,60,,-8,22,1 over 9
670,18-Mar-95,1995,32,Midwest,1,Kansas,B12,75,8,Western Kentucky,CUSA,70,,-7,5,1 over 8
671,19-Mar-95,1995,32,Southeast,2,North Carolina,ACC,73,7,Iowa St.,B12,51,,-5,22,2 over 7
672,19-Mar-95,1995,32,West,1,UCLA,P12,75,8,Missouri,SEC,74,,-7,1,1 over 8
673,19-Mar-95,1995,32,East,6,Tulsa,Amer,64,14,Old Dominion,CUSA,52,,-8,12,6 over 14
674,19-Mar-95,1995,32,Midwest,6,Memphis,Amer,75,3,Purdue,B10,73,,3,2,6 over 3
675,19-Mar-95,1995,32,East,2,Massachusetts,A10,75,10,Stanford,P12,53,,-8,22,2 over 10
676,19-Mar-95,1995,32,Midwest,2,Arkansas,SEC,96,7,Syracuse,ACC,94,1 OT,-5,2,2 over 7
677,19-Mar-95,1995,32,West,5,Mississippi St.,SEC,78,4,Utah,P12,64,,1,14,5 over 4
678,19-Mar-95,1995,32,Southeast,6,Georgetown,BE,53,14,Weber St.,BSky,51,,-8,2,6 over 14
679,23-Mar-95,1995,16,Southeast,1,Kentucky,SEC,97,5,Arizona St.,P12,73,,-4,24,1 over 5
680,23-Mar-95,1995,16,Southeast,2,North Carolina,ACC,74,6,Georgetown,BE,64,,-4,10,2 over 6
681,23-Mar-95,1995,16,West,2,Connecticut,Amer,99,3,Maryland,B10,89,,-1,10,2 over 3
682,23-Mar-95,1995,16,West,1,UCLA,P12,86,5,Mississippi St.,SEC,67,,-4,19,1 over 5
683,24-Mar-95,1995,16,Midwest,4,Virginia,ACC,67,1,Kansas,B12,58,,3,9,4 over 1
684,24-Mar-95,1995,16,Midwest,2,Arkansas,SEC,96,6,Memphis,Amer,91,1 OT,-4,5,2 over 6
685,24-Mar-95,1995,16,East,2,Massachusetts,A10,76,6,Tulsa,Amer,51,,-4,25,2 over 6
686,24-Mar-95,1995,16,East,4,Oklahoma St.,B12,71,1,Wake Forest,ACC,66,,3,5,4 over 1
687,25-Mar-95,1995,8,West,1,UCLA,P12,102,2,Connecticut,Amer,96,,-1,6,1 over 2
688,25-Mar-95,1995,8,Southeast,2,North Carolina,ACC,74,1,Kentucky,SEC,61,,1,13,2 over 1
689,26-Mar-95,1995,8,East,4,Oklahoma St.,B12,68,2,Massachusetts,A10,54,,2,14,4 over 2
690,26-Mar-95,1995,8,Midwest,2,Arkansas,SEC,68,4,Virginia,ACC,61,,-2,7,2 over 4
691,1-Apr-95,1995,4,Final Four,2,Arkansas,SEC,75,2,North Carolina,ACC,68,,0,7,2 over 2
692,1-Apr-95,1995,4,Final Four,1,UCLA,P12,74,4,Oklahoma St.,B12,61,,-3,13,1 over 4
693,3-Apr-95,1995,Champ,Championship,1,UCLA,P12,89,2,Arkansas,SEC,78,,-1,11,1 over 2
694,14-Mar-96,1996,64,East,9,Stanford,P12,66,8,Bradley,MVC,58,,1,8,9 over 8
695,14-Mar-96,1996,64,Midwest,5,Iowa St.,B12,74,12,California,P12,64,,-7,10,5 over 12
696,14-Mar-96,1996,64,Midwest,4,Utah,P12,72,13,Canisius,MAAC,43,,-9,29,4 over 13
697,14-Mar-96,1996,64,West,8,Georgia,SEC,81,9,Clemson,ACC,74,,-1,7,8 over 9
698,14-Mar-96,1996,64,Southeast,1,Connecticut,Amer,68,16,Colgate,Pat,59,,-15,9,1 over 16
699,14-Mar-96,1996,64,Southeast,9,Eastern Michigan,MAC,75,8,Duke,ACC,60,,1,15,9 over 8
700,14-Mar-96,1996,64,Midwest,9,Virginia Tech,ACC,61,8,Green Bay,Horz,48,,1,13,9 over 8
701,14-Mar-96,1996,64,West,12,Drexel,CAA,75,5,Memphis,Amer,63,,7,12,12 over 5
702,14-Mar-96,1996,64,East,4,Marquette,BE,68,13,Monmouth,MAAC,44,,-9,24,4 over 13
703,14-Mar-96,1996,64,West,4,Syracuse,ACC,88,13,Montana St.,BSky,55,,-9,33,4 over 13
704,14-Mar-96,1996,64,East,12,Arkansas,SEC,86,5,Penn St.,B10,80,,7,6,12 over 5
705,14-Mar-96,1996,64,Midwest,1,Kentucky,SEC,110,16,San Jose St.,MWC,72,,-15,38,1 over 16
706,14-Mar-96,1996,64,East,1,Massachusetts,A10,92,16,UCF,Amer,70,,-15,22,1 over 16
707,14-Mar-96,1996,64,Southeast,13,Princeton,Ivy,43,4,UCLA,P12,41,,9,2,13 over 4
708,14-Mar-96,1996,64,Southeast,5,Mississippi St.,SEC,58,12,VCU,A10,51,,-7,7,5 over 12
709,14-Mar-96,1996,64,West,1,Purdue,B10,73,16,Western Carolina,SC,71,,-15,2,1 over 16
710,15-Mar-96,1996,64,Southeast,3,Georgia Tech,ACC,90,14,Austin Peay,OVC,79,,-11,11,3 over 14
711,15-Mar-96,1996,64,West,6,Iowa,B10,81,11,George Washington,A10,79,,-5,2,6 over 11
712,15-Mar-96,1996,64,Southeast,11,Boston College,ACC,64,6,Indiana,B10,51,,5,13,11 over 6
713,15-Mar-96,1996,64,East,7,New Mexico,MWC,69,10,Kansas St.,B12,48,,-3,21,7 over 10
714,15-Mar-96,1996,64,Midwest,2,Wake Forest,ACC,62,15,Louisiana Monroe,SB,50,,-13,12,2 over 15
715,15-Mar-96,1996,64,West,10,Santa Clara,WCC,91,7,Maryland,B10,79,,3,12,10 over 7
716,15-Mar-96,1996,64,Midwest,10,Texas,B12,80,7,Michigan,B10,76,,3,4,10 over 7
717,15-Mar-96,1996,64,East,2,Georgetown,BE,93,15,Mississippi Valley,NA,56,,-13,37,2 over 15
718,15-Mar-96,1996,64,East,6,North Carolina,ACC,83,11,New Orleans,Slnd,62,,-5,21,6 over 11
719,15-Mar-96,1996,64,Southeast,2,Cincinnati,Amer,66,15,North Carolina Greensboro,NA,61,,-13,5,2 over 15
720,15-Mar-96,1996,64,East,3,Texas Tech,B12,74,14,Northern Illinois,MAC,73,,-11,1,3 over 14
721,15-Mar-96,1996,64,Southeast,7,Temple,Amer,61,10,Oklahoma,B12,43,,-3,18,7 over 10
722,15-Mar-96,1996,64,Midwest,3,Villanova,BE,92,14,Portland,WCC,58,,-11,34,3 over 14
723,15-Mar-96,1996,64,West,2,Kansas,B12,92,15,South Carolina St.,MEAC,54,,-13,38,2 over 15
