"","year","budget","company","country","director","genre","gross","name","rating","released","runtime","score","star","votes","writer","Factor","Dollar","Equivalent","Newbudget","Newgross"
"4630",2007,1.8e+07,"Dimension Films","USA","Frank Darabont","Horror",25593755,"The Mist","R","2007-11-21",126,7.2,"Thomas Jane",239527,"Frank Darabont",1.2,"$2,018.00 ","$2,414.32 ",21600000,30712506
"4631",2007,1.9e+07,"LivePlanet","USA","Ben Affleck","Crime",20300218,"Gone Baby Gone","R","2007-10-19",114,7.7,"Morgan Freeman",212956,"Ben Affleck",1.2,"$2,018.00 ","$2,414.32 ",22800000,24360261.6
"4632",2007,3e+08,"Walt Disney Pictures","USA","Gore Verbinski","Action",309420425,"Pirates of the Caribbean: At World's End","PG-13","2007-05-25",169,7.1,"Johnny Depp",514191,"Ted Elliott",1.2,"$2,018.00 ","$2,414.32 ",3.6e+08,371304510
"4633",2007,2e+07,"Columbia Pictures","USA","Greg Mottola","Comedy",121463226,"Superbad","R","2007-08-17",113,7.6,"Michael Cera",450691,"Seth Rogen",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,145755871.2
"4634",2007,1.5e+08,"Warner Bros.","USA","Francis Lawrence","Drama",256386216,"I Am Legend","PG-13","2007-12-14",101,7.2,"Will Smith",579646,"Mark Protosevich",1.2,"$2,018.00 ","$2,414.32 ",1.8e+08,307663459.2
"4635",2007,3e+07,"Warner Bros.","USA","Kirsten Sheridan","Drama",31655091,"August Rush","PG","2007-11-21",114,7.5,"Freddie Highmore",92924,"Nick Castle",1.2,"$2,018.00 ","$2,414.32 ",3.6e+07,37986109.2
"4636",2007,0,"New Line Cinema","USA","Gregory Hoblit","Crime",39015018,"Fracture","R","2007-04-20",113,7.2,"Anthony Hopkins",152773,"Daniel Pyne",1.2,"$2,018.00 ","$2,414.32 ",0,46818021.6
"4637",2007,3e+07,"Universal Pictures","UK","Joe Wright","Drama",50927067,"Atonement","R","2008-01-11",123,7.8,"Keira Knightley",207447,"Ian McEwan",1.2,"$2,018.00 ","$2,414.32 ",3.6e+07,61112480.4
"4638",2007,2.58e+08,"Columbia Pictures","USA","Sam Raimi","Action",336530303,"Spider-Man 3","PG-13","2007-05-04",139,6.2,"Tobey Maguire",416842,"Sam Raimi",1.2,"$2,018.00 ","$2,414.32 ",309600000,403836363.6
"4639",2007,1.5e+07,"Dimension Films","USA","Rob Zombie","Horror",58272029,"Halloween","R","2007-08-31",109,6.1,"Scout Taylor-Compton",93548,"Rob Zombie",1.2,"$2,018.00 ","$2,414.32 ",1.8e+07,69926434.8
"4640",2007,7.5e+07,"New Line Cinema","USA","Adam Shankman","Comedy",118871849,"Hairspray","PG","2007-07-20",117,6.7,"John Travolta",104717,"Leslie Dixon",1.2,"$2,018.00 ","$2,414.32 ",9e+07,142646218.8
"4641",2007,1.5e+08,"Pixar Animation Studios","USA","Brad Bird","Animation",206445654,"Ratatouille","G","2007-06-29",111,8,"Brad Garrett",516560,"Brad Bird",1.2,"$2,018.00 ","$2,414.32 ",1.8e+08,247734784.8
"4642",2007,3e+07,"Warner Bros.","USA","Andrew Dominik","Biography",3904982,"The Assassination of Jesse James by the Coward Robert Ford","R","2007-10-19",160,7.5,"Brad Pitt",146553,"Andrew Dominik",1.2,"$2,018.00 ","$2,414.32 ",3.6e+07,4685978.4
"4643",2007,0,"DNA Films","UK","Danny Boyle","Adventure",3675753,"Sunshine","R","2007-07-27",107,7.3,"Cillian Murphy",204114,"Alex Garland",1.2,"$2,018.00 ","$2,414.32 ",0,4410903.6
"4644",2007,7500000,"Fox Searchlight Pictures","USA","Jason Reitman","Comedy",143495265,"Juno","PG-13","2007-12-25",96,7.5,"Ellen Page",439421,"Diablo Cody",1.2,"$2,018.00 ","$2,414.32 ",9e+06,172194318
"4645",2007,1.5e+07,"Celluloid Dreams","USA","Michael Haneke","Crime",1294640,"Funny Games","R","2008-09-26",111,6.5,"Naomi Watts",75924,"Michael Haneke",1.2,"$2,018.00 ","$2,414.32 ",1.8e+07,1553568
"4646",2007,8.5e+07,"Walt Disney Pictures","USA","Kevin Lima","Animation",127807262,"Enchanted","PG","2007-11-21",107,7.1,"Amy Adams",153161,"Bill Kelly",1.2,"$2,018.00 ","$2,414.32 ",1.02e+08,153368714.4
"4647",2007,1.8e+08,"New Line Cinema","UK","Chris Weitz","Adventure",70107728,"The Golden Compass","PG-13","2007-12-07",113,6.1,"Nicole Kidman",157342,"Chris Weitz",1.2,"$2,018.00 ","$2,414.32 ",2.16e+08,84129273.6
"4648",2007,1e+08,"Universal Pictures","USA","Ridley Scott","Biography",130164645,"American Gangster","R","2007-11-02",157,7.8,"Denzel Washington",342994,"Steven Zaillian",1.2,"$2,018.00 ","$2,414.32 ",1.2e+08,156197574
"4649",2007,5e+07,"DreamWorks","USA","Tim Burton","Drama",52898073,"Sweeney Todd: The Demon Barber of Fleet Street","R","2007-12-21",116,7.4,"Johnny Depp",301732,"John Logan",1.2,"$2,018.00 ","$2,414.32 ",6e+07,63477687.6
"4650",2007,1.1e+08,"Universal Pictures","USA","Paul Greengrass","Action",227471070,"The Bourne Ultimatum","PG-13","2007-08-03",115,8.1,"Matt Damon",537243,"Tony Gilroy",1.2,"$2,018.00 ","$2,414.32 ",1.32e+08,272965284
"4651",2007,1.5e+08,"Paramount Pictures","USA","Robert Zemeckis","Animation",82161969,"Beowulf","PG-13","2007-11-16",115,6.2,"Ray Winstone",148203,"Neil Gaiman",1.2,"$2,018.00 ","$2,414.32 ",1.8e+08,98594362.8
"4652",2007,1.5e+07,"Fox Atomic","UK","Juan Carlos Fresnadillo","Drama",28638916,"28 Weeks Later","R","2007-05-11",100,7,"Jeremy Renner",225731,"Rowan Joffe",1.2,"$2,018.00 ","$2,414.32 ",1.8e+07,34366699.2
"4653",2007,3e+07,"Alcon Entertainment","USA","Richard LaGravenese","Drama",53695808,"P.S. I Love You","PG-13","2007-12-21",126,7.1,"Hilary Swank",180134,"Richard LaGravenese",1.2,"$2,018.00 ","$2,414.32 ",3.6e+07,64434969.6
"4654",2007,2.5e+07,"Dimension Films","USA","Mikael Håfström","Horror",71985628,"1408","PG-13","2007-06-22",104,6.8,"John Cusack",226504,"Matt Greenberg",1.2,"$2,018.00 ","$2,414.32 ",3e+07,86382753.6
"4655",2007,3e+07,"Universal Pictures","USA","Judd Apatow","Comedy",148734225,"Knocked Up","R","2007-06-01",129,7,"Seth Rogen",313748,"Judd Apatow",1.2,"$2,018.00 ","$2,414.32 ",3.6e+07,178481070
"4656",2007,0,"Kudos Film and Television","UK","David Cronenberg","Crime",17114882,"Eastern Promises","R","2007-09-21",100,7.7,"Naomi Watts",201552,"Steven Knight",1.2,"$2,018.00 ","$2,414.32 ",0,20537858.4
"4657",2007,2.4e+07,"Twentieth Century Fox Film Corporation","France","Xavier Gens","Action",39687694,"Hitman - Agente 47","R","2007-11-21",100,6.3,"Timothy Olyphant",146777,"Skip Woods",1.2,"$2,018.00 ","$2,414.32 ",28800000,47625232.8
"4658",2007,1.1e+08,"Twentieth Century Fox Film Corporation","USA","Len Wiseman","Action",134529403,"Live Free or Die Hard","PG-13","2007-06-27",128,7.2,"Bruce Willis",352297,"Mark Bomback",1.2,"$2,018.00 ","$2,414.32 ",1.32e+08,161435283.6
"4659",2007,4.5e+07,"Revolution Studios","USA","Julie Taymor","Drama",24343673,"Across the Universe","PG-13","2007-10-12",133,7.4,"Evan Rachel Wood",96537,"Dick Clement",1.2,"$2,018.00 ","$2,414.32 ",5.4e+07,29212407.6
"4660",2007,5.3e+07,"Dimension Films","USA","Robert Rodriguez","Action",25031037,"Grindhouse","R","2007-04-06",191,7.6,"Kurt Russell",162394,"Robert Rodriguez",1.2,"$2,018.00 ","$2,414.32 ",63600000,30037244.4
"4661",2007,1.7e+07,"Walden Media","USA","Gabor Csupo","Adventure",82272442,"Bridge to Terabithia","PG","2007-02-16",96,7.2,"Josh Hutcherson",119947,"Jeff Stockwell",1.2,"$2,018.00 ","$2,414.32 ",20400000,98726930.4
"4662",2007,1.1e+08,"Columbia Pictures Corporation","USA","Mark Steven Johnson","Action",115802596,"Ghost Rider","PG-13","2007-02-16",114,5.2,"Nicolas Cage",194164,"Mark Steven Johnson",1.2,"$2,018.00 ","$2,414.32 ",1.32e+08,138963115.2
"4663",2007,17500000,"Fox Searchlight Pictures","USA","Wes Anderson","Adventure",11902715,"The Darjeeling Limited","R","2007-10-26",91,7.2,"Owen Wilson",149906,"Wes Anderson",1.2,"$2,018.00 ","$2,414.32 ",2.1e+07,14283258
"4664",2007,1e+07,"Lionsgate","USA","Eli Roth","Horror",17609452,"Hostel: Part II","R","2007-06-08",94,5.5,"Lauren German",74531,"Eli Roth",1.2,"$2,018.00 ","$2,414.32 ",1.2e+07,21131342.4
"4665",2007,2e+07,"DreamWorks","USA","D.J. Caruso","Drama",80209692,"Disturbia","PG-13","2007-04-13",105,6.9,"Shia LaBeouf",196330,"Christopher Landon",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,96251630.4
"4666",2007,3.2e+07,"New Line Cinema","USA","Joel Schumacher","Mystery",35193167,"The Number 23","R","2007-02-23",101,6.4,"Jim Carrey",174137,"Fernley Phillips",1.2,"$2,018.00 ","$2,414.32 ",38400000,42231800.4
"4667",2007,1e+07,"Scott Rudin Productions","USA","Noah Baumbach","Comedy",1959420,"Margot at the Wedding","R","2007-12-14",93,6.1,"Nicole Kidman",16620,"Noah Baumbach",1.2,"$2,018.00 ","$2,414.32 ",1.2e+07,2351304
"4668",2007,1.4e+08,"New Line Cinema","USA","Brett Ratner","Action",140125968,"Rush Hour 3","PG-13","2007-08-10",91,6.2,"Jackie Chan",130138,"Jeff Nathanson",1.2,"$2,018.00 ","$2,414.32 ",1.68e+08,168151161.6
"4669",2007,0,"Forensic Films","USA","David Ross","Drama",40677,"The Babysitters","R","2011-05-13",88,5.7,"Lauren Birkell",9225,"David Ross",1.2,"$2,018.00 ","$2,414.32 ",0,48812.4
"4670",2007,5.5e+07,"Lionsgate","USA","James Mangold","Adventure",53606916,"3:10 to Yuma","R","2007-09-07",122,7.7,"Russell Crowe",252471,"Halsted Welles",1.2,"$2,018.00 ","$2,414.32 ",6.6e+07,64328299.2
"4671",2007,1.6e+08,"DreamWorks Animation","USA","Chris Miller","Animation",320706665,"Shrek the Third","PG","2007-05-18",93,6.1,"Mike Myers",230142,"Jeffrey Price",1.2,"$2,018.00 ","$2,414.32 ",1.92e+08,384847998
"4672",2007,1.75e+08,"Universal Pictures","USA","Tom Shadyac","Comedy",100462298,"Evan Almighty","PG","2007-06-22",96,5.4,"Steve Carell",121468,"Steve Oedekerk",1.2,"$2,018.00 ","$2,414.32 ",2.1e+08,120554757.6
"4673",2007,0,"Esta Vivo! Laboratorio de Nuevos Talentos","Spain","J.A. Bayona","Drama",7161284,"The Orphanage","R","2008-01-11",105,7.5,"Belén Rueda",128109,"Sergio G. Sánchez",1.2,"$2,018.00 ","$2,414.32 ",0,8593540.8
"4674",2007,1.2e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Craig Gillespie","Comedy",5972884,"Lars and the Real Girl","PG-13","2007-11-02",106,7.4,"Ryan Gosling",122310,"Nancy Oliver",1.2,"$2,018.00 ","$2,414.32 ",14400000,7167460.8
"4675",2007,4e+07,"Twentieth Century Fox Film Corporation","USA","Colin Strause","Action",41797066,"Aliens vs. Predator: Requiem","R","2007-12-25",94,4.7,"Reiko Aylesworth",100087,"Shane Salerno",1.2,"$2,018.00 ","$2,414.32 ",4.8e+07,50156479.2
"4676",2007,2e+07,"Universal Pictures","USA","James Wan","Horror",16809076,"Dead Silence","R","2007-03-16",89,6.2,"Ryan Kwanten",73126,"Leigh Whannell",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,20170891.2
"4677",2007,3.2e+07,"Columbia Pictures","USA","David Slade","Horror",39568996,"30 Days of Night","R","2007-10-19",113,6.6,"Josh Hartnett",146606,"Steve Niles",1.2,"$2,018.00 ","$2,414.32 ",38400000,47482795.2
"4678",2007,1e+07,"Twisted Pictures","USA","Darren Lynn Bousman","Horror",63300095,"Saw IV","R","2007-10-26",93,5.9,"Tobin Bell",119307,"Patrick Melton",1.2,"$2,018.00 ","$2,414.32 ",1.2e+07,75960114
"4679",2007,8.5e+07,"Warner Bros.","USA","Steven Soderbergh","Crime",117154724,"Ocean's Thirteen","PG-13","2007-06-08",122,6.9,"George Clooney",274708,"Brian Koppelman",1.2,"$2,018.00 ","$2,414.32 ",1.02e+08,140585668.8
"4680",2007,1.5e+08,"DreamWorks Animation","USA","Simon J. Smith","Animation",126631277,"Bee Movie","PG","2007-11-02",91,6.1,"Jerry Seinfeld",115409,"Jerry Seinfeld",1.2,"$2,018.00 ","$2,414.32 ",1.8e+08,151957532.4
"4681",2007,2.1e+07,"Paramount Pictures","Germany","Richard LaGravenese","Biography",36605602,"Escritores de la libertad","PG-13","2007-01-05",123,7.5,"Hilary Swank",56827,"Richard LaGravenese",1.2,"$2,018.00 ","$2,414.32 ",25200000,43926722.4
"4682",2007,4.5e+07,"Warner Bros.","USA","Rob Reiner","Adventure",93466502,"The Bucket List","PG-13","2008-01-11",97,7.4,"Jack Nicholson",198697,"Justin Zackham",1.2,"$2,018.00 ","$2,414.32 ",5.4e+07,112159802.4
"4683",2007,6e+07,"DreamWorks","USA","Bobby Farrelly","Comedy",36787257,"The Heartbreak Kid","R","2007-10-05",116,5.8,"Ben Stiller",75859,"Scot Armstrong",1.2,"$2,018.00 ","$2,414.32 ",7.2e+07,44144708.4
"4684",2007,15000,"Solana Films","USA","Oren Peli","Horror",107918810,"Paranormal Activity","R","2009-10-16",86,6.3,"Katie Featherston",195668,"Oren Peli",1.2,"$2,018.00 ","$2,414.32 ",18000,129502572
"4685",2007,2e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Bruce A. Evans","Crime",28476219,"Mr. Brooks","R","2007-06-01",120,7.3,"Kevin Costner",129919,"Bruce A. Evans",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,34171462.8
"4686",2007,7.5e+07,"Twentieth Century Fox Film Corporation","USA","David Silverman","Animation",183135014,"The Simpsons Movie","PG-13","2007-07-27",87,7.4,"Dan Castellaneta",273363,"James L. Brooks",1.2,"$2,018.00 ","$2,414.32 ",9e+07,219762016.8
"4687",2007,7.5e+07,"Universal Pictures","USA","Mike Nichols","Biography",66661095,"Charlie Wilson's War","R","2007-12-21",102,7.1,"Tom Hanks",94070,"Aaron Sorkin",1.2,"$2,018.00 ","$2,414.32 ",9e+07,79993314
"4688",2007,5e+07,"Young Hannibal Productions","UK","Peter Webber","Crime",27670986,"Hannibal Rising","R","2007-02-09",121,6.2,"Gaspard Ulliel",91666,"Thomas Harris",1.2,"$2,018.00 ","$2,414.32 ",6e+07,33205183.2
"4689",2007,0,"Légende Films","France","Olivier Dahan","Biography",10301706,"La Vie en Rose","PG-13","2007-07-20",140,7.6,"Marion Cotillard",71319,"Isabelle Sobelman",1.2,"$2,018.00 ","$2,414.32 ",0,12362047.2
"4690",2007,2.2e+07,"Walt Disney Pictures","USA","Andy Fickman","Comedy",90648202,"The Game Plan","PG","2007-09-28",110,6.2,"Dwayne Johnson",48000,"Nichole Millard",1.2,"$2,018.00 ","$2,414.32 ",26400000,108777842.4
"4691",2007,8.5e+07,"Universal Pictures","USA","Dennis Dugan","Comedy",120059556,"I Now Pronounce You Chuck & Larry","PG-13","2007-07-20",115,6,"Adam Sandler",126092,"Barry Fanaro",1.2,"$2,018.00 ","$2,414.32 ",1.02e+08,144071467.2
"4692",2007,4.5e+07,"Constantin Film","France","Russell Mulcahy","Action",50648679,"Resident Evil: Extinction","R","2007-09-21",94,6.3,"Milla Jovovich",162711,"Paul W.S. Anderson",1.2,"$2,018.00 ","$2,414.32 ",5.4e+07,60778414.8
"4693",2007,1.3e+08,"Twentieth Century Fox Film Corporation","USA","Tim Story","Action",131921738,"Fantastic 4: Rise of the Silver Surfer","PG","2007-06-15",92,5.6,"Ioan Gruffudd",223740,"Don Payne",1.2,"$2,018.00 ","$2,414.32 ",1.56e+08,158306085.6
"4694",2007,7e+07,"Paramount Pictures","USA","Lee Tamahori","Action",18211013,"Next","PG-13","2007-04-27",96,6.2,"Nicolas Cage",131848,"Gary Goldman",1.2,"$2,018.00 ","$2,414.32 ",8.4e+07,21853215.6
"4695",2007,2.5e+07,"Touchstone Pictures","USA","Peter Hedges","Comedy",47642963,"Dan in Real Life","PG-13","2007-10-26",98,6.8,"Steve Carell",89881,"Pierce Gardner",1.2,"$2,018.00 ","$2,414.32 ",3e+07,57171555.6
"4696",2007,9e+06,"Sidney Kimmel Entertainment","USA","Frank Oz","Comedy",8579684,"Death at a Funeral","R","2007-09-07",87,7.4,"Matthew Macfadyen",95249,"Dean Craig",1.2,"$2,018.00 ","$2,414.32 ",10800000,10295620.8
"4697",2007,3.9e+07,"New Line Cinema","USA","Michael Davis","Action",12807139,"Shoot 'Em Up","R","2007-09-07",86,6.7,"Clive Owen",134902,"Michael Davis",1.2,"$2,018.00 ","$2,414.32 ",46800000,15368566.8
"4698",2007,1.3e+08,"Walt Disney Pictures","USA","Jon Turteltaub","Action",219964115,"National Treasure: Book of Secrets","PG","2007-12-21",124,6.5,"Nicolas Cage",193052,"Marianne Wibberley",1.2,"$2,018.00 ","$2,414.32 ",1.56e+08,263956938
"4699",2007,0,"Paramount Pictures","USA","Akiva Schaffer","Comedy",13920741,"Hot Rod","PG-13","2007-08-03",100,6.7,"Andy Samberg",64550,"Pam Brady",1.2,"$2,018.00 ","$2,414.32 ",0,16704889.2
"4700",2007,2.5e+07,"Lionsgate","USA","Mark Helfrich","Comedy",34925283,"Good Luck Chuck","R","2007-09-21",101,5.6,"Dane Cook",77598,"Josh Stolberg",1.2,"$2,018.00 ","$2,414.32 ",3e+07,41910339.6
"4701",2007,2.5e+07,"Samuels Media","USA","Tony Gilroy","Crime",49033882,"Michael Clayton","R","2007-10-12",119,7.3,"George Clooney",140798,"Tony Gilroy",1.2,"$2,018.00 ","$2,414.32 ",3e+07,58840658.4
"4702",2007,0,"Bórd Scannán na hÉireann","Ireland","John Carney","Drama",9439923,"Once","R","2007-06-15",85,7.9,"Glen Hansard",98719,"John Carney",1.2,"$2,018.00 ","$2,414.32 ",0,11327907.6
"4703",2007,6.1e+07,"DreamWorks","USA","Josh Gordon","Comedy",118594548,"Blades of Glory","PG-13","2007-03-30",100,6.3,"Will Ferrell",137537,"Jeff Cox",1.2,"$2,018.00 ","$2,414.32 ",73200000,142313457.6
"4704",2007,3.5e+07,"Dino De Laurentiis Company","UK","Doug Lefler","Action",5932060,"The Last Legion","PG-13","2007-08-17",102,5.4,"Colin Firth",30987,"Jez Butterworth",1.2,"$2,018.00 ","$2,414.32 ",4.2e+07,7118472
"4705",2007,6e+07,"DreamWorks","USA","Brian Robbins","Comedy",95673607,"Norbit","PG-13","2007-02-09",100,4,"Eddie Murphy",56668,"Eddie Murphy",1.2,"$2,018.00 ","$2,414.32 ",7.2e+07,114808328.4
"4706",2007,2e+07,"Killer Films","Germany","Todd Haynes","Biography",4017609,"Mi historia sin mi","R","2007-12-07",135,7,"Christian Bale",50599,"Todd Haynes",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,4821130.8
"4707",2007,1.5e+08,"Walt Disney Animation Studios","USA","Stephen J. Anderson","Animation",97822171,"Meet the Robinsons","G","2007-03-30",95,6.9,"Daniel Hansen",72807,"Jon Bernstein",1.2,"$2,018.00 ","$2,414.32 ",1.8e+08,117386605.2
"4708",2007,2e+07,"Twentieth Century Fox Film Corporation","USA","James Wan","Action",9525276,"Death Sentence","R","2007-08-31",105,6.8,"Kevin Bacon",62804,"Ian Mackenzie Jeffers",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,11430331.2
"4709",2007,2.5e+07,"Universal Pictures","UK","Steve Bendelack","Comedy",33302167,"Mr. Bean's Holiday","PG","2007-08-24",90,6.3,"Rowan Atkinson",96177,"Rowan Atkinson",1.2,"$2,018.00 ","$2,414.32 ",3e+07,39962600.4
"4710",2007,0,"Pierpoline Films","USA","Mitchell Lichtenstein","Comedy",347578,"Teeth","R","2008-04-03",94,5.4,"Jess Weixler",36169,"Mitchell Lichtenstein",1.2,"$2,018.00 ","$2,414.32 ",0,417093.6
"4711",2007,4e+06,"Zazen Produções","Brazil","José Padilha","Action",8060,"Elite Squad","R","2008-05-30",115,8.1,"Wagner Moura",86772,"André Batista",1.2,"$2,018.00 ","$2,414.32 ",4800000,9672
"4712",2007,0,"Touchstone Pictures","USA","Walt Becker","Action",168273550,"Wild Hogs","PG-13","2007-03-02",100,5.9,"Tim Allen",104256,"Brad Copeland",1.2,"$2,018.00 ","$2,414.32 ",0,201928260
"4713",2007,6e+07,"Fox 2000 Pictures","USA","Tim Hill","Animation",217326974,"Alvin and the Chipmunks","PG","2007-12-14",92,5.2,"Jason Lee",62132,"Jon Vitti",1.2,"$2,018.00 ","$2,414.32 ",7.2e+07,260792368.8
"4714",2007,2e+07,"Avi Arad & Associates","USA","Sean McNamara","Comedy",10005534,"Bratz","PG","2007-08-03",100,2.9,"Skyler Shaye",15573,"Susan Estelle Jansen",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,12006640.8
"4715",2007,2e+07,"Regency Enterprises","USA","Jason Friedberg","Adventure",39739367,"Epic Movie","PG-13","2007-01-26",86,2.3,"Kal Penn",93481,"Jason Friedberg",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,47687240.4
"4716",2007,1.5e+07,"Fox Atomic","USA","Martin Weisz","Action",20804166,"The Hills Have Eyes II","R","2007-03-23",89,5.1,"Daniella Alonso",53021,"Wes Craven",1.2,"$2,018.00 ","$2,414.32 ",1.8e+07,24964999.2
"4717",2007,8e+07,"Warner Bros.","USA","Oliver Hirschbiegel","Sci-Fi",15071514,"The Invasion","PG-13","2007-08-17",99,5.9,"Nicole Kidman",67939,"David Kajganich",1.2,"$2,018.00 ","$2,414.32 ",9.6e+07,18085816.8
"4718",2007,1.8e+07,"Capitol Films","USA","Sidney Lumet","Crime",7083025,"Before the Devil Knows You're Dead","R","2007-10-26",117,7.3,"Philip Seymour Hoffman",85707,"Kelly Masterson",1.2,"$2,018.00 ","$2,414.32 ",21600000,8499630
"4719",2007,4e+07,"Castle Rock Entertainment","USA","Marc Lawrence","Comedy",50572589,"Music and Lyrics","PG-13","2007-02-14",95,6.5,"Hugh Grant",86258,"Marc Lawrence",1.2,"$2,018.00 ","$2,414.32 ",4.8e+07,60687106.8
"4720",2007,5.5e+07,"Universal Pictures","UK","Shekhar Kapur","Biography",16285240,"Elizabeth: The Golden Age","PG-13","2007-10-12",114,6.9,"Cate Blanchett",58073,"William Nicholson",1.2,"$2,018.00 ","$2,414.32 ",6.6e+07,19542288
"4721",2007,8600000,"The Weinstein Company","USA","Joby Harold","Crime",14377198,"Awake","R","2007-11-30",84,6.5,"Hayden Christensen",66246,"Joby Harold",1.2,"$2,018.00 ","$2,414.32 ",10320000,17252637.6
"4722",2007,3.5e+07,"Apatow Productions","USA","Jake Kasdan","Comedy",18317151,"Walk Hard: The Dewey Cox Story","R","2007-12-21",96,6.7,"John C. Reilly",58230,"Judd Apatow",1.2,"$2,018.00 ","$2,414.32 ",4.2e+07,21980581.2
"4723",2007,2600000,"Karbo Vantas Entertainment","Spain","Nacho Vigalondo","Horror",38108,"Rewind","R","2009-02-06",92,7.2,"Karra Elejalde",46642,"Nacho Vigalondo",1.2,"$2,018.00 ","$2,414.32 ",3120000,45729.6
"4724",2007,7e+07,"Universal Pictures","USA","Peter Berg","Action",47536778,"The Kingdom","R","2007-09-28",110,7.1,"Jamie Foxx",106339,"Matthew Michael Carnahan",1.2,"$2,018.00 ","$2,414.32 ",8.4e+07,57044133.6
"4725",2007,2e+07,"Relativity Media","USA","Mike Binder","Drama",19661987,"Reign Over Me","R","2007-03-23",124,7.5,"Adam Sandler",86887,"Mike Binder",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,23594384.4
"4726",2007,1e+07,"Focus Features","USA","Dave Meyers","Horror",16472961,"The Hitcher","R","2007-01-19",84,5.6,"Sean Bean",36616,"Eric Red",1.2,"$2,018.00 ","$2,414.32 ",1.2e+07,19767553.2
"4727",2007,0,"GP Pictures","USA","Jonah Markowitz","Drama",142666,"Shelter","R","2009-04-16",97,7.8,"Trevor Wright",17462,"Jonah Markowitz",1.2,"$2,018.00 ","$2,414.32 ",0,171199.2
"4728",2007,3.5e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Robert Redford","Drama",14998070,"Lions for Lambs","R","2007-11-09",92,6.2,"Tom Cruise",42926,"Matthew Michael Carnahan",1.2,"$2,018.00 ","$2,414.32 ",4.2e+07,17997684
"4729",2007,1.9e+07,"Screen Gems","USA","Nimród Antal","Horror",19363565,"Vacancy","R","2007-04-20",85,6.2,"Kate Beckinsale",84066,"Mark L. Smith",1.2,"$2,018.00 ","$2,414.32 ",22800000,23236278
"4730",2007,2e+07,"DreamWorks","USA","Marc Forster","Drama",15800078,"The Kite Runner","PG-13","2008-01-11",128,7.6,"Khalid Abdalla",71096,"David Benioff",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,18960093.6
"4731",2007,1500000,"Night and Day Pictures","USA","Adrienne Shelly","Comedy",19067631,"Waitress","PG-13","2007-05-25",108,7,"Keri Russell",39286,"Adrienne Shelly",1.2,"$2,018.00 ","$2,414.32 ",1800000,22881157.2
"4732",2007,27500000,"Anonymous Content","USA","Gavin Hood","Drama",9736045,"Rendition","R","2007-10-19",122,6.8,"Reese Witherspoon",49635,"Kelley Sane",1.2,"$2,018.00 ","$2,414.32 ",3.3e+07,11683254
"4733",2007,60795000,"Revolution Studios","USA","James Foley","Crime",23984949,"Perfect Stranger","R","2007-04-13",109,5.7,"Halle Berry",39651,"Todd Komarnicki",1.2,"$2,018.00 ","$2,414.32 ",72954000,28781938.8
"4734",2007,2.1e+07,"Columbia Pictures","USA","James Gray","Crime",28563179,"We Own the Night","R","2007-10-12",117,6.9,"Joaquin Phoenix",75706,"James Gray",1.2,"$2,018.00 ","$2,414.32 ",25200000,34275814.8
"4735",2007,3e+07,"Millennium Films","USA","Jon Avnet","Crime",16930884,"88 Minutes","R","2008-04-18",108,5.9,"Al Pacino",68510,"Gary Scott Thompson",1.2,"$2,018.00 ","$2,414.32 ",3.6e+07,20317060.8
"4736",2007,0,"Aamir Khan Productions","India","Aamir Khan","Drama",1204660,"Like Stars on Earth","PG","2007-12-21",165,8.5,"Darsheel Safary",109807,"Amole Gupte",1.2,"$2,018.00 ","$2,414.32 ",0,1445592
"4737",2007,0,"Universal Pictures","USA","Michael Lehmann","Comedy",42674040,"Because I Said So","PG-13","2007-02-02",100,5.6,"Diane Keaton",33901,"Karen Leigh Hopkins",1.2,"$2,018.00 ","$2,414.32 ",0,51208848
"4738",2007,0,"Rogue Pictures","USA","Robert Ben Garant","Comedy",32844290,"Balls of Fury","PG-13","2007-08-29",90,5.3,"Dan Fogler",37238,"Thomas Lennon",1.2,"$2,018.00 ","$2,414.32 ",0,39413148
"4739",2007,16500000,"HanWay Films","UK","Julian Jarrold","Biography",18670946,"Becoming Jane","PG","2007-08-10",120,7.1,"Anne Hathaway",50326,"Jane Austen",1.2,"$2,018.00 ","$2,414.32 ",19800000,22405135.2
"4740",2007,2e+07,"TriStar Pictures","USA","Mennan Yapo","Drama",47852604,"Premonition","PG-13","2007-03-16",96,5.9,"Sandra Bullock",65327,"Bill Kelly",1.2,"$2,018.00 ","$2,414.32 ",2.4e+07,57423124.8
"4741",2007,0,"Dimension Films","Australia","Greg McLean","Action",10452,"Rogue","R","2008-09-19",99,6.2,"Michael Vartan",23320,"Greg McLean",1.2,"$2,018.00 ","$2,414.32 ",0,12542.4
