"","X","year","released","name","company","country","rating","genre","budget","gross","Budget2017","Gross2017","Profit2017","runtime","votes","score","director","star","writer"
"3458",3616,2002,"2002-03-29","Sympathy for Mr. Vengeance","CJ Entertainment","South Korea","R","Crime",4,0.045289,5.48,0.06204593,-5.41795407,129,50651,7.7,"Chan-wook Park","Kang-ho Song","Jae-sun Lee"
"3459",3617,2002,"2002-02-08","Big Fat Liar","Paramount Pictures","USA","PG","Adventure",15,47.811275,20.55,65.50144675,44.95144675,88,30579,5.4,"Shawn Levy","Frankie Muniz","Dan Schneider"
"3460",3618,2002,"2004-01-09","Nicholas Nickleby","United Artists Film Corporation","UK","PG","Drama",10,1.587173,13.7,2.17442701,-11.52557299,132,9963,7.2,"Douglas McGrath","Charlie Hunnam","Charles Dickens"
"3461",3619,2002,"2002-09-27","The Tuxedo","Blue Train Productions","USA","PG-13","Action",60,50.547998,82.2,69.25075726,-12.94924274,98,67127,5.3,"Kevin Donovan","Jackie Chan","Phil Hay"
"3462",3620,2002,"2002-08-23","S1m0ne","New Line Cinema","USA","PG-13","Comedy",0,9.680913,0,13.26285081,13.26285081,117,54019,6.1,"Andrew Niccol","Al Pacino","Andrew Niccol"
"3463",3621,2002,"2002-09-20","Trapped","Columbia Pictures","USA","R","Action",30,0.062536,41.1,0.08567432,-41.01432568,106,20617,6.2,"Luis Mandoki","Kevin Bacon","Greg Iles"
"3464",3622,2002,"2002-05-10","The New Guy","Revolution Studios","USA","PG-13","Comedy",13,28.972187,17.81,39.69189619,21.88189619,88,29982,5.9,"Ed Decter","DJ Qualls","David Kendall"
"3465",3623,2002,"2003-04-11","May","2 Loop Films","USA","R","Drama",0.5,0.150277,0.685,0.20587949,-0.47912051,93,28449,6.7,"Lucky McKee","Angela Bettis","Lucky McKee"
"3466",3624,2002,"2003-02-07","Spun","Muse Productions","USA","R","Comedy",2,0.410241,2.74,0.56203017,-2.17796983,101,33439,6.8,"Jonas Åkerlund","Jason Schwartzman","Will De Los Santos"
"3467",3625,2002,"2002-03-29","The Rookie","98 MPH Productions","USA","G","Drama",20,75.600072,27.4,103.57209864,76.17209864,127,28077,7,"John Lee Hancock","Dennis Quaid","Mike Rich"
"3468",3626,2002,"2002-10-11","Swept Away","Screen Gems","UK","R","Comedy",10,0.007876,13.7,0.01079012,-13.68920988,89,13734,3.6,"Guy Ritchie","Madonna","Guy Ritchie"
"3469",3627,2002,"2003-03-21","Boat Trip","Motion Picture Corporation of America (MPCA)","USA","R","Comedy",20,8.586376,27.4,11.76333512,-15.63666488,94,27849,4.9,"Mort Nathan","Cuba Gooding Jr.","Mort Nathan"
"3470",3628,2002,"2002-08-23","Undisputed","Amen Ra Films","USA","R","Action",20,12.398628,27.4,16.98612036,-10.41387964,100,24459,6.2,"Walter Hill","Wesley Snipes","David Giler"
"3471",3629,2002,"2002-01-25","Kung Pow: Enter the Fist","Twentieth Century Fox Film Corporation","USA","PG-13","Action",10,16.033556,13.7,21.96597172,8.26597172,81,39559,6.2,"Steve Oedekerk","Steve Oedekerk","Steve Oedekerk"
"3472",3630,2002,"2002-10-11","White Oleander","Warner Bros.","USA","PG-13","Drama",16,16.346122,21.92,22.39418714,0.474187140000001,109,26787,7.2,"Peter Kosminsky","Michelle Pfeiffer","Janet Fitch"
"3473",3631,2002,"2002-11-06","Mujer fatal","Quinta Communications","France","R","Crime",35,6.592103,47.95,9.03118111,-38.91881889,114,29963,6.3,"Brian De Palma","Rebecca Romijn","Brian De Palma"
"3474",3632,2002,"2003-02-21","Dark Blue","Alphaville Films","USA","R","Action",15,9.059588,20.55,12.41163556,-8.13836444,118,18124,6.6,"Ron Shelton","Kurt Russell","James Ellroy"
"3475",3633,2002,"2002-11-01","The Santa Clause 2","Walt Disney Pictures","USA","G","Comedy",65,139.236327,89.05,190.75376799,101.70376799,104,38234,5.6,"Michael Lembeck","Tim Allen","Don Rhymer"
"3476",3634,2002,"2002-04-12","Changing Lanes","Paramount Pictures","USA","R","Drama",45,66.818548,61.65,91.54141076,29.89141076,98,60451,6.5,"Roger Michell","Ben Affleck","Chap Taylor"
"3477",3635,2002,"2002-10-25","Paid in Full","Dimension Films","USA","R","Action",0,3.042188,0,4.16779756,4.16779756,97,8112,7.1,"Charles Stone III","Mekhi Phifer","Azie Faison Jr."
"3478",3636,2002,"2002-10-18","Below","Dimension Films","USA","R","Horror",40,0.605562,54.8,0.82961994,-53.97038006,105,18804,6.2,"David Twohy","Bruce Greenwood","Lucas Sussman"
"3479",3637,2002,"2002-03-29","Clockstoppers","Paramount Pictures","USA","PG","Action",26,36.985501,35.62,50.67013637,15.05013637,94,11909,5.2,"Jonathan Frakes","Jesse Bradford","Rob Hedden"
"3480",3638,2002,"2002-04-05","Big Trouble","Touchstone Pictures","USA","PG-13","Comedy",40,7.262288,54.8,9.94933456,-44.85066544,85,18116,6.5,"Barry Sonnenfeld","Tim Allen","Dave Barry"
"3481",3639,2002,"2002-05-03","Hollywood Ending","DreamWorks","USA","PG-13","Comedy",16,4.839383,21.92,6.62995471,-15.29004529,112,23072,6.6,"Woody Allen","Woody Allen","Woody Allen"
"3482",3640,2002,"2002-01-18","Snow Dogs","Walt Disney Pictures","Canada","PG","Adventure",35,81.17256,47.95,111.2064072,63.2564072,99,21710,5.1,"Brian Levant","Cuba Gooding Jr.","Jim Kouf"
"3483",3641,2002,"2002-09-06","Swimfan","Twentieth Century Fox Film Corporation","USA","PG-13","Drama",8.5,28.563926,11.645,39.13257862,27.48757862,85,17091,5,"John Polson","Jesse Bradford","Charles F. Bohl"
"3484",3642,2002,"2002-12-13","Drumline","Fox 2000 Pictures","USA","PG-13","Comedy",20,56.398162,27.4,77.26548194,49.86548194,118,29636,5.7,"Charles Stone III","Nick Cannon","Shawn Schepps"
"3485",3643,2002,"2003-08-29","La leyenda de las ballenas","South Pacific Pictures","New Zealand","PG-13","Drama",0,20.779666,0,28.46814242,28.46814242,101,35767,7.6,"Niki Caro","Keisha Castle-Hughes","Niki Caro"
"3486",3644,2002,"2002-08-09","Blood Work","Malpaso Productions","USA","R","Action",50,26.199517,68.5,35.89333829,-32.60666171,110,36540,6.4,"Clint Eastwood","Clint Eastwood","Michael Connelly"
"3487",3645,2002,"2002-09-20","The Four Feathers","Paramount Pictures","UK","PG-13","Adventure",35,18.306166,47.95,25.07944742,-22.87055258,132,29532,6.5,"Shekhar Kapur","Heath Ledger","A.E.W. Mason"
"3488",3646,2002,"2002-09-13","Barbershop","Metro-Goldwyn-Mayer (MGM)","USA","PG-13","Comedy",12,75.782105,16.44,103.82148385,87.38148385,102,23871,6.3,"Tim Story","Ice Cube","Mark Brown"
"3489",3647,2002,"2002-07-03","Like Mike","Twentieth Century Fox Film Corporation","USA","PG","Comedy",30,51.432423,41.1,70.46241951,29.36241951,99,16153,5.1,"John Schultz","Shad Moss","Michael Elliot"
"3490",3649,2002,"2002-09-20","24 Hour Party People","Revolution Films","UK","R","Biography",0,1.130379,0,1.54861923,1.54861923,117,28543,7.4,"Michael Winterbottom","Steve Coogan","Frank Cottrell Boyce"
"3491",3650,2002,"2002-03-15","Showtime","Material","USA","PG-13","Action",85,38.082712,116.45,52.17331544,-64.27668456,95,54818,5.5,"Tom Dey","Robert De Niro","Jorge Saralegui"
"3492",3651,2002,"2002-11-01","I Spy","Columbia Pictures Corporation","USA","PG-13","Action",70,33.1056,95.9,45.354672,-50.545328,97,43883,5.4,"Betty Thomas","Eddie Murphy","Morton S. Fine"
"3493",3652,2002,"2002-05-17","The Salton Sea","Castle Rock Entertainment","USA","R","Crime",18,0.764554,24.66,1.04743898,-23.61256102,103,27543,7.2,"D.J. Caruso","Val Kilmer","Tony Gayton"
"3494",3653,2002,"2002-08-02","The Master of Disguise","Revolution Studios","USA","PG","Adventure",16,40.36353,21.92,55.2980361,33.3780361,80,19029,3.3,"Perry Andelin Blake","Dana Carvey","Dana Carvey"
"3495",3654,2002,"2002-06-21","The Importance of Being Earnest","Miramax","UK","PG","Comedy",15,8.378141,20.55,11.47805317,-9.07194683,97,19899,6.9,"Oliver Parker","Rupert Everett","Oscar Wilde"
"3496",3655,2002,"2002-02-15","Hart's War","Cheyenne Enterprises","USA","R","Drama",70,19.076815,95.9,26.13523655,-69.76476345,125,45910,6.3,"Gregory Hoblit","Bruce Willis","John Katzenbach"
"3497",3656,2002,"2003-10-10","Bubba Ho-Tep","Silver Sphere Corporation","USA","R","Comedy",1,2.00342,1.37,2.7446854,1.3746854,92,40698,7.2,"Don Coscarelli","Bruce Campbell","Joe R. Lansdale"
"3498",3657,2002,"2003-01-25","Ju-on: The Grudge","Pioneer LDC","Japan","R","Horror",3.5,0.325661,4.795,0.44615557,-4.34884443,92,34319,6.7,"Takashi Shimizu","Megumi Okina","Takashi Shimizu"
"3499",3658,2002,"2002-05-31","Undercover Brother","Universal Pictures","USA","PG-13","Action",25,38.230435,34.25,52.37569595,18.12569595,86,30636,5.8,"Malcolm D. Lee","Eddie Griffin","John Ridley"
"3500",3659,2002,"2002-08-23","Lilya 4-Ever","Memfis Film","Sweden","R","Crime",0,0.181655,0,0.24886735,0.24886735,109,37477,7.9,"Lukas Moodysson","Oksana Akinshina","Lukas Moodysson"
"3501",3660,2002,"2003-09-05","Dirty Pretty Things","BBC Films","UK","R","Crime",10,8.11136,13.7,11.1125632,-2.5874368,97,36601,7.4,"Stephen Frears","Chiwetel Ejiofor","Steven Knight"
"3502",3661,2002,"2002-06-07","Divine Secrets of the Ya-Ya Sisterhood","All Girl Productions","USA","PG-13","Drama",27,69.599016,36.99,95.35065192,58.36065192,116,16109,6,"Callie Khouri","Sandra Bullock","Rebecca Wells"
"3503",3662,2002,"2002-08-16","The Adventures of Pluto Nash","Castle Rock Entertainment","USA","PG-13","Comedy",100,4.42008,137,6.0555096,-130.9444904,95,21240,3.8,"Ron Underwood","Eddie Murphy","Neil Cuthbert"
"3504",3663,2002,"2003-01-10","Antwone Fisher","Fox Searchlight Pictures","USA","PG-13","Biography",12.5,21.078145,17.125,28.87705865,11.75205865,120,28371,7.3,"Denzel Washington","Denzel Washington","Antwone Fisher"
"3505",3664,2002,"2002-07-19","Stuart Little 2","Columbia Pictures Corporation","USA","PG","Animation",120,64.956806,164.4,88.99082422,-75.40917578,77,40457,5.4,"Rob Minkoff","Michael J. Fox","E.B. White"
"3506",3665,2002,"2003-01-10","Narc","Paramount Pictures","USA","R","Crime",7.5,10.460089,10.275,14.33032193,4.05532193,105,35355,7.2,"Joe Carnahan","Ray Liotta","Joe Carnahan"
"3507",3666,2002,"2004-02-06","Tierra de sueños","Hell's Kitchen Films","Ireland","PG-13","Drama",0,15.539266,0,21.28879442,21.28879442,105,37725,7.8,"Jim Sheridan","Paddy Considine","Jim Sheridan"
"3508",3667,2002,"2002-02-08","Rollerball","Atlas Entertainment","USA","R","Action",70,18.990798,95.9,26.01739326,-69.88260674,98,23008,3,"John McTiernan","Chris Klein","William Harrison"
"3509",3668,2002,"2002-12-13","Waking Up in Reno","Crossfire Sound & Pictures","USA","R","Comedy",0,0.267109,0,0.36593933,0.36593933,91,5105,5.5,"Jordan Brady","Billy Bob Thornton","Brent Briscoe"
"3510",3669,2002,"2002-02-22","Dragonfly","Universal Pictures","USA","PG-13","Drama",60,30.063805,82.2,41.18741285,-41.01258715,104,33117,6.1,"Tom Shadyac","Kevin Costner","Brandon Camp"
"3511",3670,2002,"2002-03-29","Death to Smoochy","Warner Bros.","UK","R","Comedy",55,8.355815,75.35,11.44746655,-63.90253345,109,35823,6.4,"Danny DeVito","Robin Williams","Adam Resnick"
"3512",3671,2002,"2004-06-04","The Reckoning","Kanzaman","UK","R","Crime",0,0.25662,0,0.3515694,0.3515694,112,5191,6.6,"Paul McGuigan","Willem Dafoe","Barry Unsworth"
"3513",3672,2002,"2003-03-13","Dahmer","Blockbuster Films","USA","R","Biography",0,0.144008,0,0.19729096,0.19729096,101,7967,5.6,"David Jacobson","Jeremy Renner","David Jacobson"
"3514",3673,2002,"2002-08-23","Serving Sara","FTM Productions","Germany","PG-13","Comedy",29,16.930185,39.73,23.19435345,-16.53564655,100,15017,5.3,"Reginald Hudlin","Matthew Perry","Jay Scherick"
"3515",3674,2002,"2002-03-22","Sorority Boys","Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)","USA","R","Comedy",12,10.198766,16.44,13.97230942,-2.46769058,93,12478,5.4,"Wallace Wolodarsky","Barry Watson","Joe Jarvis"
"3516",3675,2002,"2004-12-25","Darkness","Castelao Producciones","USA","PG-13","Horror",10.6,22.163442,14.522,30.36391554,15.84191554,88,17383,5.4,"Jaume Balagueró","Anna Paquin","Jaume Balagueró"
"3517",3676,2002,"2003-06-20","L'auberge espagnole","Bac Films","France","R","Comedy",0,3.895664,0,5.33705968,5.33705968,122,35944,7.3,"Cédric Klapisch","Romain Duris","Cédric Klapisch"
"3518",3677,2002,"2003-03-07","The Quiet American","Miramax","UK","R","Drama",30,12.987647,41.1,17.79307639,-23.30692361,101,24812,7.1,"Phillip Noyce","Michael Caine","Graham Greene"
"3519",3679,2002,"2002-11-27","They","Dimension Films","USA","PG-13","Horror",17,12.840842,23.29,17.59195354,-5.69804646,89,11322,4.8,"Robert Harmon","Laura Regan","Brendan Hood"
"3520",3680,2002,"2003-03-21","Sonny","Gold Circle Films","USA","R","Crime",0,0.017639,0,0.02416543,0.02416543,110,3628,5.7,"Nicolas Cage","James Franco","John Carlen"
"3521",3681,2002,"2003-01-31","Cerca de la libertad","Rumbalara Films","Australia","PG","Adventure",6,6.165429,8.22,8.44663773,0.22663773,94,24515,7.5,"Phillip Noyce","Everlyn Sampi","Doris Pilkington"
"3522",3682,2002,"2003-02-28","Poolhall Junkies","Gold Circle Films","USA","R","Comedy",4,0.562059,5.48,0.77002083,-4.70997917,99,8858,7,"Mars Callahan","Mars Callahan","Mars Callahan"
"3523",3683,2002,"2002-11-22","Bundy","First Look International","UK","R","Biography",1.2,0.006073,1.644,0.00832001,-1.63567999,99,6232,5.9,"Matthew Bright","Michael Reilly Burke","Stephen Johnston"
"3524",3684,2002,"2002-02-15","Peter Pan II: Return to Neverland","Disney Television Animation","USA","G","Animation",20,48.430258,27.4,66.34945346,38.94945346,72,14642,5.8,"Robin Budd","Blayne Weaver","Temple Mathews"
"3525",3685,2002,"2002-10-18","Abandon","Paramount Pictures","USA","PG-13","Drama",25,10.727683,34.25,14.69692571,-19.55307429,99,8168,4.9,"Stephen Gaghan","Katie Holmes","Stephen Gaghan"
"3526",3686,2002,"2002-11-08","Real Women Have Curves","HBO Films","USA","PG-13","Comedy",3,5.844929,4.11,8.00755273,3.89755273,90,6236,7,"Patricia Cardoso","America Ferrera","Josefina Lopez"
"3527",3687,2002,"2003-03-28","Laurel Canyon","Sony Pictures Classics","USA","R","Drama",0,3.663356,0,5.01879772,5.01879772,103,13565,6.4,"Lisa Cholodenko","Frances McDormand","Lisa Cholodenko"
"3528",3688,2002,"2002-08-30","Feardotcom","MDP Worldwide","UK","R","Crime",42,13.208023,57.54,18.09499151,-39.44500849,101,17833,3.3,"William Malone","Stephen Dorff","Moshe Diamant"
"3529",3689,2002,"2002-07-26","The Country Bears","Walt Disney Pictures","USA","G","Comedy",35,16.988996,47.95,23.27492452,-24.67507548,88,4149,4,"Peter Hastings","Haley Joel Osment","Mark Perez"
"3530",3690,2002,"2002-12-25","Evelyn","First Look International","Germany","PG","Drama",10,1.483975,13.7,2.03304575,-11.66695425,94,5611,7,"Bruce Beresford","Pierce Brosnan","Paul Pender"
"3531",3691,2002,"2002-02-01","Slackers","Alliance Atlantis Communications","Canada","R","Comedy",11,4.814244,15.07,6.59551428,-8.47448572,86,12825,5.3,"Dewey Nicks","Devon Sawa","David H. Steinberg"
"3532",3692,2002,"2002-09-20","Ballistic: Ecks vs. Sever","Franchise Pictures","USA","R","Action",70,14.294842,95.9,19.58393354,-76.31606646,91,17279,3.6,"Wych Kaosayananda","Antonio Banderas","Alan B. McElroy"
"3533",3693,2002,"2002-12-06","Analyze That","Warner Bros.","USA","R","Comedy",60,32.122249,82.2,44.00748113,-38.19251887,96,73442,5.9,"Harold Ramis","Robert De Niro","Kenneth Lonergan"
"3534",3694,2002,"2002-09-20","Gerry","Epsilon Motion Pictures","USA","R","Adventure",3.5,0.236266,4.795,0.32368442,-4.47131558,103,15933,6.2,"Gus Van Sant","Casey Affleck","Casey Affleck"
"3535",3695,2002,"2003-08-29","The Magdalene Sisters","Scottish Screen","Ireland","R","Drama",0,4.890878,0,6.70050286,6.70050286,114,23296,7.8,"Peter Mullan","Eileen Walsh","Peter Mullan"
"3536",3697,2002,"2002-11-01","Auto Focus","Focus Puller Inc.","USA","R","Biography",7,2.062066,9.59,2.82503042,-6.76496958,105,11759,6.6,"Paul Schrader","Greg Kinnear","Robert Graysmith"
"3537",3698,2002,"2002-10-04","8 Women","BIM Distribuzione","France","R","Comedy",0,3.076425,0,4.21470225,4.21470225,111,25020,7.1,"François Ozon","Fanny Ardant","François Ozon"
"3538",3699,2002,"2002-04-12","New Best Friend","FGM Entertainment","USA","R","Drama",0,0.028658,0,0.03926146,0.03926146,91,2982,5.3,"Zoe Clarke-Williams","Taye Diggs","Victoria Strouse"
"3539",3700,2002,"2002-04-19","Bloody Sunday","Bórd Scannán na hÉireann","UK","R","Drama",0,0.768045,0,1.05222165,1.05222165,107,20817,7.7,"Paul Greengrass","James Nesbitt","Paul Greengrass"
"3540",3701,2002,"2002-11-22","The Emperor's Club","Beacon Communications","USA","PG-13","Drama",12.5,14.06095,17.125,19.2635015,2.1385015,109,15086,6.9,"Michael Hoffman","Kevin Kline","Ethan Canin"
"3541",3702,2002,"2002-08-30","Possession","Focus Features","USA","PG-13","Drama",25,10.103647,34.25,13.84199639,-20.40800361,102,11970,6.4,"Neil LaBute","Gwyneth Paltrow","A.S. Byatt"
"3542",3703,2002,"2002-05-03","Deuces Wild","CineWild","USA","R","Action",10,6.044618,13.7,8.28112666,-5.41887334,96,6400,5.6,"Scott Kalvert","Stephen Dorff","Paul Kimatian"
"3543",3704,2002,"2002-10-04","Igby Goes Down","United Artists","USA","R","Comedy",9,4.681503,12.33,6.41365911,-5.91634089,98,29911,7,"Burr Steers","Kieran Culkin","Burr Steers"
"3544",3705,2002,"2002-08-30","Heaven","Miramax","UK","R","Crime",11,0.774317,15.07,1.06081429,-14.00918571,97,21282,7.1,"Tom Tykwer","Cate Blanchett","Krzysztof Kieslowski"
"3545",3706,2002,"2002-09-06","City by the Sea","Franchise Pictures","USA","R","Crime",60,22.433915,82.2,30.73446355,-51.46553645,108,22160,6.1,"Michael Caton-Jones","Robert De Niro","Mike McAlary"
"3546",3707,2002,"2002-01-17","Eye See You","Universal Pictures","Germany","R","Crime",55,0.079161,75.35,0.10845057,-75.24154943,96,20748,5.3,"Jim Gillespie","Sylvester Stallone","Howard Swindle"
"3547",3708,2002,"2002-10-04","Sweet Sixteen","Alta Films","UK","R","Crime",0,0.031538,0,0.04320706,0.04320706,106,11376,7.5,"Ken Loach","Martin Compston","Paul Laverty"
"3548",3709,2002,"2002-10-25","The Truth About Charlie","Universal Pictures","Germany","PG-13","Mystery",60,5.350371,82.2,7.33000827,-74.86999173,104,8899,4.8,"Jonathan Demme","Mark Wahlberg","Peter Stone"
"3549",3710,2002,"2003-05-16","All or Nothing","Les Films Alain Sarde","UK","R","Drama",9,0.121756,12.33,0.16680572,-12.16319428,128,8613,7.6,"Mike Leigh","Timothy Spall","Mike Leigh"
"3550",3711,2002,"2002-08-02","Full Frontal","Miramax","USA","R","Comedy",2,2.506446,2.74,3.43383102,0.69383102,101,8888,4.8,"Steven Soderbergh","Julia Roberts","Coleman Hough"
"3551",3712,2002,"2002-11-15","Half Past Dead","Screen Gems","USA","PG-13","Action",13,15.361537,17.81,21.04530569,3.23530569,98,12824,4.6,"Don Michael Paul","Morris Chestnut","Don Michael Paul"
"3552",3713,2002,"2003-03-07","The Man Without a Past","Bavaria Film","Finland","PG-13","Comedy",0,0.921547,0,1.26251939,1.26251939,97,18741,7.7,"Aki Kaurismäki","Markku Peltola","Aki Kaurismäki"
"3553",3714,2002,"2002-10-11","Brown Sugar","Fox Searchlight Pictures","USA","PG-13","Romance",8,27.362712,10.96,37.48691544,26.52691544,109,6451,6.5,"Rick Famuyiwa","Taye Diggs","Michael Elliot"
"3554",3715,2002,"2002-03-08","All About the Benjamins","New Line Cinema","USA","R","Action",14,25.482931,19.18,34.91161547,15.73161547,95,10283,5.8,"Kevin Bray","Ice Cube","Ronald Lang"
"3555",3716,2002,"2002-09-20","The Banger Sisters","Fox Searchlight Pictures","USA","R","Comedy",10,30.307416,13.7,41.52115992,27.82115992,100,13034,5.6,"Bob Dolman","Susan Sarandon","Bob Dolman"
"3556",3717,2002,"2002-12-25","Pinocchio","Melampo Cinematografica","Italy","G","Comedy",0,3.684305,0,5.04749785,5.04749785,108,6772,4.2,"Roberto Benigni","Roberto Benigni","Roberto Benigni"
"3557",3718,2002,"2003-10-31","Open Hearts","Det Danske Filminstitut","Denmark","R","Drama",0,0.122308,0,0.16756196,0.16756196,113,8429,7.6,"Susanne Bier","Sonja Richter","Anders Thomas Jensen"
"3558",3719,2002,"2004-03-12","Pumpkin","American Zoetrope","USA","R","Comedy",0,0.30569,0,0.4187953,0.4187953,113,7792,6.3,"Anthony Abrams","Christina Ricci","Adam Larson Broder"
